	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
162	PMC7222517	PMC7222517_0	0	4924	,	,	1216	1217	O	None	None	None
163	PMC7222517	PMC7222517_0	0	4924	USA	NNP	1218	1221	O	None	None	None
164	PMC7222517	PMC7222517_0	0	4924	4grid	CD	1222	1227	O	None	None	None
165	PMC7222517	PMC7222517_0	0	4924	.	.	1227	1228	O	None	None	None
166	PMC7222517	PMC7222517_0	0	4924	413957	CD	1228	1234	O	None	None	None
167	PMC7222517	PMC7222517_0	0	4924	.	.	1234	1235	O	None	None	None
168	PMC7222517	PMC7222517_0	0	4924	d0000	NN	1235	1240	O	None	None	None
169	PMC7222517	PMC7222517_0	0	4924	0001	CD	1241	1245	O	None	None	None
170	PMC7222517	PMC7222517_0	0	4924	0690	CD	1246	1250	O	None	None	None
171	PMC7222517	PMC7222517_0	0	4924	7621Division	CD	1251	1263	O	None	None	None
172	PMC7222517	PMC7222517_0	0	4924	of	IN	1264	1266	O	None	None	None
173	PMC7222517	PMC7222517_0	0	4924	Pediatric	NNP	1267	1276	O	None	None	None
174	PMC7222517	PMC7222517_0	0	4924	Neurooncology	NNP	1277	1290	O	None	None	None
175	PMC7222517	PMC7222517_0	0	4924	,	,	1290	1291	O	None	None	None
176	PMC7222517	PMC7222517_0	0	4924	Children	NNP	1292	1300	O	None	None	None
177	PMC7222517	PMC7222517_0	0	4924	<	NNP	1300	1301	O	None	None	None
178	PMC7222517	PMC7222517_0	0	4924	U	NNP	1301	1302	O	None	None	None
179	PMC7222517	PMC7222517_0	0	4924	+	NNP	1302	1303	O	None	None	None
180	PMC7222517	PMC7222517_0	0	4924	2019	CD	1303	1307	O	None	None	None
181	PMC7222517	PMC7222517_0	0	4924	>	NNP	1307	1308	O	None	None	None
182	PMC7222517	PMC7222517_0	0	4924	s	VBD	1308	1309	O	None	None	None
183	PMC7222517	PMC7222517_0	0	4924	Hospital	NNP	1310	1318	O	None	None	None
184	PMC7222517	PMC7222517_0	0	4924	Colorado	NNP	1319	1327	O	None	None	None
185	PMC7222517	PMC7222517_0	0	4924	,	,	1327	1328	O	None	None	None
186	PMC7222517	PMC7222517_0	0	4924	Aurora	NNP	1329	1335	O	None	None	None
187	PMC7222517	PMC7222517_0	0	4924	,	,	1335	1336	O	None	None	None
188	PMC7222517	PMC7222517_0	0	4924	USA	NNP	1337	1340	O	None	None	None
189	PMC7222517	PMC7222517_0	0	4924	5grid	CD	1341	1346	O	None	None	None
190	PMC7222517	PMC7222517_0	0	4924	.	.	1346	1347	O	None	None	None
191	PMC7222517	PMC7222517_0	0	4924	4367	CD	1347	1351	O	None	None	None
192	PMC7222517	PMC7222517_0	0	4924	.	.	1351	1352	O	None	None	None
193	PMC7222517	PMC7222517_0	0	4924	60000	CD	1352	1357	O	None	None	None
194	PMC7222517	PMC7222517_0	0	4924	0001	CD	1358	1362	O	None	None	None
195	PMC7222517	PMC7222517_0	0	4924	2355	CD	1363	1367	O	None	None	None
196	PMC7222517	PMC7222517_0	0	4924	7002Washington	CD	1368	1382	O	None	None	None
197	PMC7222517	PMC7222517_0	0	4924	University	NNP	1383	1393	O	None	None	None
198	PMC7222517	PMC7222517_0	0	4924	in	IN	1394	1396	O	None	None	None
199	PMC7222517	PMC7222517_0	0	4924	St	NNP	1397	1399	O	None	None	None
200	PMC7222517	PMC7222517_0	0	4924	.	.	1399	1400	O	None	None	None
201	PMC7222517	PMC7222517_0	0	4924	Louis	NNP	1401	1406	O	None	None	None
202	PMC7222517	PMC7222517_0	0	4924	,	,	1406	1407	O	None	None	None
203	PMC7222517	PMC7222517_0	0	4924	St	NNP	1408	1410	O	None	None	None
204	PMC7222517	PMC7222517_0	0	4924	.	.	1410	1411	O	None	None	None
205	PMC7222517	PMC7222517_0	0	4924	Louis	NNP	1412	1417	O	None	None	None
206	PMC7222517	PMC7222517_0	0	4924	,	,	1417	1418	O	None	None	None
207	PMC7222517	PMC7222517_0	0	4924	USA	NNP	1419	1422	O	None	None	None
208	PMC7222517	PMC7222517_0	0	4924	6grid	CD	1423	1428	O	None	None	None
209	PMC7222517	PMC7222517_0	0	4924	.	.	1428	1429	O	None	None	None
210	PMC7222517	PMC7222517_0	0	4924	265892	CD	1429	1435	O	None	None	None
211	PMC7222517	PMC7222517_0	0	4924	.	.	1435	1436	O	None	None	None
212	PMC7222517	PMC7222517_0	0	4924	20000000106344187Division	CD	1436	1461	O	None	None	None
213	PMC7222517	PMC7222517_0	0	4924	of	IN	1462	1464	O	None	None	None
214	PMC7222517	PMC7222517_0	0	4924	Pediatric	NNP	1465	1474	O	None	None	None
215	PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	1475	1487	O	None	None	None
216	PMC7222517	PMC7222517_0	0	4924	,	,	1487	1488	O	None	None	None
217	PMC7222517	PMC7222517_0	0	4924	Department	NNP	1489	1499	O	None	None	None
218	PMC7222517	PMC7222517_0	0	4924	of	IN	1500	1502	O	None	None	None
219	PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	1503	1515	O	None	None	None
220	PMC7222517	PMC7222517_0	0	4924	,	,	1515	1516	O	None	None	None
221	PMC7222517	PMC7222517_0	0	4924	University	NNP	1517	1527	O	None	None	None
222	PMC7222517	PMC7222517_0	0	4924	of	IN	1528	1530	O	None	None	None
223	PMC7222517	PMC7222517_0	0	4924	Alabama	NNP	1531	1538	O	None	None	None
224	PMC7222517	PMC7222517_0	0	4924	at	IN	1539	1541	O	None	None	None
225	PMC7222517	PMC7222517_0	0	4924	Birmhingham	NNP	1542	1553	O	None	None	None
226	PMC7222517	PMC7222517_0	0	4924	,	,	1553	1554	O	None	None	None
227	PMC7222517	PMC7222517_0	0	4924	Birmingham	NNP	1555	1565	O	None	None	None
228	PMC7222517	PMC7222517_0	0	4924	,	,	1565	1566	O	None	None	None
229	PMC7222517	PMC7222517_0	0	4924	USA	NNP	1567	1570	O	None	None	None
230	PMC7222517	PMC7222517_0	0	4924	7grid	CD	1571	1576	O	None	None	None
231	PMC7222517	PMC7222517_0	0	4924	.	.	1576	1577	O	None	None	None
232	PMC7222517	PMC7222517_0	0	4924	414603	CD	1577	1583	O	None	None	None
233	PMC7222517	PMC7222517_0	0	4924	.	.	1583	1584	O	None	None	None
234	PMC7222517	PMC7222517_0	0	4924	4Neurochirurgia	CD	1584	1599	O	None	None	None
235	PMC7222517	PMC7222517_0	0	4924	Pediatrica	NNP	1600	1610	O	None	None	None
236	PMC7222517	PMC7222517_0	0	4924	,	,	1610	1611	O	None	None	None
237	PMC7222517	PMC7222517_0	0	4924	Fondazione	NNP	1612	1622	O	None	None	None
238	PMC7222517	PMC7222517_0	0	4924	Policlinico	NNP	1623	1634	O	None	None	None
239	PMC7222517	PMC7222517_0	0	4924	Universitario	NNP	1635	1648	O	None	None	None
240	PMC7222517	PMC7222517_0	0	4924	A	NNP	1649	1650	O	None	None	None
241	PMC7222517	PMC7222517_0	0	4924	.	.	1650	1651	O	None	None	None
242	PMC7222517	PMC7222517_0	0	4924	Gemelli	NNP	1652	1659	O	None	None	None
243	PMC7222517	PMC7222517_0	0	4924	IRCCS	NNP	1660	1665	O	None	None	None
244	PMC7222517	PMC7222517_0	0	4924	,	,	1665	1666	O	None	None	None
245	PMC7222517	PMC7222517_0	0	4924	Roma	NNP	1667	1671	O	None	None	None
246	PMC7222517	PMC7222517_0	0	4924	,	,	1671	1672	O	None	None	None
247	PMC7222517	PMC7222517_0	0	4924	Italy	NNP	1673	1678	O	None	None	None
248	PMC7222517	PMC7222517_0	0	4924	8grid	CD	1679	1684	O	None	None	None
249	PMC7222517	PMC7222517_0	0	4924	.	.	1684	1685	O	None	None	None
250	PMC7222517	PMC7222517_0	0	4924	8142	CD	1685	1689	O	None	None	None
251	PMC7222517	PMC7222517_0	0	4924	.	.	1689	1690	O	None	None	None
252	PMC7222517	PMC7222517_0	0	4924	f0000	NN	1690	1695	O	None	None	None
253	PMC7222517	PMC7222517_0	0	4924	0001	CD	1696	1700	O	None	None	None
254	PMC7222517	PMC7222517_0	0	4924	0941	CD	1701	1705	O	None	None	None
255	PMC7222517	PMC7222517_0	0	4924	3192Istituto	CD	1706	1718	O	None	None	None
256	PMC7222517	PMC7222517_0	0	4924	di	NN	1719	1721	O	None	None	None
257	PMC7222517	PMC7222517_0	0	4924	Neurochirurgia	NNP	1722	1736	O	None	None	None
258	PMC7222517	PMC7222517_0	0	4924	,	,	1736	1737	O	None	None	None
259	PMC7222517	PMC7222517_0	0	4924	Universit	NNP	1738	1747	O	None	None	None
260	PMC7222517	PMC7222517_0	0	4924	<	NNP	1747	1748	O	None	None	None
261	PMC7222517	PMC7222517_0	0	4924	U	NNP	1748	1749	O	None	None	None
262	PMC7222517	PMC7222517_0	0	4924	+	VBD	1749	1750	O	None	None	None
263	PMC7222517	PMC7222517_0	0	4924	00E0	CD	1750	1754	O	None	None	None
264	PMC7222517	PMC7222517_0	0	4924	>	NNP	1754	1755	O	None	None	None
265	PMC7222517	PMC7222517_0	0	4924	Cattolica	NNP	1756	1765	O	None	None	None
266	PMC7222517	PMC7222517_0	0	4924	del	FW	1766	1769	O	None	None	None
267	PMC7222517	PMC7222517_0	0	4924	Sacro	NNP	1770	1775	O	None	None	None
268	PMC7222517	PMC7222517_0	0	4924	Cuore	NNP	1776	1781	O	None	None	None
269	PMC7222517	PMC7222517_0	0	4924	,	,	1781	1782	O	None	None	None
270	PMC7222517	PMC7222517_0	0	4924	Roma	NNP	1783	1787	O	None	None	None
271	PMC7222517	PMC7222517_0	0	4924	,	,	1787	1788	O	None	None	None
272	PMC7222517	PMC7222517_0	0	4924	Italy	NNP	1789	1794	O	None	None	None
273	PMC7222517	PMC7222517_0	0	4924	9grid	CD	1795	1800	O	None	None	None
274	PMC7222517	PMC7222517_0	0	4924	.	.	1800	1801	O	None	None	None
275	PMC7222517	PMC7222517_0	0	4924	21729	CD	1801	1806	O	None	None	None
276	PMC7222517	PMC7222517_0	0	4924	.	.	1806	1807	O	None	None	None
277	PMC7222517	PMC7222517_0	0	4924	3f0000000419368729Department	CD	1807	1835	O	None	None	None
278	PMC7222517	PMC7222517_0	0	4924	of	IN	1836	1838	O	None	None	None
279	PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	1839	1851	O	None	None	None
280	PMC7222517	PMC7222517_0	0	4924	,	,	1851	1852	O	None	None	None
281	PMC7222517	PMC7222517_0	0	4924	Columbia	NNP	1853	1861	O	None	None	None
282	PMC7222517	PMC7222517_0	0	4924	University	NNP	1862	1872	O	None	None	None
283	PMC7222517	PMC7222517_0	0	4924	,	,	1872	1873	O	None	None	None
284	PMC7222517	PMC7222517_0	0	4924	Morgan	NNP	1874	1880	O	None	None	None
285	PMC7222517	PMC7222517_0	0	4924	Stanley	NNP	1881	1888	O	None	None	None
286	PMC7222517	PMC7222517_0	0	4924	Children	NNP	1889	1897	O	None	None	None
287	PMC7222517	PMC7222517_0	0	4924	<	NNP	1897	1898	O	None	None	None
288	PMC7222517	PMC7222517_0	0	4924	U	NNP	1898	1899	O	None	None	None
289	PMC7222517	PMC7222517_0	0	4924	+	NNP	1899	1900	O	None	None	None
290	PMC7222517	PMC7222517_0	0	4924	2019	CD	1900	1904	O	None	None	None
291	PMC7222517	PMC7222517_0	0	4924	>	NNP	1904	1905	O	None	None	None
292	PMC7222517	PMC7222517_0	0	4924	s	VBD	1905	1906	O	None	None	None
293	PMC7222517	PMC7222517_0	0	4924	Hospital	NNP	1907	1915	O	None	None	None
294	PMC7222517	PMC7222517_0	0	4924	of	IN	1916	1918	O	None	None	None
295	PMC7222517	PMC7222517_0	0	4924	NewYork	NNP	1919	1926	O	None	None	None
296	PMC7222517	PMC7222517_0	0	4924	-	:	1926	1927	O	None	None	None
297	PMC7222517	PMC7222517_0	0	4924	Presbyterian	NN	1927	1939	O	None	None	None
298	PMC7222517	PMC7222517_0	0	4924	,	,	1939	1940	O	None	None	None
299	PMC7222517	PMC7222517_0	0	4924	New	NNP	1941	1944	O	None	None	None
300	PMC7222517	PMC7222517_0	0	4924	York	NNP	1945	1949	O	None	None	None
301	PMC7222517	PMC7222517_0	0	4924	,	,	1949	1950	O	None	None	None
302	PMC7222517	PMC7222517_0	0	4924	USA	NNP	1951	1954	O	None	None	None
303	PMC7222517	PMC7222517_0	0	4924	10grid	CD	1955	1961	O	None	None	None
304	PMC7222517	PMC7222517_0	0	4924	.	.	1961	1962	O	None	None	None
305	PMC7222517	PMC7222517_0	0	4924	51462	CD	1962	1967	O	None	None	None
306	PMC7222517	PMC7222517_0	0	4924	.	.	1967	1968	O	None	None	None
307	PMC7222517	PMC7222517_0	0	4924	340000	CD	1968	1974	O	None	None	None
308	PMC7222517	PMC7222517_0	0	4924	0001	CD	1975	1979	O	None	None	None
309	PMC7222517	PMC7222517_0	0	4924	2171	CD	1980	1984	O	None	None	None
310	PMC7222517	PMC7222517_0	0	4924	9952Department	CD	1985	1999	O	None	None	None
311	PMC7222517	PMC7222517_0	0	4924	of	IN	2000	2002	O	None	None	None
312	PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	2003	2015	O	None	None	None
313	PMC7222517	PMC7222517_0	0	4924	,	,	2015	2016	O	None	None	None
314	PMC7222517	PMC7222517_0	0	4924	Memorial	NNP	2017	2025	O	None	None	None
315	PMC7222517	PMC7222517_0	0	4924	Sloan	NNP	2026	2031	O	None	None	None
