TOKEN	PREDICTED
drugs	O
targeting	O
each	O
of	O
these	O
gene	O
products	O
are	O
currently	O
being	O
tested	O
clinically	O
and	O
pre	O
-	O
clinically	O
for	O
the	O
treatment	O
of	O
other	O
tumor	O
types	O
.	O

This	O
study	O
provides	O
a	O
rationale	O
for	O
further	O
pre	O
-	O
clinical	O
and	O
clinical	O
studies	O
of	O
novel	O
pharmacological	O
treatments	O
for	O
ACP	O
.	O

Development	O
of	O
mouse	O
and	O
cell	O
culture	O
models	O
for	O
ACP	O
will	O
further	O
enable	O
the	O
translation	O
of	O
these	O
targets	O
from	O
the	O
lab	O
to	O
the	O
clinic	O
,	O
potentially	O
ushering	O
in	O
a	O
new	O
era	O
in	O
the	O
treatment	O
of	O
ACP	O
.	O

Introduction	O
Adamantinomatous	O
craniopharyngioma	O
(	O
ACP	O
)	O
is	O
the	O
most	O
common	O
non	O
-	O
neural	O
brain	O
tumor	O
with	O
an	O
incidence	O
of	O
approximately	O
1	O
.	O
9	O
cases	O
/	O
million	O
patient	O
-	O
years	O
in	O
children	O
.	O

Due	O
to	O
its	O
sensitive	O
sellar	O
/	O
suprasellar	O
location	O
and	O
propensity	O
to	O
form	O
large	O
cysts	O
,	O
ACP	O
often	O
compresses	O
and	O
damages	O
vital	O
structures	O
of	O
the	O
pituitary	O
,	O
hypothalamus	O
and	O
visual	O
apparatus	O
.	O

Although	B
seemingly	O
well	O
-	O
demarcated	O
on	O
neuroimaging	O
studies	O
,	O
histology	O
reveals	O
finger	O
-	O
like	O
protrusions	O
extending	O
into	O
neighboring	O
visual	O
and	O
hypothalamic	O
structures	O
,	O
eliciting	O
tissue	O
damage	O
and	O
gliosis	O
.	O

This	O
propensity	O
to	O
invade	O
adjacent	O
structures	O
,	O
in	O
addition	O
to	O
the	O
difficult	O
surgical	O
location	O
,	O
often	O
precludes	O
total	O
resection	O
in	O
order	O
to	O
avoid	O
the	O
significantly	O
increased	O
risk	O
of	O
visual	O
and	O
hypothalamic	O
damage	O
associated	O
with	O
attempts	O
to	O
completely	O
remove	O
the	O
tumor	O
.	O

The	O
current	O
standard	O
of	O
subtotal	O
resection	O
followed	O
by	O
radiation	O
reduces	O
some	O
of	O
the	O
morbidity	O
,	O
however	B
,	O
it	O
makes	O
recurrence	O
relatively	O
common	O
,	O
even	O
after	O
apparently	O
successful	O
primary	O
therapy	O
.	O

Outcomes	O
after	O
recurrence	O
are	O
poorer	O
,	O
with	O
significantly	O
higher	O
mortality	O
and	O
morbidity	O
than	O
after	O
primary	O
treatment	O
.	O

While	B
conservative	O
surgery	O
and	O
radiation	O
confer	O
low	O
mortality	O
,	O
the	O
morbidity	O
for	O
survivors	O
is	O
still	O
unacceptably	O
high	O
.	O

Variable	O
morbidities	O
are	O
associated	O
with	O
ACP	O
but	O
include	O
endocrine	O
,	O
neurological	O
,	O
vascular	O
,	O
psychological	O
and	O
visual	O
deficits	O
.	O

As	O
a	O
result	O
,	O
ACP	O
has	O
been	O
associated	O
with	O
the	O
lowest	O
quality	O
of	O
life	O
(	O
QoL	O
)	O
scores	O
of	O
any	O
pediatric	O
brain	O
tumor	O
.	O

Lifelong	O
care	O
is	O
necessary	O
for	O
most	O
childhood	O
craniopharyngioma	O
patients	O
and	O
ACP	O
and	O
is	O
considered	O
by	O
many	O
to	O
be	O
a	O
chronic	O
disease	O
.	O

The	O
introduction	O
of	O
rational	O
therapy	O
to	O
treat	O
craniopharyngioma	O
could	O
drastically	O
reduce	O
the	O
morbidity	O
associated	O
with	O
both	O
the	O
primary	O
disease	O
and	O
current	O
treatments	O
by	O
reducing	O
the	O
extent	O
of	O
resection	O
and	O
/	O
or	O
reducing	O
or	O
eliminating	O
the	O
need	O
for	O
subsequent	O
radiation	O
.	O

Such	O
a	O
paradigm	O
change	O
in	O
ACP	O
treatment	O
is	O
critical	O
to	O
improving	O
long	O
term	O
QoL	O
for	O
patients	O
with	O
this	O
debilitating	O
disease	O
.	O

Progress	O
regarding	O
our	O
understanding	O
of	O
the	O
biological	O
drivers	O
of	O
ACP	O
growth	O
has	O
been	O
slowed	O
by	O
the	O
relative	O
rarity	O
of	O
the	O
tumor	O
and	O
the	O
recalcitrance	O
of	O
ACP	O
cells	O
to	O
laboratory	O
growth	O
.	O

Lack	O
of	O
knowledge	O
of	O
the	O
underlying	O
biology	O
,	O
combined	O
with	O
the	O
clinical	O
complexity	O
of	O
ACP	O
have	O
led	O
to	O
an	O
absence	O
of	O
standard	O
systemic	O
antitumor	O
therapies	O
.	O

Few	O
attempts	O
to	O
remedy	O
this	O
deficit	O
have	O
been	O
made	O
,	O
in	O
part	O
because	O
current	O
therapy	O
has	O
acceptable	O
survival	O
outcomes	O
.	O

Nevertheless	B
,	O
substantial	O
progress	O
has	O
been	O
made	O
recently	O
through	O
tissue	O
banking	O
collaborations	O
and	O
â	O
	O
omicsâ	O
	O
approaches	O
.	O

Virtually	O
all	O
craniopharyngiomas	O
in	O
childhood	O
are	O
of	O
the	O
adamantinomatous	O
type	O
(	O
ACP	O
),	O
contrasting	B
with	O
adults	O
in	O
whom	O
up	O
to	O
10Â	O
%	O
of	O
craniopharyngiomas	O
are	O
papillary	O
,	O
and	O
are	O
now	O
known	O
to	O
be	O
driven	O
by	O
BRAF	O
V600E	O
mutations	O
.	O

The	O
only	O
known	O
genetic	O
alterations	O
in	O
adamatinomatous	O
craniopharyngioma	O
(	O
ACP	O
)	O
are	O
point	O
mutations	O
in	O
exon	O
3	O
of	O
CTNNB1	O
that	O
lead	O
to	O
Î²	O
-	O
catenin	O
accumulation	O
and	O
upregulation	O
of	O
downstream	O
target	O
gene	O
expression	O
.	O

While	B
the	O
reported	O
frequency	O
of	O
CTNNB1	O
sequence	O
alterations	O
ranges	O
from	O
16â	O
	O
100Â	O
%,	O
Brastianos	O
and	O
colleagues	O
recently	O
used	O
whole	O
exome	O
sequencing	O
and	O
mass	O
spectrometric	O
genotyping	O
to	O
identify	O
CTNNB1	O
mutations	O
in	O
92â	O
	O
96Â	O
%	O
of	O
ACP	O
.	O

It	O
is	O
likely	O
,	O
however	B
,	O
that	O
genetic	O
,	O
epigenetic	O
or	B
other	B
biological	O
factors	O
in	O
addition	O
to	O
CTNNB1	O
mutation	O
contribute	O
to	O
the	O
pathogenesis	O
of	O
ACP	O
.	O

For	O
instance	O
,	O
Larkin	O
and	O
colleagues	O
described	O
2	O
tumors	O
that	O
harbored	O
alterations	O
in	O
both	O
CTNNB1	O
and	O
BRAF	O
.	O

Furthermore	O
,	O
ACP	O
tumors	O
with	O
CTNNB1	O
mutation	O
contain	O
cells	O
that	O
do	O
not	O
demonstrate	O
intranuclear	O
Î²	O
-	O
catenin	O
accumulation	O
and	O
it	O
has	O
been	O
suggested	O
that	O
some	O
of	O
the	O
cells	O
that	O
comprise	O
the	O
tumor	O
may	O
not	O
actually	O
be	O
CTNNB1	O
mutant	O
â	O
	O
tumorâ	O
	O
cells	O
at	O
all	O
.	O

EGFR	O
pathway	O
activation	O
has	O
also	O
recently	O
been	O
identified	O
as	O
a	O
driver	O
of	O
migration	O
and	O
growth	O
using	O
in	O
-	O
vitro	O
and	O
xenotransplant	O
models	O
of	O
ACP	O
,	O
supporting	O
the	O
testing	O
of	O
EGFR	O
targeted	O
therapies	O
.	O

In	O
addition	O
,	O
through	O
an	O
embryonic	O
mouse	O
model	O
of	O
human	O
ACP	O
,	O
the	O
role	O
of	O
pituitary	O
stem	O
cells	O
in	O
ACP	O
tumorigenesis	O
is	O
being	O
explored	O
.	O

The	O
recent	O
identification	O
of	O
BRAF	O
mutations	O
in	O
papillary	O
craniopharyngioma	O
changes	O
the	O
paradigm	O
in	O
treating	O
this	O
(	O
primarily	O
adult	O
)	O
tumor	O
because	O
of	O
the	O
availability	O
of	O
BRAF	O
V600E	O
-	O
specific	O
inhibitors	O
.	O

By	B
contrast	I
,	O
the	O
identification	O
of	O
Î²	O
-	O
catenin	O
/	O
Wnt	O
signaling	O
as	O
a	O
driver	O
of	O
adamantinomatous	O
craniopharyngioma	O
(	O
ACP	O
)	O
is	O
of	O
little	O
use	O
in	O
guiding	O
therapy	O
because	O
inhibitors	O
of	O
Wnt	O
signaling	O
downstream	O
of	O
Î²	O
-	O
catenin	O
/	O
TCF	O
/	O
LEF	O
are	O
not	O
yet	O
clinically	O
viable	O
.	O

Global	O
gene	O
expression	O
analysis	O
is	O
therefore	O
critical	O
for	O
determining	O
the	O
epigenetic	O
effect	O
of	O
aberrant	O
Î²	O
-	O
catenin	O
driven	O
transcription	O
in	O
ACP	O
in	O
order	O
to	O
find	O
targets	O
for	O
rational	O
therapy	O
.	O

Materials	O
and	O
methods	O
Tumor	O
samples	O
Caption	O
(	O
TABLE	O
-	O
WRAP	O
):	O
TABLE	O
1	O
Î²	O
-	O
catenin	O
and	O
BRAF	O
mutational	O
status	O
of	O
tumor	O
and	O
age	O
of	O
15	O
ACP	O
patient	O
cohort	O
used	O
in	O
transcriptome	O
study	O
UPN	O
Î²	O
-	O
Catenin	O
BRAF	O
Age	O
at	O
Dx	O
411	O
S33F	O
WT	O
2	O
463	O
S37F	O
WT	O
4	O
598	O
S37C	O
WT	O
18	O
646	O
D32N	O
WT	O
7	O
673	O
S37F	O
WT	O
2	O
740	O
S33F	O
WT	O
12	O
802	O
WT	O
WT	O
7	O
883	O
WT	O
WT	O
6	O
956	O
S37C	O
WT	O
9	O
980	O
D32N	O
WT	O
13	O
1000	O
S45F	O
WT	O
0	O
9109	O
WT	O
WT	O
9	O
9201	O
T41I	O
WT	O
-	O
9202	O
T41I	O
WT	O
-	O
9302	O
WT	O
WT	O
-	O
A	O
total	O
of	O
15	O
ACP	O
tumor	O
samples	O
were	O
included	O
in	O
this	O
study	O
.	O

Eleven	O
specimens	O
were	O
from	O
patients	O
who	O
underwent	O
surgical	O
procedures	O
at	O
Childrenâ	O
	O
s	O
Hospital	O
Colorado	O
,	O
from	O
1995	O
through	O
2014	O
.	O

Tumor	O
samples	O
were	O
collected	O
at	O
the	O
time	O
of	O
surgery	O
and	O
snap	O
frozen	O
in	O
liquid	O
nitrogen	O
or	O
fixed	O
in	O
formalin	O
and	O
paraffin	O
embedded	O
.	O

Additional	O
specimens	O
were	O
contributed	O
by	O
the	O
University	O
of	O
Alabama	O
,	O
Columbia	O
University	O
and	O
Phoenix	O
Childrenâ	O
	O
s	O
Hospital	O
.	O

The	O
median	O
age	O
of	O
this	O
cohort	O
was	O
7Â	O
years	O
(	O
range	O
0	O
to	O
18Â	O
years	O
)	O
(	O
TableÂ	O
1	O
).	O

Purity	O
of	O
ACP	O
tumor	O
samples	O
was	O
determined	O
by	O
histological	O
analysis	O
using	O
hematoxylin	O
and	O
eosin	O
staining	O
in	O
addition	O
to	O
immunostaining	O
for	O
Î²	O
-	O
catenin	O
.	O

A	O
further	O
176	O
samples	O
of	O
other	O
primary	O
tumors	O
and	O
a	O
variety	O
of	O
normal	O
cerebral	O
tissues	O
were	O
used	O
for	O
comparative	O
purposes	O
.	O

This	O
cohort	O
included	O
samples	O
from	O
the	O
spectrum	O
of	O
pediatric	O
and	O
adult	O
brain	O
tumor	O
types	O
(	O
20	O
atypical	O
teratoid	O
/	O
rhabdoid	O
tumor	O
(	O
AT	O
/	O
RT	O
),	O
5	O
choroid	O
plexus	O
papilloma	O
(	O
CPP	O
),	O
46	O
ependymoma	O
(	O
EPN	O
),	O
12	O
glioblastoma	O
(	O
GBM	O
),	O
22	O
medulloblastoma	O
(	O
MED	O
),	O
9	O
meningioma	O
(	O
MEN	O
),	O
15	O
pilocytic	O
astrocytoma	O
(	O
PA	O
),	O
13	O
primitive	O
neuroepithelial	O
tumor	O
(	O
PNET	O
))	O
and	O
other	O
peripheral	O
pediatric	O
solid	O
tumors	O
(	O
6	O
malignant	O
peripheral	O
nerve	O
sheath	O
tumors	O
(	O
MPNST	O
),	O
8	O
rhabdomyosarcoma	O
(	O
RMS	O
)).	O

Specimens	O
were	O
classified	O
according	O
to	O
WHO	O
international	O
histological	O
tumor	O
classification	O
.	O

Normal	O
pediatric	O
brain	O
samples	O
from	O
a	O
variety	O
of	O
anatomic	O
sites	O
were	O
obtained	O
during	O
routine	O
epilepsy	O
surgery	O
or	O
autopsy	O
at	O
Childrenâ	O
	O
s	O
Hospital	O
Colorado	O
.	O

All	O
samples	O
were	O
obtained	O
in	O
compliance	O
with	O
internal	O
review	O
board	O
regulations	O
(	O
COMIRB	O
#	O
95	O
-	O
500	O
and	O
#	O
09	O
-	O
0906	O
).	O

Nucleic	O
acid	O
extraction	O
,	O
amplification	O
and	O
microarray	O
preparation	O
RNA	O
from	O
all	O
surgical	O
specimens	O
was	O
extracted	O
,	O
amplified	O
,	O
labeled	O
and	O
hybridized	O
to	O
Affymetrix	O
HG	O
-	O
U113	O
plus	O
2	O
microarray	O
chips	O
(	O
Affymetrix	O
,	O
Santa	O
Clara	O
,	O
CA	O
,	O
USA	O
)	O
according	O
to	O
manufacturerâ	O
	O
s	O
instructions	O
and	O
as	O
described	O
previously	O
.	O

SNaPshot	O
analysis	O
for	O
CTNNB1	O
and	O
BRAF	O
mutations	O
was	O
performed	O
at	O
the	O
University	O
of	O
Colorado	O
Pathology	O
Core	O
per	O
manufacturerâ	O
	O
s	O
instructions	O
and	O
as	O
described	O
previously	O
.	O

Patient	O
characteristics	O
,	O
including	O
presence	O
or	O
absence	O
of	O
CTNNB1	O
mutations	O
by	O
SNaPshot	O
analysis	O
,	O
are	O
shown	O
in	O
TableÂ	O
1	O
.	O

SNaPshot	O
analysis	O
was	O
also	O
used	O
to	O
examine	O
BRAF	O
mutational	O
status	O
(	O
TableÂ	O
1	O
),	O
specifically	O
BRAF	O
V600E	O
,	O
which	O
was	O
recently	O
identified	O
in	O
papillary	O
craniopharyngioma	O
.	O

This	O
mutation	O
was	O
not	O
found	O
in	O
any	O
ACP	O
sample	O
tested	O
.	O

Microarray	O
data	O
analysis	O
Data	O
analysis	O
was	O
performed	O
in	O
R	O
(	O
http	O
://	O
www	O
.	O
r	O
-	O
project	O
.	O
org	O
),	O
using	O
packages	O
publicly	O
available	O
through	O
Bioconductor	O
(	O
http	O
://	O
www	O
.	O
bioconductor	O
.	O
org	O
).	O

As	O
a	O
first	O
step	O
,	O
the	O
scanned	O
microarray	O
data	O
were	O
background	O
corrected	O
and	O
normalized	O
using	O
the	O
gcRMA	O
algorithm	O
resulting	O
in	O
log	O
2	O
gene	O
expression	O
values	O
.	O

Publically	O
available	O
microarray	O
CEL	O
file	O
data	O
were	O
obtained	O
for	O
9	O
normal	O
pituitary	O
and	O
14	O
pituitary	O
adenoma	O
samples	O
from	O
GEO	O
(	O
GSE26966	O
);	O
these	O
samples	O
were	O
chosen	O
because	O
they	O
were	O
processed	O
in	O
the	O
same	O
manner	O
as	O
ours	O
and	O
through	O
the	O
same	O
microarray	O
core	O
lab	O
.	O

These	O
were	O
combined	O
with	O
the	O
ACP	O
,	O
other	O
tumor	O
,	O
and	O
normal	O
brain	O
cohort	O
as	O
detailed	O
above	O
.	O

Multiple	O
probesets	O
for	O
a	O
gene	O
were	O
then	O
collapsed	O
to	O
1	O
entry	O
per	O
gene	O
,	O
based	O
on	O
the	O
mean	O
best	O
-	O
expressed	O
probeset	O
for	O
that	O
gene	O
.	O

Hierarchical	O
clustering	O
was	O
performed	O
using	O
the	O
normalized	O
gene	O
expression	O
data	O
.	O

Distances	O
based	O
on	O
Spearman	O
correlations	O
were	O
calculated	O
for	O
input	O
to	O
an	O
agglomerative	O
algorithm	O
with	O
use	O
of	O
complete	O
linkage	O
,	O
as	O
implemented	O
in	O
the	O
Bioconductor	O
hclust	O
function	O
.	O

These	O
microarray	O
data	O
have	O
been	O
deposited	O
in	O
the	O
National	O
Center	O
for	O
Biotechnology	O
Information	O
Gene	O
Expression	O
Omnibus	O
(	O
GEO	O
)	O
database	O
and	O
are	O
publicly	O
accessible	O
through	O
GEO	O
Series	O
accession	O
number	O
GSE68015	O
(	O
http	O
://	O
www	O
.	O
ncbi	O
.	O
nlm	O
.	O
nih	O
.	O
gov	O
/	O
geo	O
/	O
query	O
/	O
acc	O
.	O
cgi	O
?	O
acc	O
=	O
GSE68015	O
).	O

Differential	O
gene	O
expression	O
between	O
ACP	O
and	O
multiple	O
other	O
tumor	O
and	O
normal	O
tissue	O
types	O
was	O
calculated	O
using	O
the	O
Bioconductor	O
limma	O
function	O
.	O

Data	O
were	O
filtered	O
before	O
input	O
to	O
eliminate	O
genes	O
not	O
expressed	O
in	O
any	O
samples	O
or	O
that	O
showed	O
only	O
limited	O
variance	O
across	O
samples	O
.	O

The	O
limma	O
function	O
performs	O
pair	O
-	O
wise	O
comparisons	O
between	O
a	O
target	O
group	O
and	O
each	O
of	O
the	O
other	O
user	O
-	O
defined	O
groups	O
in	O
the	O
dataset	O
.	O

It	O
uses	O
an	O
Empirical	O
Bayes	O
approach	O
to	O
calculate	O
a	O
moderated	O
t	O
-	O
statistic	O
and	O
calculates	O
a	O
false	O
discovery	O
rate	O
(	O
FDR	O
)	O
that	O
accounts	O
for	O
multiple	O
testing	O
both	O
within	O
and	O
across	O
groups	O
.	O

The	O
unique	O
molecular	O
signature	O
of	O
ACP	O
was	O
defined	O
as	O
genes	O
that	O
showed	O
significant	O
differential	O
expression	O
in	O
all	O
of	O
the	O
pair	O
-	O
wise	O
comparisons	O
(	O
FDR	O
â	O
¤	O
0	O
.	O
1	O
and	O
mean	O
fold	O
difference	O
â	O
¥	O
1	O
.	O
5	O
)	O
and	O
for	O
which	O
the	O
mean	O
difference	O
was	O
in	O
the	O
same	O
direction	O
when	O
compared	O
with	O
all	O
of	O
the	O
other	O
clusters	O
(	O
i	O
.	O
e	O
.,	O
either	O
all	O
upregulated	O
or	O
all	O
downregulated	O
in	O
all	O
of	O
the	O
comparisons	O
with	O
respect	O
to	O
ACP	O
).	O

In	O
further	O
analyses	O
,	O
individual	O
tumor	O
gene	O
expression	O
of	O
select	O
genes	O
involved	O
in	O
putative	O
ACP	O
development	O
/	O
biology	O
were	O
extracted	O
from	O
the	O
normalized	O
dataset	O
.	O

For	O
these	O
comparisons	O
,	O
normalized	O
hybridization	O
intensity	O
values	O
for	O
a	O
selected	O
gene	O
for	O
individual	O
ACP	O
samples	O
were	O
presented	O
as	O
fold	O
-	O
difference	O
relative	O
to	O
the	O
average	O
of	O
all	O
other	O
tumor	O
and	O
normal	O
samples	O
.	O

Data	O
analysis	O
using	O
hierarchical	O
clustering	O
,	O
NIH	O
Database	O
for	O
Annotation	O
,	O
Visualization	O
,	O
and	O
Integrated	O
Discovery	O
(	O
DAVID	O
)	O
bioinformatics	O
tools	O
has	O
been	O
previously	O
described	O
.	O

Functional	O
analysis	O
of	O
genes	O
was	O
performed	O
with	O
DAVID	O
using	O
the	O
Gene	O
Ontology	O
,	O
Protein	O
Analysis	O
Through	O
Evolutionary	O
Relationships	O
(	O
PANTHER	O
)	O
Biological	O
Process	O
and	O
KEGG	O
databases	O
.	O

ACP	O
upregulated	O
genes	O
were	O
compared	O
to	O
known	O
targets	O
of	O
FDA	O
approved	O
and	O
other	O
oncology	O
drugs	O
that	O
had	O
reached	O
clinical	O
trial	O
stage	O
,	O
as	O
published	O
in	O
the	O
literature	O
and	O
compiled	O
in	O
Ingenuityâ	O
	O
s	O
KnowledgeBase	O
(	O
Ingenuity	O
Systems	O
,	O
www	O
.	O
ingenuity	O
.	O
com	O
).	O

Oncology	O
drug	O
target	O
gene	O
expression	O
in	O
individual	O
ACP	O
samples	O
(	O
nâ	O
=	O
â	O
	O
15	O
)	O
was	O
compared	O
to	O
all	O
other	O
tumor	O
and	O
normal	O
tissue	O
combined	O
and	O
assigned	O
percentile	O
scores	O
.	O

Drug	O
target	O
genes	O
that	O
were	O
consistently	O
highly	O
expressed	O
(>	O
66th	O
percentile	O
)	O
in	O
all	O
ACP	O
samples	O
were	O
identified	O
,	O
and	O
then	O
ranked	O
according	O
to	O
the	O
highest	O
average	O
percentile	O
expression	O
.	O

Western	O
blot	O
validation	O
of	O
functional	O
isoforms	O
of	O
putative	O
drug	O
targets	O
Protein	O
levels	O
of	O
a	O
selection	O
of	O
putative	O
drug	O
target	O
genes	O
in	O
ACP	O
were	O
examined	O
by	O
Western	O
blot	O
analysis	O
to	O
validate	O
the	O
results	O
of	O
microarray	O
analysis	O
.	O

Snap	O
frozen	O
tumor	O
samples	O
were	O
homogenized	O
in	O
RIPA	O
buffer	O
(	O
Sigma	O
)	O
supplemented	O
with	O
protease	O
and	O
phosphatase	O
inhibitors	O
(	O
Roche	O
).	O

This	O
study	O
utilized	O
6	O
ACP	O
samples	O
and	O
3	O
each	O
of	O
AT	O
/	O
RT	O
,	O
EPN	O
,	O
GBM	O
,	O
MED	O
,	O
PA	O
and	O
normal	O
brain	O
(	O
obtained	O
from	O
autopsy	O
material	O
).	O

Proteins	O
samples	O
(	O
30Â	O
Î¼g	O
)	O
were	O
resolved	O
on	O
a	O
26	O
well	O
Criterion	O
Gel	O
(	O
BioRad	O
)	O
and	O
transferred	O
to	O
Immobilon	O
PVDF	O
membrane	O
(	O
Millipore	O
).	O

Membranes	O
were	O
probed	O
with	O
antibodies	O
to	O
SHH	O
(	O
Millipore	O
#	O
06	O
-	O
1106	O
;	O
1	O
:	O
1000	O
),	O
MMP9	O
(	O
Cell	O
Signaling	O
#	O
3852	O
;	O
1	O
:	O
1000	O
),	O
MMP12	O
(	O
R	O
&	O
D	O
Systems	O
#	O
AF917	O
;	O
1	O
:	O
1000	O
)	O
and	O
Actin	O
(	O
Cell	O
Signaling	O
#	O
12262	O
;	O
1	O
:	O
10	O
,	O
000	O
).	O

Results	O
Identification	O
of	O
potential	O
drug	O
targets	O
and	O
ACP	O
signature	O
genes	O
Caption	O
(	O
TABLE	O
-	O
WRAP	O
):	O
TABLE	O
2	O
Top	O
20	O
therapeutic	O
target	O
genes	O
overexpressed	O
in	O
ACP	O
compared	O
to	O
normal	O
brain	O
tissues	O
and	O
a	O
variety	O
of	O
CNS	O
and	O
peripheral	O
malignancies	O
Symbol	O
Gene	O
name	O
Average	O
percentile	O
#	O
of	O
ACP	O
>	O
66th	O
%-	O
ile	O
Therapeutic	O
agents	O
Fold	O
p	O
-	O
Value	O
MMP12	O
matrix	O
metallopeptidase	O
12	O
99	O
.	O
4	O
15	O
AZD1236	O
820	O
3	O
.	O
03E	O
-	O
49	O
SHH	O
sonic	O
hedgehog	O
homolog	O
98	O
.	O
9	O
15	O
Erismodegib	O
,	O
Vismodegib	O
96	O
.	O
8	O
1	O
.	O
48E	O
-	O
48	O
IL2RB	O
interleukin	O
2	O
receptor	O
,	O
beta	O
96	O
.	O
7	O
15	O
Denileukin	O
diftitox	O
12	O
.	O
4	O
4	O
.	O
87E	O
-	O
23	O
LCK	O
lymphocyte	O
-	O
specific	O
protein	O
tyrosine	O
kinase	O
95	O
.	O
2	O
15	O
Dasatinib	O
,	O
Pazopanib	O
5	O
.	O
50	O
8	O
.	O
24E	O
-	O
16	O
EPHA2	O
EPH	O
receptor	O
A2	O
95	O
.	O
1	O
15	O
Dasatinib	O
,	O
Regorafenib	O
16	O
.	O
6	O
6	O
.	O
8E	O
-	O
16	O
AREG	O
Amphiregulin	O
93	O
.	O
9	O
15	O
Cetuximab	O
20	O
.	O
8	O
4	O
.	O
82E	O
-	O
17	O
PIK3CD	O
phosphoinositide	O
-	O
3	O
-	O
kinase	O
,	O
catalytic	O
,	O
delta	O
93	O
.	O
8	O
15	O
Idelalisib	O
6	O
.	O
79	O
3	O
.	O
55E	O
-	O
10	O
IL6R	O
interleukin	O
6	O
receptor	O
91	O
.	O
9	O
15	O
Siltuximab	O
6	O
.	O
13	O
7	O
.	O
06E	O
-	O
8	O
MMP9	O
matrix	O
metallopeptidase	O
9	O
91	O
.	O
6	O
15	O
AZD1236	O
41	O
.	O
0	O
9	O
.	O
79E	O
-	O
14	O
EPCAM	O
epithelial	O
cell	O
adhesion	O
molecule	O
90	O
.	O
7	O
15	O
Tucotuzumab	O
celmoleukin	O
87	O
.	O
4	O
2	O
.	O
01E	O
-	O
11	O
SRC	O
v	O
-	O
src	O
sarcoma	O
(	O
Schmidt	O
-	O
Ruppin	O
A	O
-	O
2	O
)	O
viral	O
oncogene	O
homolog	O
89	O
.	O
9	O
15	O
Bosutinib	O
,	O
Dasatinib	O
2	O
.	O
47	O
3	O
.	O
71e	O
-	O
7	O
MUC1	O
mucin	O
1	O
89	O
.	O
3	O
15	O
HuHMFG1	O
6	O
.	O
30	O
1	O
.	O
27E	O
-	O
7	O
ERBB3	O
v	O
-	O
erb	O
-	O
b2	O
erythroblastic	O
leukemia	O
viral	O
oncogene	O
homolog	O
3	O
86	O
.	O
7	O
15	O
Lapatinib	O
22	O
.	O
8	O
4	O
.	O
19E	O
-	O
08	O
TNFSF11	O
tumor	O
necrosis	O
factor	O
(	O
ligand	O
)	O
superfamily	O
,	O
member	O
11	O
91	O
.	O
7	O
14	O
Denosumab	O
5	O
.	O
17	O
4	O
.	O
28E	O
-	O
8	O
MAPK14	O
mitogen	O
-	O
activated	O
protein	O
kinase	O
14	O
91	O
.	O
3	O
14	O
Regorafenib	O
2	O
.	O
65	O
2	O
.	O
49E	O
-	O
8	O
