NCBITaxon_2021_10_26_Instance_1	PMC1247630.nxml.gz_15	1987 1991	peas	NCBITaxon_biobert_model_local_PMC1247630.nxml.gz
NCBITaxon_2021_10_26_Instance_39	PMC2396486.nxml.gz_14	2442 2445	rat	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_40	PMC2396486.nxml.gz_15	2506 2510	Rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_41	PMC2396486.nxml.gz_17	2975 2982	animals	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_42	PMC2396486.nxml.gz_18	3100 3104	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_43	PMC2396486.nxml.gz_20	3195 3199	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_44	PMC2396486.nxml.gz_22	3450 3454	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_45	PMC2396486.nxml.gz_23	3575 3578	rat	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_46	PMC2396486.nxml.gz_28	4486 4489	rat	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_47	PMC2396486.nxml.gz_29	4580 4584	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_48	PMC2396486.nxml.gz_33	5230 5234	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_49	PMC2396486.nxml.gz_33	5244 5250	Animal	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_50	PMC2396486.nxml.gz_34	5347 5354	Animals	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_51	PMC2396486.nxml.gz_36	5612 5619	animals	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_52	PMC2396486.nxml.gz_39	5994 5998	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_53	PMC2396486.nxml.gz_40	6220 6226	Animal	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_54	PMC2396486.nxml.gz_42	6434 6441	animals	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_55	PMC2396486.nxml.gz_43	6548 6555	animals	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_56	PMC2396486.nxml.gz_43	6607 6610	rat	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_57	PMC2396486.nxml.gz_85	12992 12998	animal	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_58	PMC2396486.nxml.gz_90	13661 13665	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_59	PMC2396486.nxml.gz_91	13767 13774	animals	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_60	PMC2396486.nxml.gz_91	13955 13963	ratsFold	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_61	PMC2396486.nxml.gz_91	14418 14420	mu	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_62	PMC2396486.nxml.gz_99	17854 17857	rat	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_63	PMC2396486.nxml.gz_105	19121 19125	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_64	PMC2396486.nxml.gz_107	19328 19332	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_65	PMC2396486.nxml.gz_108	19478 19481	rat	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_66	PMC2396486.nxml.gz_125	22583 22590	animals	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_67	PMC2396486.nxml.gz_125	22679 22686	animals	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_68	PMC2396486.nxml.gz_128	23011 23015	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_69	PMC2396486.nxml.gz_128	23071 23075	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_70	PMC2396486.nxml.gz_129	23211 23215	rats	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_71	PMC2396486.nxml.gz_132	23701 23707	animal	NCBITaxon_biobert_model_local_PMC2396486.nxml.gz
NCBITaxon_2021_10_26_Instance_73	PMC2516588.nxml.gz_17	2300 2306	humans	NCBITaxon_biobert_model_local_PMC2516588.nxml.gz
NCBITaxon_2021_10_26_Instance_75	PMC2672462.nxml.gz_59	10733 10739	people	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_76	PMC2672462.nxml.gz_70	13071 13077	person	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_77	PMC2672462.nxml.gz_70	13081 13087	person	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_78	PMC2672462.nxml.gz_78	13951 13956	Human	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_79	PMC2672462.nxml.gz_78	14025 14031	animal	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_80	PMC2672462.nxml.gz_82	15043 15048	human	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_81	PMC2672462.nxml.gz_82	15231 15236	human	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_82	PMC2672462.nxml.gz_126	24828 24832	mice	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_83	PMC2672462.nxml.gz_135	26744 26750	people	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_84	PMC2672462.nxml.gz_162	31398 31404	people	NCBITaxon_biobert_model_local_PMC2672462.nxml.gz
NCBITaxon_2021_10_26_Instance_86	PMC2722408.nxml.gz_8	1251 1257	person	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_87	PMC2722408.nxml.gz_17	2291 2297	person	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_88	PMC2722408.nxml.gz_20	2667 2671	rats	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_89	PMC2722408.nxml.gz_21	2821 2825	rats	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_90	PMC2722408.nxml.gz_22	3004 3008	rats	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_91	PMC2722408.nxml.gz_23	3322 3328	humans	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_92	PMC2722408.nxml.gz_25	3578 3581	rat	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_93	PMC2722408.nxml.gz_27	3878 3885	animals	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_94	PMC2722408.nxml.gz_77	12782 12788	people	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_95	PMC2722408.nxml.gz_126	20936 20942	people	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_96	PMC2722408.nxml.gz_126	21005 21011	people	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_97	PMC2722408.nxml.gz_127	21132 21138	people	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_98	PMC2722408.nxml.gz_128	21258 21264	people	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_99	PMC2722408.nxml.gz_145	23771 23777	person	NCBITaxon_biobert_model_local_PMC2722408.nxml.gz
NCBITaxon_2021_10_26_Instance_101	PMC2722583.nxml.gz_9	1769 1775	animal	NCBITaxon_biobert_model_local_PMC2722583.nxml.gz
NCBITaxon_2021_10_26_Instance_102	PMC2722583.nxml.gz_21	4381 4392	individuals	NCBITaxon_biobert_model_local_PMC2722583.nxml.gz
NCBITaxon_2021_10_26_Instance_103	PMC2722583.nxml.gz_61	9861 9868	Malaria	NCBITaxon_biobert_model_local_PMC2722583.nxml.gz
NCBITaxon_2021_10_26_Instance_104	PMC2722583.nxml.gz_62	10078 10087	helminths	NCBITaxon_biobert_model_local_PMC2722583.nxml.gz
NCBITaxon_2021_10_26_Instance_106	PMC2727050.nxml.gz_0	103 106	Rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_107	PMC2727050.nxml.gz_2	585 589	rats	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_108	PMC2727050.nxml.gz_5	932 935	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_109	PMC2727050.nxml.gz_5	1006 1012	animal	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_110	PMC2727050.nxml.gz_14	2649 2655	humans	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_111	PMC2727050.nxml.gz_21	4227 4235	organism	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_112	PMC2727050.nxml.gz_23	4623 4631	organism	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_113	PMC2727050.nxml.gz_24	4882 4890	organism	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_114	PMC2727050.nxml.gz_25	5028 5031	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_115	PMC2727050.nxml.gz_29	5995 5998	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_116	PMC2727050.nxml.gz_29	6132 6135	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_117	PMC2727050.nxml.gz_31	6415 6418	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_118	PMC2727050.nxml.gz_36	7263 7266	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_119	PMC2727050.nxml.gz_37	7366 7369	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_120	PMC2727050.nxml.gz_49	10383 10390	animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_121	PMC2727050.nxml.gz_50	10456 10463	animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_122	PMC2727050.nxml.gz_53	11157 11164	animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_123	PMC2727050.nxml.gz_60	12127 12134	animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_124	PMC2727050.nxml.gz_66	12819 12826	animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_125	PMC2727050.nxml.gz_68	13141 13148	animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_126	PMC2727050.nxml.gz_78	14656 14663	animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_127	PMC2727050.nxml.gz_80	15072 15075	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_128	PMC2727050.nxml.gz_82	15622 15630	organism	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_129	PMC2727050.nxml.gz_89	17178 17184	rodent	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_130	PMC2727050.nxml.gz_94	18084 18091	rodents	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_131	PMC2727050.nxml.gz_94	18120 18123	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_132	PMC2727050.nxml.gz_116	22214 22218	mice	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_133	PMC2727050.nxml.gz_118	22424 22428	mice	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_134	PMC2727050.nxml.gz_121	22865 22871	rodent	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_135	PMC2727050.nxml.gz_122	22982 22989	Rodents	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_136	PMC2727050.nxml.gz_122	23183 23189	humans	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_137	PMC2727050.nxml.gz_123	23257 23264	rodents	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_138	PMC2727050.nxml.gz_123	23269 23275	humans	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_139	PMC2727050.nxml.gz_123	23455 23462	species	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_140	PMC2727050.nxml.gz_124	23531 23534	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_141	PMC2727050.nxml.gz_128	24369 24375	animal	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_142	PMC2727050.nxml.gz_128	24401 24407	Animal	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_143	PMC2727050.nxml.gz_129	24457 24464	Animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_144	PMC2727050.nxml.gz_130	24590 24596	Wistar	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_145	PMC2727050.nxml.gz_130	24597 24601	rats	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_146	PMC2727050.nxml.gz_130	24643 24646	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_147	PMC2727050.nxml.gz_131	24759 24763	rats	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_148	PMC2727050.nxml.gz_131	24801 24804	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_149	PMC2727050.nxml.gz_132	24842 24846	rats	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_150	PMC2727050.nxml.gz_133	24956 24963	Animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_151	PMC2727050.nxml.gz_136	26185 26188	rat	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_152	PMC2727050.nxml.gz_138	26516 26523	animals	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_153	PMC2727050.nxml.gz_140	27627 27633	animal	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_154	PMC2727050.nxml.gz_142	28171 28177	humans	NCBITaxon_biobert_model_local_PMC2727050.nxml.gz
NCBITaxon_2021_10_26_Instance_156	PMC2874300.nxml.gz_9	1522 1527	human	NCBITaxon_biobert_model_local_PMC2874300.nxml.gz
NCBITaxon_2021_10_26_Instance_158	PMC2885310.nxml.gz_14	2050 2056	animal	NCBITaxon_biobert_model_local_PMC2885310.nxml.gz
NCBITaxon_2021_10_26_Instance_159	PMC2885310.nxml.gz_15	2523 2534	individuals	NCBITaxon_biobert_model_local_PMC2885310.nxml.gz
NCBITaxon_2021_10_26_Instance_160	PMC2885310.nxml.gz_18	3400 3406	humans	NCBITaxon_biobert_model_local_PMC2885310.nxml.gz
NCBITaxon_2021_10_26_Instance_161	PMC2885310.nxml.gz_18	3419 3426	animals	NCBITaxon_biobert_model_local_PMC2885310.nxml.gz
NCBITaxon_2021_10_26_Instance_162	PMC2885310.nxml.gz_114	21206 21217	individuals	NCBITaxon_biobert_model_local_PMC2885310.nxml.gz
NCBITaxon_2021_10_26_Instance_163	PMC2885310.nxml.gz_116	21849 21860	individuals	NCBITaxon_biobert_model_local_PMC2885310.nxml.gz
NCBITaxon_2021_10_26_Instance_164	PMC2885310.nxml.gz_145	27202 27213	individuals	NCBITaxon_biobert_model_local_PMC2885310.nxml.gz
NCBITaxon_2021_10_26_Instance_166	PMC2889879.nxml.gz_1	435 442	species	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_167	PMC2889879.nxml.gz_12	1819 1826	herring	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_168	PMC2889879.nxml.gz_12	1827 1835	mackerel	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_169	PMC2889879.nxml.gz_37	6325 6332	species	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_170	PMC2889879.nxml.gz_63	10493 10501	mackerel	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_171	PMC2889879.nxml.gz_63	10504 10509;10510 10514	white fish	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_172	PMC2889879.nxml.gz_63	10516 10519	cod	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_173	PMC2889879.nxml.gz_63	10521 10527	saithe	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_174	PMC2889879.nxml.gz_63	10532 10536	pike	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_175	PMC2889879.nxml.gz_63	10539 10545	caviar	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_176	PMC2889879.nxml.gz_63	10550 10559	shellfish	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_177	PMC2889879.nxml.gz_63	10567 10573	shrimp	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_178	PMC2889879.nxml.gz_69	11513 11519	humans	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_179	PMC2889879.nxml.gz_72	12003 12007	flax	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_180	PMC2889879.nxml.gz_73	12110 12117	species	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_181	PMC2889879.nxml.gz_112	21104 21107	cod	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_182	PMC2889879.nxml.gz_112	21108 21114	saithe	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_183	PMC2889879.nxml.gz_112	21115 21119	pike	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_184	PMC2889879.nxml.gz_115	21966 21975	shellfish	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_185	PMC2889879.nxml.gz_115	22054 22063	shellfish	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_186	PMC2889879.nxml.gz_117	22542 22548	Salmon	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_187	PMC2889879.nxml.gz_117	22563 22570	herring	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_188	PMC2889879.nxml.gz_117	22571 22579	mackerel	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_189	PMC2889879.nxml.gz_117	23127 23136	Shellfish	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_190	PMC2889879.nxml.gz_118	24497 24506	shellfish	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_191	PMC2889879.nxml.gz_118	24623 24632	shellfish	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_192	PMC2889879.nxml.gz_140	32537 32543	people	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_193	PMC2889879.nxml.gz_146	33549 33555	rodent	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_194	PMC2889879.nxml.gz_147	33860 33867	herring	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_195	PMC2889879.nxml.gz_147	33872 33880	mackerel	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
NCBITaxon_2021_10_26_Instance_196	PMC2889879.nxml.gz_147	33885 33894	shellfish	NCBITaxon_biobert_model_local_PMC2889879.nxml.gz
