TOKEN	TRUE	PREDICTED
to	O	O
33	O	O
unique	O	O
proteins	O	O
,	O	O
which	O	O
were	O	O
significantly	O	O
different	O	O
between	O	O
the	O	O
two	O	O
groups	O	O
.	O	O

Of	O	O
these	O	O
,	O	O
22	O	O
were	O	O
down	O	O
-	O	O
regulated	O	O
and	O	O
13	O	O
up	O	O
-	O	O
regulated	O	O
.	O	O

The	O	O
fold	O	O
changes	O	O
were	O	O
uniformly	O	O
small	O	O
,	O	O
with	O	O
the	O	O
largest	O	O
FC	O	O
being	O	O
−	O	O
1	O	O
.	O	O
67	O	O
.	O	O

Within	O	O
the	O	O
significantly	O	O
different	O	O
spots	O	O
,	O	O
three	O	O
calcium	O	O
binding	O	O
proteins	O	O
(	O	O
calbindin1	O	O
,	O	O
calbindin2	O	O
and	O	O
hippocalcin	O	O
)	O	O
were	O	O
altered	O	O
.	O	O

Other	O	O
proteins	O	O
associated	O	O
with	O	O
DVD	O	O
deficiency	O	O
related	O	O
to	O	O
mitochondrial	O	O
function	O	O
,	O	O
and	O	O
the	O	O
dynamin	O	O
-	O	O
like	O	O
proteins	O	O
.	O	O

Conclusions	O	O
Developmental	O	O
vitamin	O	O
D	O	O
deficiency	O	O
was	O	O
associated	O	O
with	O	O
subtle	O	O
changes	O	O
in	O	O
protein	O	O
expression	O	O
in	O	O
the	O	O
nucleus	O	O
accumbens	O	O
.	O	O

Disruptions	O	O
in	O	O
pathways	O	O
related	O	O
to	O	O
calcium	O	O
-	O	O
binding	O	O
proteins	O	O
and	O	O
mitochondrial	O	O
function	O	O
may	O	O
underlie	O	O
some	O	O
of	O	O
the	O	O
behavioural	O	O
features	O	O
associated	O	O
with	O	O
animal	O	O
models	O	O
of	O	O
developmental	O	O
vitamin	O	O
D	O	O
deficiency	O	O
Introduction	O	O
Based	O	O
on	O	O
clues	O	O
from	O	O
epidemiology	O	O
,	O	O
we	O	O
have	O	O
proposed	O	O
that	O	O
low	O	O
prenatal	O	O
vitamin	O	O
D	O	O
may	O	O
be	O	O
a	O	O
risk	O	O
factor	O	O
for	O	O
later	O	O
development	O	O
of	O	O
schizophrenia	O	O
[	O	O
1	O	O
].	O	O

Many	O	O
studies	O	O
have	O	O
shown	O	O
that	O	O
those	O	O
born	O	O
in	O	O
winter	O	O
and	O	O
spring	O	O
have	O	O
a	O	O
significantly	O	O
increased	O	O
risk	O	O
of	O	O
developing	O	O
schizophrenia	O	O
[	O	O
2	O	O
],	O	O
and	O	O
that	O	O
those	O	O
born	O	O
at	O	O
higher	O	O
latitudes	O	O
are	O	O
also	O	O
at	O	O
increased	O	O
risk	O	O
of	O	O
schizophrenia	O	O
[	O	O
3	O	O
].	O	O

Given	O	O
that	O	O
vitamin	O	O
D	O	O
levels	O	O
in	O	O
the	O	O
population	O	O
fluctuate	O	O
across	O	O
the	O	O
seasons	O	O
and	O	O
decrease	O	O
across	O	O
higher	O	O
latitude	O	O
[	O	O
4	O	O
],	O	O
low	O	O
prenatal	O	O
vitamin	O	O
D	O	O
‘	O	O
fits	O	O
’	O	O
these	O	O
key	O	O
environmental	O	O
features	O	O
and	O	O
is	O	O
therefore	O	O
a	O	O
plausible	O	O
candidate	O	O
risk	O	O
factor	O	O
for	O	O
this	O	O
disease	O	O
.	O	O

In	O	O
order	O	O
to	O	O
explore	O	O
the	O	O
biological	O	O
plausibility	O	O
of	O	O
this	O	O
candidate	O	O
,	O	O
we	O	O
have	O	O
a	O	O
rat	O	O
model	O	O
that	O	O
we	O	O
call	O	O
the	O	O
Developmental	O	O
Vitamin	O	O
D	O	O
(	O	O
DVD	O	O
)	O	O
model	O	O
.	O	O

Rats	O	O
exposed	O	O
to	O	O
low	O	O
prenatal	O	O
vitamin	O	O
D	O	O
have	O	O
a	O	O
broad	O	O
range	O	O
of	O	O
neurobiological	O	O
outcomes	O	O
that	O	O
are	O	O
informative	O	O
for	O	O
schizophrenia	O	O
research	O	O
.	O	O

Briefly	O	O
,	O	O
DVD	O	O
-	O	O
deficient	O	O
neonates	O	O
had	O	O
larger	O	O
lateral	O	O
ventricles	O	O
,	O	O
increased	O	O
cellular	O	O
proliferation	O	O
and	O	O
reduced	O	O
apoptosis	O	O
,	O	O
altered	O	O
neurogenesis	O	O
,	O	O
reduced	O	O
density	O	O
of	O	O
neurotrophin	O	O
receptor	O	O
(	O	O
p75NTR	O	O
),	O	O
and	O	O
reduced	O	O
levels	O	O
of	O	O
nerve	O	O
growth	O	O
factor	O	O
(	O	O
NGF	O	O
)	O	O
and	O	O
glial	O	O
cell	O	O
line	O	O
-	O	O
derived	O	O
growth	O	O
factor	O	O
(	O	O
GDNF	O	O
)	O	O
compared	O	O
to	O	O
controls	O	O
[	O	O
5	O	O
]–[	O	O
7	O	O
].	O	O

As	O	O
adults	O	O
these	O	O
animals	O	O
had	O	O
larger	O	O
lateral	O	O
ventricles	O	O
and	O	O
reduced	O	O
NGF	O	O
expression	O	O
compared	O	O
to	O	O
controls	O	O
[	O	O
8	O	O
].	O	O

Behaviourally	O	O
,	O	O
adult	O	O
DVD	O	O
-	O	O
deficient	O	O
rats	O	O
were	O	O
more	O	O
active	O	O
than	O	O
controls	O	O
(	O	O
i	O	O
.	O	O
e	O	O
.	O	O

showing	O	O
“	O	O
hyperlocomotion	O	O
”)[	O	O
9	O	O
],[	O	O
10	O	O
].	O	O

5	O	O
)	O	O
DVD	O	O
-	O	O
deficient	O	O
rats	O	O
also	O	O
have	O	O
altered	O	O
attentional	O	O
processing	O	O
indicated	O	O
by	O	O
impaired	O	O
latent	O	O
inhibition	O	O
[	O	O
11	O	O
].	O	O

Some	O	O
of	O	O
the	O	O
most	O	O
robust	O	O
and	O	O
consistent	O	O
findings	O	O
in	O	O
the	O	O
DVD	O	O
model	O	O
have	O	O
emerged	O	O
in	O	O
behavioural	O	O
pharmacological	O	O
studies	O	O
.	O	O

For	O	O
example	O	O
,	O	O
we	O	O
have	O	O
shown	O	O
that	O	O
DVD	O	O
-	O	O
deficient	O	O
rats	O	O
have	O	O
enhanced	O	O
locomotion	O	O
in	O	O
response	O	O
to	O	O
the	O	O
psychomimetic	O	O
agents	O	O
such	O	O
as	O	O
NMDA	O	O
antagonist	O	O
MK	O	O
-	O	O
801	O	O
[	O	O
10	O	O
],[	O	O
12	O	O
].	O	O

The	O	O
DVD	O	O
adult	O	O
rat	O	O
is	O	O
also	O	O
more	O	O
sensitive	O	O
to	O	O
haloperidol	O	O
,	O	O
a	O	O
dopamine	O	O
(	O	O
DA	O	O
)	O	O
D2	O	O
receptor	O	O
antagonist	O	O
[	O	O
10	O	O
],	O	O
that	O	O
is	O	O
a	O	O
widely	O	O
used	O	O
antipsychotic	O	O
medication	O	O
used	O	O
to	O	O
treat	O	O
schizophrenia	O	O
.	O	O

Dysfunction	O	O
of	O	O
DA	O	O
signalling	O	O
has	O	O
been	O	O
strongly	O	O
implicated	O	O
in	O	O
the	O	O
pathogenesis	O	O
of	O	O
schizophrenia	O	O
[	O	O
13	O	O
].	O	O

Dopamine	O	O
projections	O	O
involve	O	O
a	O	O
range	O	O
of	O	O
cortical	O	O
and	O	O
subcortical	O	O
regions	O	O
,	O	O
however	O	O
its	O	O
role	O	O
in	O	O
the	O	O
nucleus	O	O
accumbens	O	O
has	O	O
been	O	O
of	O	O
particular	O	O
interest	O	O
with	O	O
respect	O	O
to	O	O
neuropsychiatric	O	O
disorders	O	O
[	O	O
14	O	O
]–[	O	O
16	O	O
].	O	O

In	O	O
the	O	O
nucleus	O	O
accumbens	O	O
,	O	O
dopamine	O	O
influences	O	O
the	O	O
integration	O	O
of	O	O
inputs	O	O
from	O	O
the	O	O
ventral	O	O
hippocampus	O	O
,	O	O
the	O	O
amygdala	O	O
,	O	O
and	O	O
the	O	O
prefrontal	O	O
cortex	O	O
.	O	O

Grace	O	O
and	O	O
colleagues	O	O
have	O	O
suggested	O	O
that	O	O
dopamine	O	O
may	O	O
modulate	O	O
a	O	O
range	O	O
of	O	O
limbic	O	O
and	O	O
cortical	O	O
functions	O	O
relevant	O	O
to	O	O
the	O	O
pathophysiology	O	O
of	O	O
schizophrenia	O	O
via	O	O
the	O	O
nucleus	O	O
accumbens	O	O
[	O	O
17	O	O
].	O	O

Previously	O	O
we	O	O
explored	O	O
the	O	O
genomic	O	O
and	O	O
proteomic	O	O
characteristics	O	O
of	O	O
frontal	O	O
cortex	O	O
and	O	O
the	O	O
hippocampus	O	O
in	O	O
the	O	O
adult	O	O
DVD	O	O
rat	O	O
[	O	O
18	O	O
],[	O	O
19	O	O
].	O	O

In	O	O
particular	O	O
,	O	O
a	O	O
proteomic	O	O
study	O	O
based	O	O
on	O	O
two	O	O
cortical	O	O
regions	O	O
of	O	O
DVD	O	O
-	O	O
deficient	O	O
rats	O	O
(	O	O
frontal	O	O
cortex	O	O
and	O	O
hippocampus	O	O
),	O	O
identified	O	O
36	O	O
dysregulated	O	O
proteins	O	O
.	O	O

These	O	O
proteins	O	O
are	O	O
associated	O	O
with	O	O
several	O	O
biological	O	O
pathways	O	O
including	O	O
oxidative	O	O
phosphorylation	O	O
,	O	O
cytoskeleton	O	O
maintenance	O	O
,	O	O
calcium	O	O
homeostasis	O	O
,	O	O
chaperoning	O	O
,	O	O
synaptic	O	O
plasticity	O	O
and	O	O
neurotransmission	O	O
.	O	O

A	O	O
computational	O	O
analysis	O	O
of	O	O
these	O	O
data	O	O
revealed	O	O
that	O	O
many	O	O
of	O	O
the	O	O
proteins	O	O
dysregulated	O	O
in	O	O
the	O	O
DVD	O	O
model	O	O
have	O	O
also	O	O
been	O	O
shown	O	O
to	O	O
be	O	O
altered	O	O
in	O	O
schizophrenia	O	O
post	O	O
-	O	O
mortem	O	O
brain	O	O
studies	O	O
[	O	O
18	O	O
].	O	O

In	O	O
order	O	O
to	O	O
further	O	O
explore	O	O
the	O	O
impact	O	O
of	O	O
DVD	O	O
on	O	O
brain	O	O
function	O	O
,	O	O
we	O	O
undertook	O	O
a	O	O
proteomic	O	O
study	O	O
of	O	O
the	O	O
nucleus	O	O
accumbens	O	O
.	O	O

Methods	O	O
To	O	O
obtain	O	O
vitamin	O	O
D3depletion	O	O
,	O	O
female	O	O
Sprague	O	O
-	O	O
Dawley	O	O
rats	O	O
(	O	O
Herston	O	O
Animal	O	O
Facility	O	O
,	O	O
Queensland	O	O
,	O	O
Australia	O	O
)	O	O
were	O	O
kept	O	O
on	O	O
a	O	O
vitamin	O	O
D	O	O
deficient	O	O
diet	O	O
(	O	O
Dyets	O	O
Inc	O	O
.,	O	O
PA	O	O
,	O	O
USA	O	O
).	O	O

Animals	O	O
were	O	O
housed	O	O
on	O	O
a	O	O
12	O	O
-	O	O
h	O	O
light	O	O
/	O	O
dark	O	O
cycle	O	O
(	O	O
lights	O	O
on	O	O
at	O	O
06	O	O
:	O	O
00	O	O
h	O	O
)	O	O
using	O	O
incandescent	O	O
lighting	O	O
,	O	O
to	O	O
avoid	O	O
ultraviolet	O	O
radiation	O	O
within	O	O
the	O	O
vitamin	O	O
D3action	O	O
spectrum	O	O
.	O	O

These	O	O
conditions	O	O
were	O	O
maintained	O	O
for	O	O
six	O	O
weeks	O	O
prior	O	O
to	O	O
mating	O	O
and	O	O
throughout	O	O
gestation	O	O
.	O	O

Control	O	O
animals	O	O
were	O	O
kept	O	O
under	O	O
similar	O	O
conditions	O	O
except	O	O
they	O	O
received	O	O
a	O	O
vitamin	O	O
D	O	O
replete	O	O
diet	O	O
(	O	O
Dyets	O	O
,	O	O
PA	O	O
,	O	O
USA	O	O
and	O	O
Specialty	O	O
Foods	O	O
,	O	O
WA	O	O
,	O	O
Australia	O	O
)	O	O
and	O	O
were	O	O
housed	O	O
under	O	O
standard	O	O
lighting	O	O
conditions	O	O
.	O	O

Dams	O	O
(	O	O
and	O	O
corresponding	O	O
litters	O	O
)	O	O
were	O	O
placed	O	O
under	O	O
control	O	O
conditions	O	O
for	O	O
the	O	O
remainder	O	O
of	O	O
the	O	O
experiment	O	O
.	O	O

The	O	O
male	O	O
pups	O	O
were	O	O
weaned	O	O
on	O	O
postnatal	O	O
day	O	O
21	O	O
and	O	O
housed	O	O
in	O	O
groups	O	O
of	O	O
3	O	O
–	O	O
6	O	O
.	O	O

Female	O	O
rats	O	O
were	O	O
not	O	O
used	O	O
in	O	O
these	O	O
experiments	O	O
,	O	O
because	O	O
the	O	O
estrous	O	O
cycle	O	O
can	O	O
introduce	O	O
variability	B	B
in	O	O
protein	O	O
expression	O	O
in	O	O
the	O	O
region	O	O
of	O	O
interest	O	O
[	O	O
20	O	O
],[	O	O
21	O	O
].	O	O

All	O	O
procedures	O	O
were	O	O
performed	O	O
with	O	O
approval	O	O
from	O	O
the	O	O
Queensland	O	O
University	O	O
Animal	O	O
Ethics	O	O
Committee	O	O
,	O	O
under	O	O
the	O	O
guidelines	O	O
of	O	O
the	O	O
National	O	O
Health	O	O
and	O	O
Medical	O	O
Research	O	O
Council	O	O
of	O	O
Australia	O	O
.	O	O

Sample	O	O
Preparation	O	O
Tissue	O	O
was	O	O
sampled	O	O
from	O	O
8	O	O
control	O	O
and	O	O
8	O	O
DVD	O	O
deficient	O	O
male	O	O
adult	O	O
offspring	O	O
.	O	O

These	O	O
animals	O	O
were	O	O
from	O	O
four	O	O
separate	O	O
litters	O	O
per	O	O
experimental	O	O
group	O	O
.	O	O

The	O	O
nucleus	O	O
accumbens	O	O
(	O	O
NAc	O	O
)	O	O
were	O	O
sampled	O	O
from	O	O
all	O	O
animals	O	O
according	O	O
to	O	O
boundaries	O	O
determined	O	O
from	O	O
a	O	O
standard	O	O
rat	O	O
brain	O	O
atlas	O	O
[	O	O
22	O	O
].	O	O

Sample	O	O
preparation	O	O
and	O	O
two	O	O
dimensional	O	O
gel	O	O
electrophoresis	O	O
(	O	O
2DE	O	O
)	O	O
methodology	O	O
was	O	O
performed	O	O
according	O	O
to	O	O
Alexander	O	O
-	O	O
Kaufman	O	O
et	O	O
al	O	O
[	O	O
23	O	O
].	O	O

Briefly	O	O
,	O	O
0	O	O
.	O	O
04	O	O
g	O	O
–	O	O
0	O	O
.	O	O
07	O	O
g	O	O
of	O	O
crude	O	O
fresh	O	O
frozen	O	O
NAc	O	O
tissue	O	O
was	O	O
placed	O	O
in	O	O
Buffer	O	O
1	O	O
(	O	O
7M	O	O
Urea	O	O
,	O	O
2M	O	O
Thiourea	O	O
,	O	O
1	O	O
%	O	O
C7bZO	O	O
,	O	O
40	O	O
mM	O	O
Tris	O	O
).	O	O

Sample	O	O
suspensions	O	O
were	O	O
sonicated	O	O
3	O	O
×	O	O
10	O	O
sec	O	O
at	O	O
40	O	O
%	O	O
intensity	O	O
and	O	O
centrifuged	O	O
at	O	O
14	O	O
,	O	O
000	O	O
×	O	O
g	O	O
for	O	O
20	O	O
min	O	O
at	O	O
15	O	O
°	O	O
C	O	O
.	O	O

The	O	O
supernatant	O	O
was	O	O
reduced	O	O
and	O	O
alkylated	O	O
in	O	O
5	O	O
mM	O	O
tributylphosphine	O	O
(	O	O
TBP	O	O
)	O	O
and	O	O
1M	O	O
acrylamide	O	O
monomer	O	O
at	O	O
room	O	O
temperature	O	O
for	O	O
2	O	O
hr	O	O
.	O	O

The	O	O
reaction	O	O
was	O	O
quenched	O	O
by	O	O
adding	O	O
10	O	O
mM	O	O
DTT	O	O
followed	O	O
by	O	O
20	O	O
mg	O	O
citric	O	O
acid	O	O
to	O	O
adjust	O	O
pH	O	O
to	O	O
approximately	O	O
pH	O	O
6	O	O
.	O	O
0	O	O
.	O	O

Samples	O	O
were	O	O
precipitated	O	O
using	O	O
5	O	O
volumes	O	O
of	O	O
room	O	O
temperature	O	O
acetone	O	O
for	O	O
10	O	O
min	O	O
and	O	O
centrifuged	O	O
at	O	O
3	O	O
,	O	O
500	O	O
×	O	O
g	O	O
for	O	O
15	O	O
min	O	O
at	O	O
15	O	O
°	O	O
C	O	O
.	O	O

The	O	O
pellet	O	O
was	O	O
air	O	O
dried	O	O
for	O	O
5	O	O
min	O	O
and	O	O
resuspended	O	O
in	O	O
Buffer	O	O
2	O	O
(	O	O
7M	O	O
urea	O	O
,	O	O
2M	O	O
thiourea	O	O
,	O	O
1	O	O
%	O	O
C7bZO	O	O
).	O	O

Two	O	O
Dimensional	O	O
Gel	O	O
Electrophoresis	O	O
Protein	O	O
concentration	O	O
was	O	O
determined	O	O
by	O	O
the	O	O
Bradford	O	O
method	O	O
[	O	O
24	O	O
].	O	O

The	O	O
8	O	O
DVD	O	O
deficient	O	O
and	O	O
8	O	O
control	O	O
sample	O	O
tissues	O	O
were	O	O
used	O	O
to	O	O
perform	O	O
duplicate	O	O
2DE	O	O
analyses	O	O
,	O	O
providing	O	O
a	O	O
total	O	O
of	O	O
16	O	O
gels	O	O
for	O	O
each	O	O
group	O	O
.	O	O

Pre	O	O
-	O	O
cast	O	O
immobilised	O	O
pH	O	O
gradient	O	O
strips	O	O
(	O	O
IPG	O	O
,	O	O
11	O	O
cm	O	O
,	O	O
pH	O	O
3	O	O
–	O	O
10	O	O
,	O	O
Proteome	O	O
Systems	O	O
,	O	O
North	O	O
Ryde	O	O
,	O	O
Australia	O	O
)	O	O
were	O	O
passively	O	O
rehydrated	O	O
in	O	O
200	O	O
µg	O	O
sample	O	O
protein	O	O
extract	O	O
for	O	O
6	O	O
hr	O	O
at	O	O
room	O	O
temperature	O	O
.	O	O

In	O	O
the	O	O
first	O	O
dimension	O	O
,	O	O
rehydrated	O	O
strips	O	O
were	O	O
focused	O	O
using	O	O
an	O	O
ElectrophoretIQ3	O	O
isoelectric	O	O
focusing	O	O
system	O	O
(	O	O
Proteome	O	O
Systems	O	O
)	O	O
for	O	O
a	O	O
total	O	O
of	O	O
120	O	O
kVh	O	O
.	O	O

IPG	O	O
strips	O	O
were	O	O
reduced	O	O
,	O	O
alkylated	O	O
and	O	O
detergent	O	O
exchanged	O	O
using	O	O
SDS	O	O
equilibration	O	O
buffer	O	O
(	O	O
Proteome	O	O
Systems	O	O
,	O	O
20	O	O
min	O	O
)	O	O
and	O	O
loaded	O	O
onto	O	O
pre	O	O
-	O	O
cast	O	O
SDS	O	O
-	O	O
PAGE	O	O
gels	O	O
(	O	O
GelChip	O	O
™	O	O
2D	O	O
,	O	O
6	O	O
–	O	O
15	O	O
%,	O	O
10	O	O
×	O	O
15	O	O
cm	O	O
;	O	O
Proteome	O	O
Systems	O	O
)	O	O
for	O	O
second	O	O
dimension	O	O
molecular	O	O
mass	O	O
separation	O	O
using	O	O
the	O	O
ElectrophoreticIQ3	O	O
system	O	O
(	O	O
50mA	O	O
/	O	O
gel	O	O
,	O	O
15	O	O
°	O	O
C	O	O
for	O	O
90	O	O
min	O	O
).	O	O

Image	O	O
acquisition	O	O
and	O	O
analysis	O	O
Gels	O	O
were	O	O
fixed	O	O
in	O	O
solution	O	O
containing	O	O
25	O	O
%	O	O
(	O	O
v	O	O
/	O	O
v	O	O
)	O	O
methanol	O	O
and	O	O
10	O	O
%	O	O
(	O	O
v	O	O
/	O	O
v	O	O
)	O	O
acetic	O	O
acid	O	O
for	O	O
1	O	O
hr	O	O
and	O	O
stained	O	O
using	O	O
colloidal	O	O
Coomassie	O	O
Blue	O	O
for	O	O
spot	O	O
visualization	O	O
.	O	O

Gels	O	O
were	O	O
scanned	O	O
using	O	O
a	O	O
transmissive	O	O
,	O	O
flatbed	O	O
scanner	O	O
(	O	O
UMAX	O	O
)	O	O
and	O	O
analyzed	O	O
using	O	O
Phoretix	O	O
2D	O	O
Expression	O	O
software	O	O
(	O	O
Nonlinear	O	O
Dynamics	O	O
,	O	O
Newcastle	O	O
-	O	O
upon	O	O
-	O	O
Tyne	O	O
,	O	O
UK	O	O
).	O	O

Following	O	O
background	O	O
subtraction	O	O
and	O	O
volume	O	O
normalization	O	O
of	O	O
all	O	O
gels	O	O
,	O	O
average	O	O
gels	O	O
were	O	O
created	O	O
for	O	O
each	O	O
group	O	O
to	O	O
assist	O	O
comparison	O	O
and	O	O
reduce	O	O
within	O	O
group	O	O
variations	O	O
.	O	O

Averaging	O	O
parameters	O	O
were	O	O
set	O	O
at	O	O
70	O	O
%,	O	O
therefore	O	O
for	O	O
a	O	O
protein	O	O
spot	O	O
to	O	O
appear	O	O
in	O	O
the	O	O
averaged	O	O
gel	O	O
it	O	O
must	O	O
be	O	O
present	O	O
in	O	O
70	O	O
%	O	O
of	O	O
all	O	O
gels	O	O
within	O	O
a	O	O
group	O	O
.	O	O

One	O	O
-	O	O
way	O	O
Analysis	O	O
of	O	O
Variance	O	O
(	O	O
ANOVA	O	O
)	O	O
statistical	O	O
tests	O	O
were	O	O
used	O	O
to	O	O
reveal	O	O
statistically	O	O
significant	O	O
protein	O	O
expression	O	O
differences	O	O
between	O	O
the	O	O
two	O	O
groups	O	O
(	O	O
p	O	O
<	O	O
0	O	O
.	O	O
05	O	O
).	O	O

Protein	O	O
spots	O	O
that	O	O
were	O	O
significantly	O	O
altered	O	O
were	O	O
excised	O	O
for	O	O
identification	O	O
by	O	O
mass	O	O
spectrometry	O	O
.	O	O

Mass	O	O
Spectrometry	O	O
Excised	O	O
spots	O	O
were	O	O
washed	O	O
in	O	O
50	O	O
mM	O	O
ammonium	O	O
bicarbonate	O	O
/	O	O
acetonitrile	O	O
(	O	O
60	O	O
∶	O	O
40	O	O
solution	O	O
)	O	O
for	O	O
1	O	O
hr	O	O
at	O	O
room	O	O
temperature	O	O
.	O	O

Spots	O	O
were	O	O
dried	O	O
in	O	O
a	O	O
Vacuum	O	O
Concentrator	O	O
(	O	O
Eppendorf	O	O
,	O	O
Hamburg	O	O
Germany	O	O
)	O	O
for	O	O
25	O	O
min	O	O
and	O	O
rehydrated	O	O
at	O	O
4	O	O
°	O	O
C	O	O
in	O	O
tryptic	O	O
digest	O	O
solution	O	O
(	O	O
10	O	O
ng	O	O
/	O	O
µl	O	O
porcine	O	O
sequencing	O	O
grade	O	O
trypsin	O	O
(	O	O
Promega	O	O
)	O	O
in	O	O
50	O	O
mM	O	O
NH4HCO3	O	O
)	O	O
for	O	O
1	O	O
h	O	O
.	O	O
Remaining	O	O
tryptic	O	O
digest	O	O
solution	O	O
was	O	O
removed	O	O
and	O	O
gel	O	O
pieces	O	O
suspended	O	O
overnight	O	O
at	O	O
37	O	O
°	O	O
C	O	O
in	O	O
50	O	O
mM	O	O
NH4HCO3	O	O
.	O	O

For	O	O
protein	O	O
identification	O	O
,	O	O
approximately	O	O
0	O	O
.	O	O
8	O	O
µl	O	O
of	O	O
the	O	O
peptide	O	O
mixture	O	O
was	O	O
spotted	O	O
onto	O	O
a	O	O
target	O	O
plate	O	O
and	O	O
covered	O	O
with	O	O
the	O	O
same	O	O
volume	O	O
of	O	O
matrix	O	O
solution	O	O
(	O	O
α	O	O
-	O	O
cyano	O	O
-	O	O
4	O	O
-	O	O
hydroxy	O	O
cinnamic	O	O
acid	O	O
(	O	O
Sigma	O	O
),	O	O
8	O	O
mg	O	O
/	O	O
ml	O	O
in	O	O
70	O	O
%	O	O
(	O	O
v	O	O
/	O	O
v	O	O
)	O	O
acetonitrile	O	O
/	O	O
1	O	O
%	O	O
(	O	O
v	O	O
/	O	O
v	O	O
)	O	O
formic	O	O
acid	O	O
)	O	O
and	O	O
allowed	O	O
to	O	O
air	O	O
dry	O	O
.	O	O

In	O	O
several	O	O
cases	O	O
,	O	O
peptides	O	O
were	O	O
concentrated	O	O
and	O	O
desalted	O	O
using	O	O
C18Perfect	O	O
Pure	O	O
Tips	O	O
(	O	O
Eppendorf	O	O
).	O	O

Tips	O	O
were	O	O
activated	O	O
with	O	O
acetonitrile	O	O
and	O	O
washed	O	O
with	O	O
5	O	O
×	O	O
10	O	O
µl	O	O
of	O	O
1	O	O
%	O	O
(	O	O
v	O	O
/	O	O
v	O	O
)	O	O
formic	O	O
acid	O	O
.	O	O

The	O	O
peptide	O	O
mixture	O	O
was	O	O
then	O	O
bound	O	O
and	O	O
aspirated	O	O
5	O	O
times	O	O
through	O	O
the	O	O
column	O	O
and	O	O
bound	O	O
peptides	O	O
washed	O	O
with	O	O
5	O	O
×	O	O
10	O	O
µl	O	O
of	O	O
1	O	O
%	O	O
formic	O	O
acid	O	O
.	O	O

Peptides	O	O
were	O	O
eluted	O	O
in	O	O
0	O	O
.	O	O
8	O	O
µl	O	O
of	O	O
matrix	O	O
solution	O	O
directly	O	O
onto	O	O
a	O	O
MALDI	O	O
-	O	O
TOF	O	O
target	O	O
plate	O	O
.	O	O

Peptide	O	O
mass	O	O
maps	O	O
of	O	O
tryptic	O	O
peptides	O	O
were	O	O
generated	O	O
by	O	O
matrix	O	O
assisted	O	O
laser	O	O
desorption	O	O
/	O	O
ionisation	O	O
time	O	O
-	O	O
of	O	O
-	O	O
flight	O	O
mass	O	O
spectrometry	O	O
(	O	O
MALDI	O	O
-	O	O
TOF	O	O
MS	O	O
)	O	O
using	O	O
an	O	O
Applied	O	O
Biosystems	O	O
Q	O	O
-	O	O
STAR	O	O
Pulsar	O	O
with	O	O
MALDI	O	O
source	O	O
(	O	O
APAF	O	O
,	O	O
University	O	O
of	O	O
Sydney	O	O
).	O	O

Mass	O	O
calibration	O	O
was	O	O
performed	O	O
using	O	O
trypsin	O	O
autolysis	O	O
peaks	O	O
,	O	O
2211	O	O
.	O	O
11	O	O
