span,IGNORANCE TYPE
The biochemistry of our patients with IIH raises variations in Vitamin D metabolism or calcium set-point as potential associated factors.,0
Nutrition for the primary care provider\nThis book focuses on the various nutritional aspects of the current needs of the society at large and for the health practitioners.,0
"It would have been worthwhile to include some more topics such as management of severely acute malnutrition, examples of high, low and moderate glycaemic index foods, how to read food labels (with examples), etc and also additional references for further reading would have been beneficial as the chapters are a quick guide to appraise the topic.",0
Visfatin as a predictor for growth of fetus and infant\n\nAbstract\n\nObjective:\nVisfatin is an adipocytokine that functions as an enzyme and a growth factor to investigate the relationship between serum visfatin and the fetus’s anthropometric markers up to a year after birth.,0
"In group A, there was a strong positive relationship between birth head circumference and the first (p1=0.054, r1=0.580) and second trimester visfatin levels (p2=0.051, r2=0.530).",0
"In group B, second trimester visfatin levels correlated negatively with birth length (p=0.015, r=-0.523) and infant’s head circumference (p2=0.050, r2=-0.392).",0
"In a separate study on group B, visfatin levels in the first and second trimesters showed a significant negative correlation with infant’s weight.",0
"A significant correlation was observed between the first and second trimesters visfatin level with infant’s height in both groups, such that this relationship was positive in group A and negative in group B.",0
Linear regression analysis revealed that first and second trimester visfatin levels were significant independent predictors of infant’s weight in group B and infant’s height in both groups.,0
Second trimester visfatin level was a significant predictor of birth height in group B.,0
"Conclusion:\nMaternal serum visfatin level shows a relationship with fetal and infant anthropometric indicators, with different effects in the two groups, suggesting visfatin dysfunction in the overweight group before pregnancy.",0
"PRECIS: We measured the serum visfatin level in pregnancy, and assess its relationship with the children’s anthropometric markers, to determine if it can be used as biomarker.",0
"Introduction\nBy releasing adipokines, adipose tissue has a major role in fertility, and physical and sexual maturation(1).",0
"Visfatin, a new 52KDa adipokine(2), was renamed to nicotinamide phosphoribosyl transferase (Nampt) in 2002 after it was shown that it encodes an enzyme called Nampt, which is involved in the conversion of nicotinamide into nicotinamide adenine dinucleotide (NAD)(3).",0
"Yet, visfatin’s regulatory and release mechanisms in the fetus and neonate are still unclear(5).",0
"It is probably regulated by glucose and insulin(6), and increases with gradual degradation of B-cell and progress of insulin-resistance and maternal weight(7).",0
Many studies have shown that increased visfatin levels in maternal plasma are associated with small-for-gestantional-age births(8)and intrauterine growth restriction(9).,0
"Strong relationships have recently been reported between serum visfatin levels in the first trimester of pregnancy and insulin secretion in the fetus and final birth weight, which shows the role of visfatin secretion in early pregnancy in the later metabolic modeling of the fetus(11).",0
These results suggest that visfatin may play an important role in maternal-fetal metabolic interaction.,0
"However, due to the lack of sufficient information about the physiologic role of visfatin in adults, its source and regulation mechanism in fetal and neonatal stages cannot be argued absolutely.",0
"To investigate the role of visfatin in the growth of the fetus and up to a year after birth, we measured serum visfatin levels during 6-12 and 15-20 weeks of gestation in an Iranian population.",0
"The relationship between visfatin level and neonatal anthropometric indicators at birth\nIn group A, a strong positive relationship was observed between birth head circumference and the first (p1=0.05, r1=0.580) and second trimester visfatin levels (p2=0.051, r2=0.530).",0
"Spearman Rank correlation test showed a negative significant relationship between second trimester visfatin level and birth height (p=0.015, r=-0.523) in group B (Table 2).",0
Linear regression analysis revealed that the second trimester visfatin level was a significant predictor of birth height in group B (Table 3).,0
"Significant correlations were observed in both groups between first trimester visfatin (pa=0.002, ra=0.713, pb=0.005, rb=-0.540, in A and B group, respectively) and second trimester visfatin (pa=0.009, ra=0.628 and pb=0.008, rb=-0.518, in groups A and B, respectively) with infant’s height.",0
This correlation was positive in group A and negative in group B.,0
"According to the Lambda test, this correlation was significantly greater in group A than in group B (p<0.05).",0
"A negative and significant correlation was separately found between infant’s weight and the first (p1=0.024, r1=-0.450) and second trimester visfatin levels (p2=0.005, r2=-0.540) in group B.",0
"Generally, the relationship between visfatin and the infants’s growth indicators was positive in group A and negative in group B.",0
"A strong negative correlation was separately found between the second trimester visfatin level and infant’s head circumference (p2=0.05, r2=-0.392) in group B (Table 2).",0
Linear regression analysis revealed that first and second trimester visfatin levels were significant predictors of infant’s weight in group B and infant’s height in both groups (Table 3).,0
Discussion\nNo study has yet been conducted to assess the relationship between maternal serum visfatin and neonatal anthropometric indicators by categorizing mothers based on BMI.,0
The visfatin regulation mechanism in human fetal blood circulation is unknown(12).,0
"However, recent studies have proposed the presence of a relationship between maternal serum visfatin level and fetal growth.",0
"A strong relationship was found between maternal serum visfatin and neonatal anthropometric indicators in groups A and B, with a possible mechanism of maternal visfatin entering the fetal blood circulation through the placenta as a result of endocrine changes.",0
"Moreover, umbilical cord serum visfatin concentrations were found to have a positive relationship with insulin levels(13).",0
Mazaki-Tovi analyzed the relationship of increased maternal serum visfatin with gestational diabetes mellitus infection and the birth of LGA infants.,0
One of the reasons for a visfatin effect on fetal development is its effect on sirtuins (SIRT).,0
"SIRTs are a class of\xa0proteins\xa0that have a role in cellular processes associated with body metabolism such as cell differentiation, aging,\xa0transcription,\xa0apoptosis,\xa0inflammation,\xa0and stress resistance, as well as energy efficiency and alertness during\xa0low-calorie situations.",0
"SIRT 1 (SIRT1) affects chromatin modulation, and therefore suppresses transcription and interacts with transcription factors, and is capable of positive or negative regulation of gene expression(15).",0
"Through involvement in NAD+synthesis needed for SIRT activity, visfatin has a major role in the regulation of SIRT1-dependent transcription, and this leads to the metabolism of energy and differentiation of stem cells.",0
"This means that Nampt promotes osteocyte differentiation through a pathway mediated by SIRT1(16,17).",0
High levels of SIRT1 expression in the human brain have been revealed(18).,0
"SIRTs have an important role in the process of synapse promotion and modulation of their strength, which is important for memory formation.",0
"During neuronal development, SIRT1 has a important role in promoting xonal elongation, neurite outgrowth, and dendritic branching via several targets and mechanisms(19).",0
The NAD+dependent deacetylase SIRT1 is implicated in energy balance regulation by its effect on pro-opiomelanocortin and agouti-related peptide (AgRP) neurons in the arcuate nucleus of the hypothalamusthis(20).,0
Obesity is correlated with low NAD+/SIRT pathway expression in adipose tissue of BMI-discordant monozygotic twins(22).,0
"The selective knock-out of SIRT1 in hypothalamic AgRP neurons diminished response to hunger-inducing hormone ghrelin, reduced food intake, consequently causing decreased lean mass and body weight(23).",0
"The persistence of the relationship between postpartum maternal serum visfatin levels and anthropometric indicators can be attributed to excretion of visfatin in mother’s milk, which was confirmed by Bienertová-Vašků et al.(25).",0
"Based on maternal colostrum visfatin levels, the aurors were able to predict neonatal weight loss in the first three days of birth(25,26).",0
"Visfatin by effect on the production of SIRT1, consequently, interference in the development of the brain and energy balance regulation may be associated with head circumferences and weights of fetus and child.",0
"According to these results, visfatin can have a major role in regulating neonatal obesity after birth.",0
The above studies confirm the present study results.,0
"Generally, these results show that visfatin has a major role in maternal-fetal metabolic interaction.",0
"Our results further show different metabolic regulations in groups A and B, which may be due to differences in expression of SIRT1, glucose transfer or insulin resistance as a result of resistance to glucose entry to fetal tissues for unknown reasons, which require further studies.",0
It is likely that visfatin can be used in the future as a biomarker predicting fetal and neonatal growth.,0
Study Limitations\nThis study provides useful data of the relationship between serum visfatin and the children’s anthropometric markers up to a year after birth.,0
"However, the present study has some limitations.",0
"First, we know that it would be better to evaluate levels of cord plasma and breast milk concentrations of visfatin and assess their correlation with the children’s anthropometric in order to support our results.",0
"However, we could not do it, which is a limitation of our study.",0
We suggest the long-term fallow up of mothers and infants with more abundant sample.,0
"Conclusion\nAfter a careful review of previous studies on visfatin and pregnancy, we can claim the present study is the first in Iran to have specifically addressed the relationship between maternal visfatin levels and infant’s anthropometric indicators up to a year after birth.",0
Our study can be the basis for further and more precise studies.,0
"According to the present study results, mean serum visfatin levels were higher in the second trimester compared with the first.",0
"In the present study, the relationship between prenatal visfatin level and infant’s anthropometric indicators in the two years following childbirth was assessed.",0
"Serum visfatin level appears to be related to the fetus and infant’s anthropometric indicators (infant’s weight, height and birth height.",0
First and second trimester visfatin levels were significant independent predictors of infant’s weight in group B and infant’s height in both groups.,0
"The second trimester visfatin level was a significant predictor of birth height in group B. Visfatin has extensive effects on pregnancy physiology and pathology, maternal and especially neonatal outcomes, and its effect is different in normal weight and overweight women.",0
"Hence, pre-pregnancy BMI appears to be a determining factor in creating the difference and the amount of maternal plasma visfatin during pregnancy, which can predict maternal serum visfatin and neonatal and maternal outcomes.",0
It is recommended that future studies be conducted with larger sample sizes and longer follow-up periods.,0
Results from an international case-control study of childhood brain tumors: the role of prenatal vitamin supplementation.,0
"Although risk estimates varied by study center, combined results suggest that maternal supplementation for two trimesters may decrease risk of brain tumor (odds ratio [OR] 0.7, 95% confidence interval [CI] 0.5-0.9), with a trend of less risk with longer duration of use (p trend = 0.0007).",0
"These findings are largely driven by data from the United States, where most mothers took vitamins.",0
"Mothers also took individual micronutrient supplements (e.g., vitamin C tablets), but most mothers who took these also took multivitamins, making it impossible to determine potential independent effects of these micronutrients.",0
Reproductive Toxicity: Too Much of a Good Thing?,0
"Pregnant women are famously exhorted to faithfully take their daily prenatal vitamins, which often contain iron and other minerals.",0
But new research suggests that a weekly iron supplement coinciding with the renewal of the small intestine’s mucosal lining cells (where nutrient absorption occurs) works better than a daily supplement and prevents problems resulting from too much iron at the wrong times.,0
"None of the women were anemic at that point, but 66% had low levels of ferritin (the principal form of stored iron), suggesting low iron nutritional status.",0
"Ironically, both early gestational iron-deficiency anemia and hemoconcentration later in pregnancy increase the risk of premature birth and low birth weight.",0
"Thus, the researchers suggest that excess iron supplementation can cause the same problems it is supposed to correct.",0
"Animal studies suggest that excess iron can also trigger formation of free radicals in the intestinal mucosa and other tissues, and that both iron deficiency and iron overload can damage nuclear DNA and mitochondrial DNA.",0
This kind of damage has been implicated in cancer induction.,0
"The intestinal mucosa is renewed every 5 to 6 days and will absorb as much iron as necessary to maintain iron balance; however, mature cells will stop absorbing iron entirely if they are flooded with it, even if there is an iron deficit.",0
"A more subtly calibrated iron supplementation during pregnancy may be as effective as current public health recommendations, and perhaps safer.",0
The Beat\n\nSavory Relief for Arsenic Poisoning?,0
"In the February 2008 issue of Food and Chemical Toxicology , researchers from India report that aqueous garlic extract (AGE) fed to at-risk individuals may reduce the toxic effects of arsenic.",0
"The researchers believe the antioxidant properties of garlic, along with the chelating efficacy exhibited, led to the success of the treatment.",0
In Utero Cigarette Smoke Exposure and Age at Menopause\nIt is well documented that women who smoke cigarettes begin menopause earlier than nonsmokers.,0
"Moreover, previously noted associations between current smoking and age at menopause were not observed among these women.",0
"These birds, which lived in northeastern Siberia, northern Alaska, and northern Greenland, are believed to have had no contact with humans.",0
"The researchers proposed three possible explanations for their findings: the birds could have been exposed to the bacteria through contact with other species of birds migrating from other regions, or resistance could have developed either through spontaneous mutations or through horizontal gene transfer from other microbes.",0
"This rule, the first of its kind in the world, will apply mainly to personal care products but also could apply to other categories such as food and textiles.",0
The group cites insufficient evidence on the impact of nanomaterials on the environment and human health.,0
"China Begins National Survey of Pollution Sources\nAlthough China has set goals to cut emissions of major pollutants, emissions of sulfur dioxide and some indicators of poor water quality increased in 2006.",0
Experts have decried the lack of trustworthy statistics on the sources and extent of pollution and the number of remediation facilities.,0
Ancient Chinese Cancer Secret?,0
"In the clinical trials, compounds from the venom have proven beneficial and caused no apparent side effects in patients with advanced liver, pancreatic, or lung cancer.",0
"Cardiac glycosides in the venom are thought to inhibit proteins that promote cancer cell growth, thereby causing cancer cell death.",0
"Although potentially toxic at high doses, these glycosides are used to treat congestive heart failure.",0
"Currently, the venom-based treatment is administered by injection, but the Texas researchers hope to develop a pill form.",0
Respond\nIn response to Prasad’s constructive comments on our quantitative meta-analysis of the estrogen hypothesis and testicular dysgenesis syndrome (Martin et al.,0
"2008), we offer the following observations regarding the scope of our study and limitations of the methodology applied.",0
"It cannot, however, correct for potential bias and confounding of the studies included; we addressed this issue in our review (Martin et al.",0
"In previous work and a scoping study, we found that most of the research carried out in relation to impaired spermatogenesis had investigated time trends rather than association with specific risk factors (Martin et al.",0
"Further, our analysis was limited to prenatal exposure to estrogenic agents.",0
A number of studies have found associations between sperm motility or sperm DNA damage with levels of estrogenic chemicals measured either in urine or serum (Duty et al.,0
It would not be possible however to relate such levels to prenatal exposure.,0
This also illustrates the difficulty of selecting a suitable marker of impaired spermatotogenesis.,0
Our study was implicitly limited to congenital cryptorchidism because the literature search did not yield any case–control or cohort studies that addressed the question of prenatal exposure to estrogenic compounds and acquired cryptorchidism in humans.,0
"We concluded that the significant association between prenatal diethylstilbestrol exposure and all three end points considered conferred weight to the hypothesis of a common etiology for these disorders, and therefore to the existence of a testicular dysgenesis syndrome (Martin et al.",0
"Separate analyses were carried out for the three end points but the methodology applied did not allow us to explore the specific nature of causal relationships between congenital cryptorchidism, hypospadias, and testicular cancer.",0
"As gestational diabetes is associated with adverse pregnancy outcomes, and has long-term implications for both mother and child, it is important that it is recognized and appropriately managed.",0
"This review will examine the pharmacological options for the management of gestational diabetes, as well as the evidence for blood glucose monitoring, dietary and exercise therapy.",0
"The medical management of gestational diabetes is still evolving, and recent randomized controlled trials have added considerably to our knowledge in this area.",0
"As insulin therapy is effective and safe, it is considered the gold standard of pharmacotherapy for gestational diabetes, against which other treatments have been compared.",0
"The current experience is that the short acting insulin analogs lispro and aspart are safe, but there are only limited data to support the use of long acting insulin analogs.",0
There are randomized controlled trials which have demonstrated efficacy of the oral agents glyburide and metformin.,0
"Whilst short-term data have not demonstrated adverse effects of glyburide and metformin on the fetus, and they are increasingly being used in pregnancy, there remain long-term concerns regarding their potential for harm.",0
"Background\nGestational diabetes (GDM) is defined as “carbohydrate intolerance with onset or first recognition during pregnancy”.1Large studies have found that GDM occurs in 2.2%–8.8% of pregnancies, depending on the ethnic mix of the population and the criteria used for diagnosis.2In some specific populations however, the incidence can be considerably higher.",0
"Essentially, women at risk of type 2 diabetes are at risk of GDM.",0
"The key factor which results in the development of gestational diabetes appears to be a failure to compensate with increased insulin secretion.3As the increase in insulin resistance is greatest in the third trimester, GDM usually develops going into this period.",0
"Therefore, screening for GDM usually occurs around 24–28 weeks into the pregnancy.",0
"The diagnosis is made with an oral glucose tolerance test, though the criteria vary around the world (Table 1).",0
"Risk factors for the development of GDM include obesity, older age, family history, previous history of GDM or poor obstetric outcomes, ethnicity, polycystic ovary syndrome and as more recently noted, hypertension.4,5\nThe major significance of GDM is that it is associated with adverse pregnancy outcomes.",0
"Macrosomia, shoulder dystocia with its attendant risks of brachial plexus injury and clavicle fracture, and neonatal hypoglycemia are the serious complications which most commonly occur.6–11Jaundice, polycythemia, respiratory distress, and hypocalcemia have also been reported.",0
"Additionally, there are some data that suggest an increase in fetal malformation and perinatal mortality.7,12–15The above risks can be minimized with good glycemic control and judicious obstetric care.",0
"Cesarean sections are also more common, and GDM is associated with a higher risk of pre-eclampsia.9–11\nExposure of the fetus to hyperglycemia may also predispose the child to a diabetes phenotype in later life.",0
"This has been elegantly demonstrated by the long-term follow-up of the offspring of Pima Indian mothers.16,17Offspring who were born to mothers who were already diabetic when pregnant had a 45% likelihood of type 2 diabetes by the age of 20–24, whereas it was 8.6% amongst those with mothers who only developed diabetes after pregnancy (ie, were prediabetic).",0
"Amongst sibships discordant for exposure to hyperglycemia, the sibling exposed to hyperglycemia had a considerably higher risk of subsequent diabetes, suggesting that genetic factors were not predominantly responsible for the difference in diabetes incidence.",0
"Since then, numerous other observational studies have shown that the offspring of diabetic pregnancies have a higher risk of developing a diabetes phenotype.18,19There is also concern that this leads to an intergenerational effect, with GDM promoting diabetes in the offspring, with perpetuation of the vicious cycle when the offspring herself develops GDM, thereby predisposing the grandchild to the development of diabetes as well.20It is unknown however, what degree of hyperglycemia, or indeed if it is related metabolic disturbances, which increases the risk of diabetes to the offspring.",0
Evidence from more contemporary populations is that the likelihood of subsequent diabetes may be substantially higher.22Women who have had GDM account for a significant burden of the population prevalence of diabetes.,0
"It has been estimated that up to one third of women with diabetes, had a GDM pregnancy earlier in their life,2though this was not evident in a recent survey of women with type 2 diabetes.23\nThis review will focus on the medical management of GDM, in particular self monitoring of blood glucose and diabetes education, dietary therapy and physical activity, pharmacotherapy, and post-partum management.",0
"For an excellent discussion of the obstetric management of GDM, I will refer the reader to the review by Conway.24\n\nDiabetes education, self-monitoring of blood glucose, dietary therapy, and exercise\nSelf-care is an important component of the management of GDM.",0
The involvement of a dietician and diabetes educator experienced in the care of women with GDM will facilitate these areas of management.,0
Blood glucose monitoring\nWomen with GDM should perform home blood glucose monitoring.,0
Treatment to post-prandial targets results in superior pregnancy outcomes compared to pre-prandial targets.25The recommended treatment targets vary from country to country (Table 2).,0
These are largely consensus-based as the risk of complications is continuous and there are no obvious thresholds above which the risk markedly increases.,0
Lifestyle measures can provide adequate control in the majority of cases.,0
"If glucose targets are not adequately met by lifestyle measures, and perhaps a review of dietary intake, then pharmacotherapy should be introduced.",0
"Rather than basing the need for insulin on glycemic parameters alone, some have advocated the combined use of ultrasound assessment of fetal abdominal circumference in combination with blood glucose levels.",0
Dietary therapy\nIt is generally accepted that dietary therapy is the cornerstone of treatment of GDM.,0
Therefore all women with GDM should receive counseling from a specialist dietitian.,0
The aim is to achieve normoglycemia whilst providing the required nutrients for normal fetal growth and maternal health.,0
"There are few trials examining the efficacy of dietary therapy for GDM, However, a cluster randomized controlled study has provided support for Medical Nutrition Therapy (MNT) for GDM, as recommended by the American Diabetes Association (ADA) (2004).",0
"In this study, 215 women with GDM were seen at sites randomized to deliver either MNT or standard care.27Fewer subjects in the MNT group required insulin (24.6% vs 31.7%, p = 0.05) and there was a trend to fewer women having a glycated hemoglobin (HbA1c) >6% (8.1% vs 13.6%, p = 0.25).",0
"The ADA states that all women should receive individualized counseling to provide adequate calories and nutrients to meet the needs of pregnancy and consistent with the blood glucose goals (fasting ≤105 mg/dl [5.8 mmol/L], 1 hr ≤155 mg/dl [8.6 mmol/L], and 2 hrs ≤130 mg/dl [7.2 mmol/L]).",0
"For obese women, a 30%–33% calorie restriction to approximately 25 kcal/kg actual weight per day is recommended.",0
Carbohydrate should be restricted to 35%–40% of calories.,0
"There are also data to support low carbohydrate diets in pregnancy, and for the carbohydrate to be of low glycemic index.",0
"In a nonrandomized study, women with GDM on a diet comprising less than 42% carbohydrate, had lower post-prandial glucose levels, were less likely to require insulin, and had a lower incidence of large for gestational age.28A small study which randomized pregnant women to low glycemic index (GI) or high GI diets found that the former resulted in lower glucose levels, a blunting of the pregnancy associated rise in insulin resistance, and lower birthweight.29In another study of GI, women assigned to a low GI diet during pregnancy gave birth to infants who were lighter (3408 ± 78 g vs 3644 ± 90 g) and had a lower incidence of large for gestational age, compared to women given a high GI diet.30Both diets comprised 55% carbohydrate.",0
"Whilst the latter studies were not specifically performed in women with GDM, they suggest that the concept of GI is valid in pregnancy, and it would be appropriate to recommend low GI carbohydrate to women with GDM.",0
Additional dietary measures are usually based upon the general recommendations for diabetes mellitus.,0
A reduction in simple carbohydrates and fat intake is advisable.,0
"Emphasis is given to spreading the dietary intake over six meals daily, with three main meals and three snacks, in order to avoid large carbohydrate loads at any time.",0
"Except for saccharin, which can cross the placenta and is therefore not recommended, other noncaloric sweeteners may be used in moderation.",0
"Physical activity\nIn people with type 2 diabetes, there is ample evidence that regular physical activity enhances insulin sensitivity, facilitates weight loss, and thereby improves glucose control.",0
"Several small studies have examined whether regular exercise is also beneficial in the management of GDM Jovanavic-Petersen randomized 19 women with GDM to a regime of diet alone, or diet with 20 minutes of supervised aerobic training three days per week for six weeks.31This modest amount of physical activity resulted in lower fasting glucose levels, lower glucose responses to a glucose challenge, and a lower HbA1c.",0
"Another study randomized 29 women with GDM to 30 minutes of exercise at 70% estimated maximal heart rate, 3–4 times per week, or control.32There was a trend to improved glucose levels in those who exercised, which did not reach significance.",0
"Measures of cardiorespiratory fitness however, improved.",0
"A study of 32 women randomized to circuit type exercise three times a week or control, found that resistance training resulted in lower postprandial glucose levels, and a delay in the requirement of insulin.33Amongst women with a prepregnancy BMI > 25, those who were in the exercise arm were less likely to require insulin.",0
"Therefore, it seems reasonable to recommend that when there is no medical or obstetric contraindication, women with GDM should maintain a sensible level of light and moderate intensity physical activity until the latter stages of the pregnancy.",0
"The above studies provide reassurance that moderate intensity activities such as walking for 20–30 minutes each day, and attendance at antenatal exercise classes can be safely encouraged, and that modest improvements in glycemic control might be achieved.",0
"Insulin therapy for gestational diabetes\nWhen treatment targets are not achieved by dietary means, then insulin is required.",0
"In some cases, an additional morning injection of basal insulin may further improve glycemic control.",0
"As the level of insulin resistance varies from person to person, it is common practice to commence the woman on small doses of insulin, and then to increase the doses at frequent intervals until target glucose levels are attained.",0
The required dosage of insulin usually increases gradually over the third trimester of pregnancy.,0
This may be an early indicator of placental insufficiency.,0
Frequent review and titration of the insulin dosage is recommended.,0
"Unlike the situation for women with pre-existing type 1 diabetes however, significant hypoglycemia is uncommon in women with insulin-treated GDM.",0
Nonetheless the woman should be advised regarding appropriate hypoglycemia prevention and management measures.,0
"For many years, fast-acting (regular) insulin, and intermediate-acting (isophane) insulin have been the preferred insulins for the treatment of GDM.",0
"Human insulin does not normally cross the placenta, though antibody bound animal insulin has been reported to do so.35However, it has been shown by36Jovanovic that it is maternal glucose control, rather than maternal anti-insulin antibody levels which influence birthweight.36Human insulin is considered safe in pregnancy as years of experience has not suggested an increase in fetal complications as a consequence of its use.",0
"There is now increasing evidence that the newer rapid acting insulin analogs lispro and aspart are also safe in pregnancy, and indeed, they are commonly used.",0
"Although there was an initial small uncontrolled report which suggested that Lispro may have teratogenic effects when used in type 1 diabetic pregnancy,37this has not been borne out in subsequent studies.",0
"No increase in pregnancy complications have been found in observational studies where lispro was used, in either women with GDM38,43or pre-existing diabetes.38–43There are few reports regarding the use of aspart in pregnancy.",0
"However, a large randomized controlled trial comparing aspart with regular human insulin in 322 pregnant women with type 1 diabetes has been performed.44Comparable birth outcomes were found between the two arms, suggesting that aspart is as safe and effective as human insulin.",0
"They have all demonstrated that the rapid acting analogues are as effective as regular insulin in the treatment of GDM, with comparable, if not favorable, outcomes (Table 3).",0
"In one study, aspart was detected in the cord blood for one subject.45However, as it was not detected in other subjects, the authors postulated that this was due to the disruption of the uterine-placental barrier during delivery, when the mother had been receiving an aspart infusion.",0
As yet there have been no reports of the use of glulisine in pregnancy.,0
Data regarding the long-acting insulin analogs are less clear than for rapid-acting analogs.,0
There are a number of case reports and small case series of glargine being utilized without the development of pregnancy complications.,0
The majority of these have been in patients with type 1 diabetes.,0
"There are also data from a total of 48 women with GDM.46,47To date no randomized controlled studies have been published.",0
"Concerns have been expressed about the use of glargine in pregnancy, because of its potential effect on mitogenesis, mediated by its high affinity to the IGF-1 receptor, which is six times that of natural insulin48,49Whilst insulin detemir has a lower binding affinity to the IGF-1 receptor than natural insulin, there is even less information regarding its use in pregnancy.",0
"Although their safety has not been proven, it is often rationalized that a change in the basal insulin will result in deterioration in glycemic control, and therefore the risk of continuing glargine is less than the risk from changing insulins.",0
"However, until their safety in pregnancy can be clearly established, the initiation of long-acting insulin analog therapy in women with GDM cannot be recommended.",0
Oral antidiabetic agents in gestational diabetes\nThere is controversy regarding the use of oral hypoglycemic agents during pregnancy.,0
"Most government drug agencies have not approved their use in pregnancy, and major specialty diabetes organizations recommend that oral agents be ceased if the woman had been taking them pre-pregnancy53–55There have now however, been randomized trials conducted with both glyburide and metformin which have not demonstrated short term harm to the pregnancy.",0
"Glyburide (Glibenclamide)\nAmerican authors have stated that glyburide has replaced insulin as first line pharmacological treatment of GDM in many practices.56This has largely occurred on the basis of a randomized controlled trial where 404 women with GDM were treated with glyburide (up to 20 mg/day) or insulin57In this study, the level of glycemic control achieved was the same in both groups (mean glucose concentration during treatment with glyburide 5.9 ± 0.9 mmol/L compared to 5.9 ± 1.0 mmol/L in insulin group).",0
Only 4% of women treated with glyburide achieved inadequate control and required a switch to insulin.,0
"Additionally, a number of nonrandomized or retrospective studies examining the treatment of GDM with glyburide have been reported (Table 4).",0
"In general, these indicate that glyburide is effective in achieving glycemic control in the majority of patients.",0
"Most, but not all, suggest that glyburide is as safe as insulin for the fetus.",0
"A meta-analysis which included the above studies as well as others examining women with pre-existing diabetes, with 745 glyburide exposed pregnancies and 637 treated with insulin, has been performed.65This study found that glyburide did not increase the risk of macrosomia, large for gestational age, or neonatal hypoglycemia, but did not examine more serious consequences such as perinatal mortality or congenital anomalies.",0
Several studies have examined factors which predict failure of glyburide to achieve adequate glycemic control.,0
"Higher glucose levels, either in the glucose tolerance test upon which GDM was diagnosed, or on self-monitoring, and early dietary failure have been found to be associated with glyburide failure.60,58These findings lead to the logical conclusion that subjects with more severe GDM are more likely to require insulin.",0
