PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
PMC4897523.nxml.gz	12	['Introduction\nAutism is a complex condition that lacks an established method of prevention; thus there is a need for research to identify its possible causative factors.']	(1677, 1845)	['lacks', 'possible', 'thus', 'future_work', 'future_work', 'future_work', 'complex']
PMC4897523.nxml.gz	13	['Identification of environmental factors is the first step in preventing and mitigating risks by primary prevention [1].']	(1846, 1965)	['first']
PMC4897523.nxml.gz	14	['Statistical estimates show that one out of every 88 individuals in the United States is diagnosed with autism.']	(1966, 2076)	['estimates', 'show']
PMC4897523.nxml.gz	15	['The condition may be defined as a chronic neurodevelopmental disorder that first becomes prevalent in an individual during his/her early childhood.']	(2077, 2224)	['may_be', 'may_be']
PMC4897523.nxml.gz	16	['Consequently, autism results in a patient experiencing a life that is marked by the ongoing challenge of its negative effects on communication and interaction with others.']	(2225, 2396)	['consequently', 'important_consideration']
PMC4897523.nxml.gz	17	['The disorder is debilitating for the patient and immensely challenging for his/her family.']	(2397, 2487)	['important_consideration']
PMC4897523.nxml.gz	18	['An initial diagnosis of autism occurs as an individual is noticeably unable to achieve certain early childhood milestones in terms of communication and socialization.']	(2488, 2654)	[]
PMC4897523.nxml.gz	19	['Furthermore, while the incidence and the prevalence of autism also tend to raise on an ever-increasing basis, public health concerns over the disorder have also been coupled with concerns over its etiology, which is still in the investigative stage of clinical research [2].']	(2655, 2929)	['have...been', 'have...been', 'incomplete_evidence', 'incomplete_evidence', 'tend', 'important_consideration', 'important_consideration', 'important_consideration', 'still', 'while', 'concerns']
PMC4897523.nxml.gz	20	['Initial research efforts, which were embarked upon during the 1950s, assert that complications in a given pregnancy, the birthing process, and the incidence of autism are linked.']	(2930, 3108)	['incomplete_evidence', 'incomplete_evidence', 'probable_understanding', 'linked', 'complications']
PMC4897523.nxml.gz	21	['Over the past several decades, continuing research has been conducted, and much literature has been published that has supported the existence of the links between autism and factors that relate to pre-, peri-, and neonatal care.']	(3109, 3338)	['incomplete_evidence', 'incomplete_evidence', 'has...been', 'has...been', 'incomplete_evidence', 'incomplete_evidence', 'has_been', 'has_been', 'supported', 'links', 'relate']
PMC4897523.nxml.gz	22	['Such commonly identified, prenatal risk factors may include advanced-aged parents, a short gestation period, low birth weight, hyperbilirubinemia, and breech presentation [3].']	(3339, 3514)	['incomplete_evidence', 'incomplete_evidence', 'may']
PMC4897523.nxml.gz	23	['Another key factor may be the use of any prenatal, prescription medication [4–6].']	(3515, 3596)	['may_be', 'may_be', 'superficial_relationship', 'superficial_relationship']
PMC4897523.nxml.gz	24	["Autism, to reiterate, impairs an individual's ability to use language to effectively communicate and navigate social situations."]	(3597, 3725)	[]
PMC4897523.nxml.gz	25	['The assertion that autism patients engage in repetitive, behavioral patterns has arguably become stereotyped.']	(3726, 3835)	['alternative_options_controversy', 'alternative_options_controversy']
PMC4897523.nxml.gz	26	['The symptoms of autism become notable in patient in the first three years of life and may necessitate lifelong care that must be provided by family members, guardians, or healthcare professionals.']	(3836, 4032)	['may', 'must...be', 'must...be']
PMC4897523.nxml.gz	27	["Autism and autism spectrum disorders (ASDs), including Asperger's syndrome and pervasive developmental disorder, have become increasingly diagnosed over the past decade."]	(4033, 4202)	['important_consideration', 'important_consideration']
PMC4897523.nxml.gz	28	['Accordingly, population studies, which have been conducted by the United States Centers for Disease Control and Prevention, have reported a prevalence of ASDs of 1 of 68 children at risk.']	(4203, 4390)	['accordingly', 'have_been', 'have_been', 'have_reported', 'have_reported', 'at_risk', 'at_risk']
PMC4897523.nxml.gz	29	['It should be noted, however, that, from a stand-alone perspective, each of the factors (as listed above) that link autism with pre-, peri-, and neonatal care does not correlate consistently as the incidence of autism is reviewed in terms of its cross-reference amongst various research studies.']	(4391, 4685)	['incomplete_evidence', 'incomplete_evidence', 'as', 'link', 'correlate', 'should_be', 'should_be', 'anomaly_curious_finding', 'however', 'alternative_options_controversy', 'alternative_options_controversy']
PMC4897523.nxml.gz	30	['It should also be noted that, despite ongoing research efforts, relatively little has yet been divulged regarding delivery-room attributes that may be directly or indirectly associated with the incidence of autism.']	(4686, 4900)	['ongoing_research', 'ongoing_research', 'incomplete_evidence', 'has...been', 'has...been', 'incomplete_evidence', 'may_be', 'may_be', 'associated', 'should', 'anomaly_curious_finding', 'despite', 'or']
PMC4897523.nxml.gz	31	['Furthermore, the nature of the precise catalyst of autism has not been revealed as of yet.']	(4901, 4991)	['full_unknown', 'full_unknown', 'full_unknown', 'revealed']
PMC4897523.nxml.gz	32	['Early diagnosis of autism and any subsequent related intervention(s) may serve to alleviate the challenges that are faced by those individuals, who must manage the effects of autism on an ongoing basis, including patients, their guardians and/or families, and related healthcare professionals.']	(4992, 5285)	['may', 'important_consideration', 'must']
PMC4897523.nxml.gz	33	['The following narrative review aims to better understand the existing evidence for perinatal and labor-related associations with autism.']	(5286, 5422)	['better_understand', 'better_understand', 'existing_evidence', 'existing_evidence', 'related', 'associations', 'aims']
PMC4897523.nxml.gz	34	['2.']	(5424, 5426)	[]
PMC4897523.nxml.gz	35	['Discussion\nThe etiology of autism is unknown, although perinatal and neonatal exposures have been the focus of recent epidemiologic research [57].']	(5427, 5573)	['unknown', 'have_been', 'have_been', 'incomplete_evidence', 'incomplete_evidence', 'important_consideration', 'although']
PMC4897523.nxml.gz	36	['Exposure to certain medications such as perinatal medications, antiepileptic drugs, supplements, and SSRIs has been studied as well as drug exposure to cocaine and smoking.']	(5574, 5746)	['has...been', 'has...been']
PMC4897523.nxml.gz	37	['Artificial insemination and fertility medications, meconium aspiration syndrome, and birth weight have also all been subjects of focus and the respective association with pregnancy and neurodevelopmental complications such as autism.']	(5747, 5980)	['have...been', 'have...been', 'association', 'complications']
PMC4897523.nxml.gz	38	['Several studies have suggested the association between perinatal factors and the onset of autism.']	(5981, 6078)	['several_studies', 'several_studies', 'suggested', 'association', 'superficial_relationship']
PMC4897523.nxml.gz	39	['A recent case control study done in New South Wales, Australia, focused on determining risk factors for autism.']	(6079, 6190)	['recent...study', 'recent...study']
PMC4897523.nxml.gz	40	['Four factors were shown to be significantly associated with autism: being male, premature birth, maternal age greater than or equal to 35 years, and mothers born outside of Australia, with highest risk found in mothers from North-East or South-East Asia [7].']	(6191, 6449)	['incomplete_evidence', 'found', 'superficial_relationship', 'associated']
PMC4897523.nxml.gz	41	['A separate study from Western Australia concluded that autistic children generally had parents who were older and had greater frequencies of threatened abortions, epidural anesthesia, labor induction, and labor duration of less than 1 hour.']	(6450, 6690)	['concluded', 'generally']
PMC4897523.nxml.gz	42	['These children were more often born first, had a low Apgar score, and tended to have more complications [8].']	(6691, 6799)	['tended', 'complications']
PMC4897523.nxml.gz	43	['Similar studies using a Swedish medical birth registry observed different factors that affected autism spectrum disorders.']	(6800, 6922)	['incomplete_evidence', 'incomplete_evidence', 'superficial_relationship', 'affected', 'different']
PMC4897523.nxml.gz	44	['The researchers found that prematurity, low Apgar scores, growth restriction, or macrosomia, and if the mother was from sub-Saharan Africa or East Asia had a positive correlation with autism spectrum disorders [9].']	(6923, 7137)	['found', 'correlation', 'or']
PMC4897523.nxml.gz	45	['Information obtained from the Finnish prenatal study of autism and autism spectrum disorders correlated advanced paternal age with an increased risk of ASD [10].']	(7138, 7299)	['incomplete_evidence', 'correlated']
PMC4897523.nxml.gz	46	['A group in Norway assessed the association between interpregnancy lengths and ASD and found that interpregnancy intervals for less than 9 months and interpregnancy between 9 and 11 months carried an increased risk for ASD [11].']	(7300, 7527)	['found', 'association']
PMC4897523.nxml.gz	47	['Further evidence is suggested by other studies.']	(7528, 7575)	['further_evidence', 'further_evidence', 'suggested']
PMC4897523.nxml.gz	48	['Subjects used in an Australian study were diagnosed with autism spectrum disorder and compared to control subjects.']	(7576, 7691)	[]
PMC4897523.nxml.gz	49	['The mothers of autistic children were studied, and it was demonstrated that the cases with autism had more pregnancy complications.']	(7692, 7823)	['demonstrated', 'complications']
PMC4897523.nxml.gz	50	['The mothers had greater frequencies of threatened abortions, epidural caudal anesthesia use, labor induction, and labor duration of less than one hour.']	(7824, 7975)	[]
PMC4897523.nxml.gz	51	['They were more likely to have experienced fetal distress, been delivered by an elective or emergency cesarean section, and had an Apgar score of less than 6 at one minute.']	(7976, 8147)	['likely']
PMC4897523.nxml.gz	52	['It was concluded that although autism is unlikely to be caused by a single obstetric factor, there was an increased prevalence of obstetric complications among autism cases that is most likely due to underlying genetic factors and an interaction of these factors with the environment [8].']	(8148, 8436)	['concluded', 'unlikely', 'most_likely', 'most_likely', 'interaction', 'although', 'complications']
PMC4897523.nxml.gz	53	['Another Australian study evaluated maternal conditions and perinatal characteristics associated with ASD and intellectual disability.']	(8437, 8570)	['associated']
PMC4897523.nxml.gz	54	['Although a weak correlation was found between poor intrauterine environments and ASD with intellectual disabilities, there was no relationship found between ASD without intellectual disabilities and perinatal factors [12].']	(8571, 8793)	['found', 'found', 'correlation', 'although']
PMC4897523.nxml.gz	55	['ASD may involve additional pathologies at the neuroanatomical level.']	(8794, 8862)	['may']
PMC4897523.nxml.gz	56	['A recent study illustrates that the neuropathology of some individuals who are diagnosed as having ASD may actually also have focal cortical dysplasias, which could explain the high incidence of sensory irregularities and seizures in ASD diagnosed patients [59].']	(8863, 9125)	['recent_study', 'recent_study', 'illustrates', 'some', 'may', 'could', 'probable_understanding']
PMC4897523.nxml.gz	57	['Thus, focal cortical dysplasias may be a risk factor for ASD patients.']	(9126, 9196)	['may_be', 'may_be', 'thus']
PMC4897523.nxml.gz	58	['No specific article examined specific aspects such as room temperature, lack of equipment, time spent with the mother, or proximity to other neonates.']	(9197, 9347)	['full_unknown', 'full_unknown', 'or']
PMC4897523.nxml.gz	59	['However, some sources did cite other factors that could potentially be associated with the delivery room itself.']	(9348, 9460)	['some', 'could', 'potentially', 'associated', 'however', 'other']
PMC4897523.nxml.gz	60	['These include the type of birth, such as whether it was breech, a prolonged birth, or an induced birth, along with various forms of fetal measures such as birth cry, fetal distress, low heart rate, or high fetal blood pressure [2,3,13–15,60].']	(9461, 9703)	['whether', 'or']
PMC4897523.nxml.gz	61	['Further, a possible association exists with ventilation of neonates [16].']	(9704, 9777)	['possible', 'association']
PMC4897523.nxml.gz	62	['Feeding practices have also been looked at, as well as maternal states such as high temperature or an unhappy maternal emotional state [17–19,58].']	(9778, 9924)	['have...been', 'have...been', 'incomplete_evidence', 'incomplete_evidence']
PMC4897523.nxml.gz	63	['Lastly, the environmental impact of perinatal air pollutants has also been observed [20,21].']	(9925, 10017)	['has...been', 'has...been', 'impact']
PMC4897523.nxml.gz	64	['Because these studies have pointed to all of these various factors which in and of themselves can all occur within a delivery room atmosphere, they warrant a further look into even more specific delivery room attributes to see if there is a more direct association between them and autism.']	(10018, 10307)	['incomplete_evidence', 'association', 'future_work', 'future_work', 'future_work', 'future_work', 'even', 'if']
PMC4897523.nxml.gz	65	['2.1. β 2 Adrenergic Receptor Agonists\nBeyond the cases conducted to study the relationship between pregnancy complications and augmented childbirth to autism, several studies have been done to investigate the association between prenatal exposures to β 2 adrenergic receptor agonists to autism spectrum disorders.']	(10309, 10622)	['several_studies', 'several_studies', 'have...been', 'have...been', 'relationship', 'association', 'complications']
PMC4897523.nxml.gz	66	['These agents include terbutaline, which is commonly used as a tocolytic and a bronchodilator in obstetrics.']	(10623, 10730)	[]
PMC4897523.nxml.gz	67	['Terbutaline can cross the placenta and potentially affect the developing neonatal brain [22].']	(10731, 10824)	['potentially', 'affect']
PMC4897523.nxml.gz	68	['In a study of neonatal rats, Zerrate et al.']	(10825, 10868)	[]
PMC4897523.nxml.gz	69	['found neuroinflammatory and behavioral changes, similar to that in autism, after administering terbutaline to subjects.']	(10869, 10988)	['found', 'similar_to', 'similar_to']
PMC4897523.nxml.gz	70	["The results demonstrated that terbutaline increased microglial activation in the subjects' cerebral cortex, cerebellar, and cerebrocortical white matter [23]."]	(10989, 11147)	['demonstrated']
PMC4897523.nxml.gz	71	['Nucleotide polymorphism of the β 2 adrenergic receptor gene has also been implicated as risk factors for autism, namely, Gly 16 and Glu 27 [24,25].']	(11148, 11295)	['has...been', 'has...been', 'implicated']
PMC4897523.nxml.gz	72	['The researchers of independent subjects and dizygotic twins found that activation of receptors with either polymorphism has been link with increased signaling, secondary to decreased downregulation of the β 2 adrenergic receptor gene.']	(11296, 11530)	['found', 'link']
PMC4897523.nxml.gz	73	['Critics of these genetic predisposition argued that since many genes are involved in the etiology of autism, the role of any single gene polymorphism in causing autism is small.']	(11531, 11708)	['argued', 'involved', 'role', 'alternative_options_controversy', 'since']
PMC4897523.nxml.gz	74	['The effect of each gene is further diluted by variable penetrance [61].']	(11709, 11780)	['effect', 'variable']
PMC4897523.nxml.gz	75	['In clinical studies, researchers from Kaiser Permanente Northern California Hospitals examined 291 children born from 1995 to 1999, compared to 284 controls.']	(11781, 11938)	[]
PMC4897523.nxml.gz	76	['They showed that there was no evidence linking β 2 adrenergic receptor agonist exposure in pregnancy with an increase in autism risk, except exposure to terbutaline during the third trimester for more than two days [26,62].']	(11939, 12162)	['showed', 'no_evidence', 'no_evidence', 'linking']
PMC4897523.nxml.gz	77	['The authors suggested that future studies with larger sample sizes would be helpful to endorse or challenge their findings.']	(12163, 12286)	['suggested', 'future_studies', 'future_studies', 'would_be', 'would_be', 'or']
PMC4897523.nxml.gz	78	['Based on aggregated evidence from animal and human studies, Witter et al.']	(12287, 12360)	['based_on', 'based_on']
PMC4897523.nxml.gz	79	['proposed that permanent changes in autonomic tone could result in neurological changes in the fetus, especially after two or more weeks of high dose β 2 adrenergic receptor agonist exposure.']	(12361, 12551)	['proposed', 'could']
PMC4897523.nxml.gz	80	['These functional and behavioral changes may contribute to the signs and symptoms of autism [27].']	(12552, 12648)	['may', 'contribute']
PMC4897523.nxml.gz	81	['2.2.']	(12650, 12654)	[]
PMC4897523.nxml.gz	82	['Maternal Disease\nIn addition to environmental factors, infection and disease may play a role in the development of autism.']	(12655, 12777)	['may', 'role']
PMC4897523.nxml.gz	83	['Children born to mothers with antiphospholipid syndrome were observed to have a higher frequency of autism spectrum disorders in comparison to mothers without antiphospholipid syndrome, which further supports findings that perinatal complications increase the risk of autism in children [28].']	(12778, 13070)	['incomplete_evidence', 'further', 'supports', 'complications']
PMC4897523.nxml.gz	84	['Another study was organized to determine ASD in children born preterm and the role of exposure to perinatal inflammation.']	(13071, 13192)	['role']
PMC4897523.nxml.gz	85	['It was a review that covered the evidence supporting the idea that prenatal infection on the central nervous system may increase the incidence of autism spectrum disorders [63].']	(13193, 13370)	['incomplete_evidence', 'supporting', 'idea', 'may']
PMC4897523.nxml.gz	86	['An increase in C-reactive protein indicates inflammation, which is common in infection.']	(13371, 13458)	[]
PMC4897523.nxml.gz	87	['This increase in C-reactive protein has been found to have a correlation with a risk for autism spectrum disorders [29].']	(13459, 13579)	['has_been_found', 'has_been_found', 'has_been_found', 'correlation']
PMC4897523.nxml.gz	88	['2.3.']	(13581, 13585)	[]
PMC4897523.nxml.gz	89	['Antiepileptic Drugs\nAlthough it has been shown that autism is unlikely to be caused by a single factor, there have been many studies conducted studying the relationship between the use of certain medications during pregnancy and the associated risk of autism.']	(13586, 13845)	['incomplete_evidence', 'incomplete_evidence', 'incomplete_evidence', 'many_studies', 'many_studies', 'unlikely', 'relationship', 'associated', 'although']
PMC4897523.nxml.gz	90	['For example, the increased prevalence of the use of anticonvulsant medications during pregnancy is correlated with an increased risk of autism.']	(13846, 13989)	['correlated']
PMC4897523.nxml.gz	91	['Valproate is used for the treatment of epilepsy and other neuropsychological disorders and is considered one of the only available treatment options for women of childbearing potential [6].']	(13990, 14179)	['is_considered', 'is_considered', 'only']
PMC4897523.nxml.gz	92	['Recent studies, however, have shown that exposure to valproate during pregnancy indicates a significantly increased risk of autism spectrum disorder, even after adjusting for maternal epilepsy.']	(14180, 14373)	['recent_studies', 'recent_studies', 'have_shown', 'have_shown', 'indicates', 'even', 'however']
PMC4897523.nxml.gz	93	['In fact, valproate use during pregnancy showed an 11.3% increased risk in developmental malformations, and it relied heavily on the dosage prescribed [64].']	(14374, 14529)	[]
PMC4897523.nxml.gz	94	['Women who were prescribed increased doses of valproic acid showed a twofold increase in risk of developmental malformations and significantly reduced intelligence [30].']	(14530, 14698)	[]
PMC4897523.nxml.gz	95	['Studies exposing pregnant rats and mice to valproate demonstrated increased autistic-like behaviors in the offspring.']	(14699, 14816)	['demonstrated']
PMC4897523.nxml.gz	96	['This behavior included social behavior deficits, increased repetitive behaviors, and deficits in communication.']	(14817, 14928)	[]
PMC4897523.nxml.gz	97	['The animal studies performed by Roullet have been used as a model to ameliorate and improve upon studies that focus on the association between the risk of autism and the maternal need for anticonvulsants [5].']	(14929, 15137)	['have_been', 'have_been', '0_model', 'incomplete_evidence', 'incomplete_evidence', 'as', 'association']
PMC4897523.nxml.gz	98	['The current recommendation of health care professionals is to avoid anticonvulsant drug use such as valproate during pregnancy.']	(15138, 15265)	['recommendation']
PMC4897523.nxml.gz	99	['It is important, however, to assess the intrinsic iatrogenic risk of birth defects or perinatal complications and the general safety for the expectant mother before discontinuing anticonvulsants [31].']	(15266, 15466)	['important', 'however', 'complications']
PMC4897523.nxml.gz	100	['2.4.']	(15468, 15472)	[]
PMC4897523.nxml.gz	101	['Oral Supplements\nPrenatal supplements are an important component of a healthy pregnancy.']	(15473, 15561)	['important']
PMC4897523.nxml.gz	102	['Prenatal folic acid supplements have been shown to reduce the risk of neural tube defects in children and are associated with a lower risk of autistic disorder [32].']	(15562, 15727)	['have_been_shown', 'have_been_shown', 'have_been_shown', 'associated']
PMC4897523.nxml.gz	103	['In this study following 270 children, of the children whose mothers took folic acid, 0.1% developed autistic disorder [32].']	(15728, 15851)	[]
PMC4897523.nxml.gz	104	['Those children whose mothers were not exposed to folic acid comprised 0.21% of the group.']	(15852, 15941)	[]
PMC4897523.nxml.gz	105	['This study also analyzed the use of fish oil supplements, which showed no association with autistic disorder [32].']	(15942, 16056)	['showed']
PMC4897523.nxml.gz	106	['Although no causality was found, it was determined that prenatal folic acid supplements taken during pregnancy were associated with a decreased risk of autistic disorder.']	(16057, 16227)	['found', 'associated', 'although']
PMC4897523.nxml.gz	107	['Vitamin D, which has a unique role in brain homeostasis, embryogenesis and neurodevelopment, neural differentiation, and gene regulation, has recently been proposed as a possible environmental risk factor for autism during early childhood.']	(16228, 16467)	['has_recently_been', 'has_recently_been', 'has_recently_been', 'proposed', 'possible', 'role']
PMC4897523.nxml.gz	108	['Children with autism had significantly lower serum levels of 25-hydroxy vitamin D than healthy children.']	(16468, 16572)	[]
PMC4897523.nxml.gz	109	['On the other hand, the involvement of maternal vitamin D during pregnancy in autism requires proper investigation.']	(16573, 16687)	['future_work', 'future_work', 'requires', 'on_the_other_hand', 'on_the_other_hand', 'on_the_other_hand', 'on_the_other_hand']
PMC4897523.nxml.gz	110	['Recent studies have shown that a wide range of disorders, including neuropsychiatric disorders and autism, are associated with increased homocysteine levels in biological fluids.']	(16688, 16866)	['recent_studies', 'recent_studies', 'have_shown', 'have_shown', 'associated']
PMC4897523.nxml.gz	111	['Homocysteine is an amino acid, which plays several important roles in human physiology.']	(16867, 16954)	[]
PMC4897523.nxml.gz	112	['Various B vitamins such as B6 (pyridoxine), B12 (cobalamin), and B9 (folic acid) are required as cofactors by the enzymes involved in homocysteine metabolism.']	(16955, 17113)	[]
PMC4897523.nxml.gz	113	['Therefore, it is crucial to monitor the homocysteine levels in body fluids of autistic children.']	(17114, 17210)	['therefore', 'crucial']
PMC4897523.nxml.gz	114	['It can provide information on genetic and physiological diseases, improper lifestyle (including dietary habits), and a variety of pathological conditions.']	(17211, 17365)	['can', 'incomplete_evidence', 'incomplete_evidence']
PMC4897523.nxml.gz	115	['2.5.']	(17367, 17371)	[]
PMC4897523.nxml.gz	116	['Illicit Drug Exposure, Smoking, and Pollutants\nDrug exposure may have very serious complications during pregnancy.']	(17372, 17486)	['may', 'complications']
PMC4897523.nxml.gz	117	['A study was conducted to evaluate the association between autism and developmental abnormalities in children with perinatal cocaine exposure.']	(17487, 17628)	['association']
PMC4897523.nxml.gz	118	['It was concluded that most of the cases had language delays and difficulties with expressive skills and communication disorders.']	(17629, 17757)	['concluded']
PMC4897523.nxml.gz	119	['Significant neurodevelopmental abnormalities were observed and a high frequency of autism was found in children exposed to cocaine, especially in comparison to those exposed to alcohol or opiates alone [33].']	(17758, 17965)	['found']
PMC4897523.nxml.gz	120	['Smoking has been found to be an environmental hazard.']	(17966, 18019)	['has_been_found', 'has_been_found', 'has_been_found', 'found_to_be', 'found_to_be', 'found_to_be']
PMC4897523.nxml.gz	121	["Studies have been done determining the effects of smoking in a pregnant patient and the risk of autism in the mother's offspring."]	(18020, 18149)	['effects']
PMC4897523.nxml.gz	122	["Epidemiological data were obtained from children with autism, including residential history of the mother, which was compared to the traffic-related air pollution assigned to each location using measures from the Environmental Protection Agency's Air Quality System data."]	(18150, 18421)	[]
PMC4897523.nxml.gz	123	['It was assessed that maternal smoking was related to a modest increase in the risk of Pervasive Developmental Disorders, however, there was no known association between maternal smoking and childhood autism [34].']	(18422, 18634)	['no_known', 'no_known', 'incomplete_evidence', 'related', 'association', 'however']
PMC4897523.nxml.gz	124	['Interestingly, the amount of air pollution that a mother and child were exposed to including traffic related air pollution and nitrogen dioxide, both during pregnancy and during the first year of life, was associated with autism [35].']	(18635, 18869)	['associated', 'interestingly']
PMC4897523.nxml.gz	125	['2.6.']	(18871, 18875)	[]
PMC4897523.nxml.gz	126	['SSRIs\nSelective serotonin reuptake inhibitors (SSRIs) are a class of drugs currently and increasingly prescribed for anxiety disorders and depression.']	(18876, 19026)	[]
PMC4897523.nxml.gz	127	['These drugs, such as Fluoxetine, Sertraline, and Citalopram, work by inhibiting the reuptake of the neurotransmitter serotonin, resulting in a greater amount of serotonin at the synapse.']	(19027, 19213)	[]
PMC4897523.nxml.gz	128	['Much like anticonvulsants and other drug exposures, the use of SSRIs in pregnant women and its association to autism have been explored.']	(19214, 19350)	['have_been', 'have_been', 'association']
PMC4897523.nxml.gz	129	['Previous studies have shown an increased blood level of serotonin in individuals affected with autism spectrum disorder, warranting the exploration of a possible association [65].']	(19351, 19530)	['previous...studies', 'previous...studies', 'have_shown', 'have_shown', 'possible', 'affected', 'association', 'future_work']
PMC4897523.nxml.gz	130	['The risk of autism spectrum disorders was shown to be doubled with maternal use of SSRIs in a recent case controlled study of 298 children, with prenatal exposure reported for 20 of those children [36].']	(19531, 19733)	['was_shown', 'was_shown', 'recent...study', 'recent...study', 'reported']
PMC4897523.nxml.gz	131	['This was seen by evaluating medical records, considering both the SSRI exposure and the mental health history of the mother, and pointing to a high association with SSRI treatment and autism during the first trimester.']	(19734, 19952)	['pointing', 'association']
PMC4897523.nxml.gz	132	['However, the sample size for this study is small.']	(19953, 20002)	['incomplete_evidence', 'incomplete_evidence', 'however']
PMC4897523.nxml.gz	133	['A recent study conducted in Sweden by Rai et al.']	(20003, 20051)	['recent_study', 'recent_study']
PMC4897523.nxml.gz	134	['[37] expanded on this and illustrated a case control study of 4429 children with autism.']	(20052, 20140)	['incomplete_evidence', 'incomplete_evidence']
PMC4897523.nxml.gz	135	['It demonstrated an association between in utero exposure to both SSRIs and nonselective monoamine reuptake inhibitors with an increased risk of autism spectrum disorders, particularly without intellectual disability.']	(20141, 20357)	['demonstrated', 'association']
PMC4897523.nxml.gz	136	['However, there is again a limitation with interpreting medical records, such as prescribed versus actual use of SSRIs.']	(20358, 20476)	['limitation', 'however']
PMC4897523.nxml.gz	137	['Further, other studies using animal models show that preclinical findings in rodents exposed to SSRIs during development point to an increase in depression and anxiety, exhibiting alteration in social behaviors in the offspring.']	(20477, 20705)	['incomplete_evidence', 'incomplete_evidence', 'show', 'point', 'models']
PMC4897523.nxml.gz	138	['The data show adverse effects of maternal mental illness on pregnancy outcomes and infant neurodevelopment but are not robust enough to discourage the use of SSRIs during human pregnancy [66].']	(20706, 20898)	['show', 'effects', 'problem_complication', 'problem_complication']
PMC4897523.nxml.gz	139	['In a study by Gur et al.']	(20899, 20923)	[]
PMC4897523.nxml.gz	140	['[66], it was shown that the manipulation of serotonin during early development in both in vitro and in vivo models disturbs characteristic chemoarchitectural and electrophysiological brain features.']	(20924, 21122)	['was_shown', 'was_shown', 'models']
PMC4897523.nxml.gz	141	['This includes changes in raphe and callosal connections, sensory processing, myelin sheath formation, neophobia, and disrupted juvenile play behavior.']	(21123, 21273)	[]
PMC4897523.nxml.gz	142	['These findings indicate that serotonin homeostasis is necessary for proper brain maturation and fetal development.']	(21274, 21388)	['indicate', 'necessary']
PMC4897523.nxml.gz	143	['Although SSRIs are not contraindicated for use during pregnancy, the effects should be examined more carefully [66].']	(21389, 21505)	['be_examined', 'be_examined', 'effects', 'should_be', 'should_be', 'although']
PMC4897523.nxml.gz	144	['In a similar study done by Simpson et al.']	(21506, 21547)	[]
PMC4897523.nxml.gz	145	["[38], animal models were used to study the importance of serotonin homeostasis for the development of rat pups' brains."]	(21548, 21667)	['importance', 'models']
PMC4897523.nxml.gz	146	['It was demonstrated that when the serotonin levels were altered by SSRIs during early development of brain structure, the functions were altered.']	(21668, 21813)	['demonstrated']
PMC4897523.nxml.gz	147	['This alteration was also more evident in males than in females.']	(21814, 21877)	[]
PMC4897523.nxml.gz	148	['This suggests that SSRIs may have similar effects in human neonates [38].']	(21878, 21951)	['suggests', 'may', 'effects']
