PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
PMC2672462.nxml.gz	35	['These are largely consensus-based as the risk of complications is continuous and there are no obvious thresholds above which the risk markedly increases.']	(6645, 6798)	['there_are_no', 'there_are_no', 'there_are_no', 'consensus', 'as', 'complications']
PMC2672462.nxml.gz	36	['The initial intervention usually entails dietary advice, individualized if possible, and given by a dietitian.']	(6799, 6909)	[]
PMC2672462.nxml.gz	37	['Lifestyle measures can provide adequate control in the majority of cases.']	(6910, 6983)	['can']
PMC2672462.nxml.gz	38	['If glucose targets are not adequately met by lifestyle measures, and perhaps a review of dietary intake, then pharmacotherapy should be introduced.']	(6984, 7131)	['not...adequately', 'not...adequately', 'perhaps', 'should_be', 'should_be', 'if']
PMC2672462.nxml.gz	39	['This usually means the commencement of insulin.']	(7132, 7179)	[]
PMC2672462.nxml.gz	40	['Rather than basing the need for insulin on glycemic parameters alone, some have advocated the combined use of ultrasound assessment of fetal abdominal circumference in combination with blood glucose levels.']	(7180, 7386)	['some', 'future_work', 'rather']
PMC2672462.nxml.gz	41	['When the fetal abdominal circumference was <70th percentile, a higher glucose threshold for initiating insulin therapy did not result in an increase in fetal morbidity or macrosomia.26This protocol allowed more women to avoid insulin therapy.']	(7387, 7629)	[]
PMC2672462.nxml.gz	42	['Dietary therapy\nIt is generally accepted that dietary therapy is the cornerstone of treatment of GDM.']	(7631, 7732)	['incomplete_evidence', 'generally', 'probable_understanding']
PMC2672462.nxml.gz	43	['Therefore all women with GDM should receive counseling from a specialist dietitian.']	(7733, 7816)	['therefore', 'should']
PMC2672462.nxml.gz	44	['Recommendations are individualized after a dietary assessment of each patient.']	(7817, 7895)	[]
PMC2672462.nxml.gz	45	['The aim is to achieve normoglycemia whilst providing the required nutrients for normal fetal growth and maternal health.']	(7896, 8016)	['required', 'whilst']
PMC2672462.nxml.gz	46	['A secondary aim is to prevent excessive maternal weight gain, particularly in women who are overweight or have gained excess weight in pregnancy.']	(8017, 8162)	[]
PMC2672462.nxml.gz	47	['There are few trials examining the efficacy of dietary therapy for GDM, However, a cluster randomized controlled study has provided support for Medical Nutrition Therapy (MNT) for GDM, as recommended by the American Diabetes Association (ADA) (2004).']	(8163, 8413)	['few', 'support', 'as', 'recommended', 'however']
PMC2672462.nxml.gz	48	['In this study, 215 women with GDM were seen at sites randomized to deliver either MNT or standard care.27Fewer subjects in the MNT group required insulin (24.6% vs 31.7%, p = 0.05) and there was a trend to fewer women having a glycated hemoglobin (HbA1c) >6% (8.1% vs 13.6%, p = 0.25).']	(8414, 8699)	['trend']
PMC2672462.nxml.gz	49	['The ADA states that all women should receive individualized counseling to provide adequate calories and nutrients to meet the needs of pregnancy and consistent with the blood glucose goals (fasting ≤105 mg/dl [5.8 mmol/L], 1 hr ≤155 mg/dl [8.6 mmol/L], and 2 hrs ≤130 mg/dl [7.2 mmol/L]).']	(8700, 8988)	['should']
PMC2672462.nxml.gz	50	['For obese women, a 30%–33% calorie restriction to approximately 25 kcal/kg actual weight per day is recommended.']	(8989, 9101)	['recommended']
PMC2672462.nxml.gz	51	['Carbohydrate should be restricted to 35%–40% of calories.']	(9102, 9159)	['should_be', 'should_be']
PMC2672462.nxml.gz	52	['There are also data to support low carbohydrate diets in pregnancy, and for the carbohydrate to be of low glycemic index.']	(9160, 9281)	['support']
PMC2672462.nxml.gz	53	['In a nonrandomized study, women with GDM on a diet comprising less than 42% carbohydrate, had lower post-prandial glucose levels, were less likely to require insulin, and had a lower incidence of large for gestational age.28A small study which randomized pregnant women to low glycemic index (GI) or high GI diets found that the former resulted in lower glucose levels, a blunting of the pregnancy associated rise in insulin resistance, and lower birthweight.29In another study of GI, women assigned to a low GI diet during pregnancy gave birth to infants who were lighter (3408 ± 78 g vs 3644 ± 90 g) and had a lower incidence of large for gestational age, compared to women given a high GI diet.30Both diets comprised 55% carbohydrate.']	(9282, 10019)	['incomplete_evidence', 'incomplete_evidence', 'found', 'likely', 'associated']
PMC2672462.nxml.gz	54	['Whilst the latter studies were not specifically performed in women with GDM, they suggest that the concept of GI is valid in pregnancy, and it would be appropriate to recommend low GI carbohydrate to women with GDM.']	(10020, 10235)	['not_specifically', 'not_specifically', 'suggest', 'the_concept', 'the_concept', 'recommend', 'would_be', 'would_be', 'whilst']
PMC2672462.nxml.gz	55	['Additional dietary measures are usually based upon the general recommendations for diabetes mellitus.']	(10236, 10337)	['usually', 'incomplete_evidence', 'incomplete_evidence', 'recommendations']
PMC2672462.nxml.gz	56	['A reduction in simple carbohydrates and fat intake is advisable.']	(10338, 10402)	['future_work']
PMC2672462.nxml.gz	57	['Emphasis is given to spreading the dietary intake over six meals daily, with three main meals and three snacks, in order to avoid large carbohydrate loads at any time.']	(10403, 10570)	['emphasis']
PMC2672462.nxml.gz	58	['Except for saccharin, which can cross the placenta and is therefore not recommended, other noncaloric sweeteners may be used in moderation.']	(10571, 10710)	['may_be', 'may_be', 'therefore', 'recommended', 'other']
PMC2672462.nxml.gz	59	['Physical activity\nIn people with type 2 diabetes, there is ample evidence that regular physical activity enhances insulin sensitivity, facilitates weight loss, and thereby improves glucose control.']	(10712, 10909)	['incomplete_evidence', 'incomplete_evidence']
PMC2672462.nxml.gz	60	['Several small studies have examined whether regular exercise is also beneficial in the management of GDM Jovanavic-Petersen randomized 19 women with GDM to a regime of diet alone, or diet with 20 minutes of supervised aerobic training three days per week for six weeks.31This modest amount of physical activity resulted in lower fasting glucose levels, lower glucose responses to a glucose challenge, and a lower HbA1c.']	(10910, 11329)	['incomplete_evidence', 'incomplete_evidence', 'whether']
PMC2672462.nxml.gz	61	['Another study randomized 29 women with GDM to 30 minutes of exercise at 70% estimated maximal heart rate, 3–4 times per week, or control.32There was a trend to improved glucose levels in those who exercised, which did not reach significance.']	(11330, 11571)	['trend', 'did_not', 'did_not']
PMC2672462.nxml.gz	62	['There were no differences in neonatal outcomes.']	(11572, 11619)	[]
PMC2672462.nxml.gz	63	['Measures of cardiorespiratory fitness however, improved.']	(11620, 11676)	['anomaly_curious_finding']
PMC2672462.nxml.gz	64	['A study of 32 women randomized to circuit type exercise three times a week or control, found that resistance training resulted in lower postprandial glucose levels, and a delay in the requirement of insulin.33Amongst women with a prepregnancy BMI > 25, those who were in the exercise arm were less likely to require insulin.']	(11677, 12001)	['found', 'likely']
PMC2672462.nxml.gz	65	['Therefore, it seems reasonable to recommend that when there is no medical or obstetric contraindication, women with GDM should maintain a sensible level of light and moderate intensity physical activity until the latter stages of the pregnancy.']	(12002, 12246)	['therefore', 'reasonable', 'recommend', 'should', 'seems']
PMC2672462.nxml.gz	66	['The above studies provide reassurance that moderate intensity activities such as walking for 20–30 minutes each day, and attendance at antenatal exercise classes can be safely encouraged, and that modest improvements in glycemic control might be achieved.']	(12247, 12502)	['can', 'might', 'probable_understanding', 'encouraged']
PMC2672462.nxml.gz	67	['Insulin therapy for gestational diabetes\nWhen treatment targets are not achieved by dietary means, then insulin is required.']	(12504, 12628)	['required']
PMC2672462.nxml.gz	68	['A basal-bolus regimen of insulin gives the most effective glucose control, and produces better fetal outcomes than a twice daily regime.34Prandial fast-acting insulin is administered to control post-prandial hyperglycemia, and bedtime basal insulin is given if there is fasting hyperglycemia.']	(12629, 12921)	[]
PMC2672462.nxml.gz	69	['In some cases, an additional morning injection of basal insulin may further improve glycemic control.']	(12922, 13023)	['some', 'may']
PMC2672462.nxml.gz	70	['As the level of insulin resistance varies from person to person, it is common practice to commence the woman on small doses of insulin, and then to increase the doses at frequent intervals until target glucose levels are attained.']	(13024, 13254)	['incomplete_evidence', 'incomplete_evidence', 'as', 'varies']
PMC2672462.nxml.gz	71	['The required dosage of insulin usually increases gradually over the third trimester of pregnancy.']	(13255, 13352)	['usually', 'required']
PMC2672462.nxml.gz	72	['Towards the end of the pregnancy, insulin requirements can drop.']	(13353, 13417)	[]
PMC2672462.nxml.gz	73	['This may be an early indicator of placental insufficiency.']	(13418, 13476)	['may_be', 'may_be', 'problem_complication']
PMC2672462.nxml.gz	74	['Frequent review and titration of the insulin dosage is recommended.']	(13477, 13544)	['recommended']
PMC2672462.nxml.gz	75	['Unlike the situation for women with pre-existing type 1 diabetes however, significant hypoglycemia is uncommon in women with insulin-treated GDM.']	(13545, 13690)	['uncommon', 'unlike', 'however']
PMC2672462.nxml.gz	76	['Nonetheless the woman should be advised regarding appropriate hypoglycemia prevention and management measures.']	(13691, 13801)	['should_be', 'should_be', 'future_work', 'alternative_options_controversy']
PMC2672462.nxml.gz	77	['For many years, fast-acting (regular) insulin, and intermediate-acting (isophane) insulin have been the preferred insulins for the treatment of GDM.']	(13802, 13950)	['incomplete_evidence', 'incomplete_evidence', 'incomplete_evidence', 'preferred']
PMC2672462.nxml.gz	78	['Human insulin does not normally cross the placenta, though antibody bound animal insulin has been reported to do so.35However, it has been shown by36Jovanovic that it is maternal glucose control, rather than maternal anti-insulin antibody levels which influence birthweight.36Human insulin is considered safe in pregnancy as years of experience has not suggested an increase in fetal complications as a consequence of its use.']	(13951, 14377)	['has...been', 'has...been', 'reported', 'incomplete_evidence', 'incomplete_evidence', 'incomplete_evidence', 'is_considered', 'is_considered', 'suggested', 'probable_understanding', 'as', 'influence', 'though', 'however', 'rather', 'complications']
PMC2672462.nxml.gz	79	['There is now increasing evidence that the newer rapid acting insulin analogs lispro and aspart are also safe in pregnancy, and indeed, they are commonly used.']	(14378, 14536)	['increasing...evidence', 'increasing...evidence', 'important_consideration']
PMC2672462.nxml.gz	80	['Although there was an initial small uncontrolled report which suggested that Lispro may have teratogenic effects when used in type 1 diabetic pregnancy,37this has not been borne out in subsequent studies.']	(14537, 14741)	['suggested', 'may', 'subsequent_studies', 'subsequent_studies', 'effects', 'uncontrolled', 'although', 'alternative_options_controversy', 'alternative_options_controversy', 'alternative_options_controversy']
PMC2672462.nxml.gz	81	['No increase in pregnancy complications have been found in observational studies where lispro was used, in either women with GDM38,43or pre-existing diabetes.38–43There are few reports regarding the use of aspart in pregnancy.']	(14742, 14967)	['have...been', 'have...been', 'found', 'few', 'complications']
PMC2672462.nxml.gz	82	['However, a large randomized controlled trial comparing aspart with regular human insulin in 322 pregnant women with type 1 diabetes has been performed.44Comparable birth outcomes were found between the two arms, suggesting that aspart is as safe and effective as human insulin.']	(14968, 15245)	['incomplete_evidence', 'incomplete_evidence', 'found', 'suggesting', 'however']
PMC2672462.nxml.gz	83	['With respect to GDM, there have been several small randomized studies comparing the use of rapid acting insulin analogues with regular insulin.']	(15246, 15389)	[]
PMC2672462.nxml.gz	84	['They have all demonstrated that the rapid acting analogues are as effective as regular insulin in the treatment of GDM, with comparable, if not favorable, outcomes (Table 3).']	(15390, 15564)	['demonstrated', 'if']
PMC2672462.nxml.gz	85	['In one study, aspart was detected in the cord blood for one subject.45However, as it was not detected in other subjects, the authors postulated that this was due to the disruption of the uterine-placental barrier during delivery, when the mother had been receiving an aspart infusion.']	(15565, 15849)	['one_study', 'one_study', 'was_not', 'was_not', 'postulated', 'as', 'anomaly_curious_finding', 'however', 'other', 'due...to', 'due...to']
PMC2672462.nxml.gz	86	['As yet there have been no reports of the use of glulisine in pregnancy.']	(15850, 15921)	['have_been', 'have_been', 'no_reports', 'no_reports']
PMC2672462.nxml.gz	87	['Data regarding the long-acting insulin analogs are less clear than for rapid-acting analogs.']	(15922, 16014)	['less_clear', 'less_clear']
PMC2672462.nxml.gz	88	['There are a number of case reports and small case series of glargine being utilized without the development of pregnancy complications.']	(16015, 16150)	['incomplete_evidence', 'incomplete_evidence', 'incomplete_evidence', 'complications']
PMC2672462.nxml.gz	89	['The majority of these have been in patients with type 1 diabetes.']	(16151, 16216)	['have_been', 'have_been']
PMC2672462.nxml.gz	90	['There are also data from a total of 48 women with GDM.46,47To date no randomized controlled studies have been published.']	(16217, 16337)	['full_unknown', 'full_unknown', 'have...been', 'have...been']
PMC2672462.nxml.gz	91	['Concerns have been expressed about the use of glargine in pregnancy, because of its potential effect on mitogenesis, mediated by its high affinity to the IGF-1 receptor, which is six times that of natural insulin48,49Whilst insulin detemir has a lower binding affinity to the IGF-1 receptor than natural insulin, there is even less information regarding its use in pregnancy.']	(16338, 16713)	['have...been', 'have...been', 'potential', 'less', 'effect', 'mediated', 'even', 'whilst', 'concerns', 'because']
PMC2672462.nxml.gz	92	['Long-acting insulin analogs, particularly glargine, are increasingly being used in women with type 1 diabetes, and they are often continued through the pregnancy.']	(16714, 16876)	[]
PMC2672462.nxml.gz	93	['Although their safety has not been proven, it is often rationalized that a change in the basal insulin will result in deterioration in glycemic control, and therefore the risk of continuing glargine is less than the risk from changing insulins.']	(16877, 17121)	['has...been', 'not...proven', 'has...been', 'not...proven', 'probable_understanding', 'therefore', 'will', 'although']
PMC2672462.nxml.gz	94	['However, until their safety in pregnancy can be clearly established, the initiation of long-acting insulin analog therapy in women with GDM cannot be recommended.']	(17122, 17284)	['can', 'until', 'recommended', 'however', 'cannot_be', 'cannot_be']
PMC2672462.nxml.gz	95	['Oral antidiabetic agents in gestational diabetes\nThere is controversy regarding the use of oral hypoglycemic agents during pregnancy.']	(17286, 17419)	['controversy']
PMC2672462.nxml.gz	96	['Most government drug agencies have not approved their use in pregnancy, and major specialty diabetes organizations recommend that oral agents be ceased if the woman had been taking them pre-pregnancy53–55There have now however, been randomized trials conducted with both glyburide and metformin which have not demonstrated short term harm to the pregnancy.']	(17420, 17776)	['recommend', 'alternative_options_controversy', 'alternative_options_controversy', 'however']
PMC2672462.nxml.gz	97	['Glyburide (Glibenclamide)\nAmerican authors have stated that glyburide has replaced insulin as first line pharmacological treatment of GDM in many practices.56This has largely occurred on the basis of a randomized controlled trial where 404 women with GDM were treated with glyburide (up to 20 mg/day) or insulin57In this study, the level of glycemic control achieved was the same in both groups (mean glucose concentration during treatment with glyburide 5.9 ± 0.9 mmol/L compared to 5.9 ± 1.0 mmol/L in insulin group).']	(17778, 18297)	['incomplete_evidence', 'on_the_basis_of', 'on_the_basis_of', 'on_the_basis_of', 'on_the_basis_of', 'probable_understanding', 'probable_understanding']
PMC2672462.nxml.gz	98	['Only 4% of women treated with glyburide achieved inadequate control and required a switch to insulin.']	(18298, 18399)	['only', 'required', 'inadequate']
PMC2672462.nxml.gz	99	['No differences in large for gestational age, macrosomia, neonatal hypoglycemia, admission to neonatal intensive care, or fetal anomalies were observed.']	(18400, 18551)	[]
PMC2672462.nxml.gz	100	['The incidence of maternal hypoglycemia was lower in the glyburide group (2% vs 20%).']	(18552, 18636)	[]
PMC2672462.nxml.gz	101	['Additionally, a number of nonrandomized or retrospective studies examining the treatment of GDM with glyburide have been reported (Table 4).']	(18637, 18777)	['have_been_reported', 'have_been_reported', 'have_been_reported']
PMC2672462.nxml.gz	102	['In general, these indicate that glyburide is effective in achieving glycemic control in the majority of patients.']	(18778, 18891)	['indicate', 'probable_understanding', 'probable_understanding']
PMC2672462.nxml.gz	103	['Most, but not all, suggest that glyburide is as safe as insulin for the fetus.']	(18892, 18970)	['suggest', 'important_consideration', 'alternative_options_controversy', 'alternative_options_controversy', 'alternative_options_controversy']
PMC2672462.nxml.gz	104	['A meta-analysis which included the above studies as well as others examining women with pre-existing diabetes, with 745 glyburide exposed pregnancies and 637 treated with insulin, has been performed.65This study found that glyburide did not increase the risk of macrosomia, large for gestational age, or neonatal hypoglycemia, but did not examine more serious consequences such as perinatal mortality or congenital anomalies.']	(18971, 19396)	['has...been', 'has...been', 'found', 'did_not', 'did_not', 'important_consideration', 'consequences']
PMC2672462.nxml.gz	105	['Several studies have examined factors which predict failure of glyburide to achieve adequate glycemic control.']	(19397, 19507)	['several_studies', 'several_studies', 'superficial_relationship', 'predict']
PMC2672462.nxml.gz	106	['Higher glucose levels, either in the glucose tolerance test upon which GDM was diagnosed, or on self-monitoring, and early dietary failure have been found to be associated with glyburide failure.60,58These findings lead to the logical conclusion that subjects with more severe GDM are more likely to require insulin.']	(19508, 19824)	['have_been', 'have_been', 'incomplete_evidence', 'incomplete_evidence', 'conclusion', 'likely', 'associated', 'severe', 'important_consideration', 'found_to_be', 'found_to_be', 'found_to_be']
PMC2672462.nxml.gz	107	['Further evidence supporting the safety of glyburide for the fetus comes from a study using an in vitro perfusion, where it was not found to cross the placenta in significant amounts.66However, another in vitro study has found transplacental transfer of glyburide.67In the Langer randomized controlled trial, glyburide was not detected in the cord blood of the neonates and cord insulin levels were similar between the two groups.57\n\nMetformin\nA number of studies have provided conflicting information regarding the safety of metformin use in type 2 diabetic pregnancy.68–70There are studies which have used metformin during pregnancy in women with polycystic ovary syndrome, without any noticeable adverse effects on the fetus.71There are few publications of its use in GDM, and these are dominated by the Metformin in Gestational Diabetes (MiG) Study.']	(19825, 20677)	['further_evidence', 'further_evidence', 'supporting', 'was_not', 'was_not', 'found', 'found', 'number_of_studies', 'number_of_studies', 'number_of_studies', 'few', 'effects', 'important_consideration', 'anomaly_curious_finding', 'anomaly_curious_finding', 'however', 'conflicting']
PMC2672462.nxml.gz	108	['The MiG Study randomized 751 women with GDM to treatment with insulin or metformin.72The women in the metformin arm were treated with supplemental insulin if the maximal dose of metformin, 2500 mg daily, failed to meet the glucose targets.']	(20678, 20917)	[]
PMC2672462.nxml.gz	109	['The primary outcome variable was a composite of neonatal hypoglycemia, respiratory distress, need for phototherapy, birth trauma, Apgar score less than 7, or prematurity.']	(20918, 21088)	[]
PMC2672462.nxml.gz	110	['There was no difference in the primary outcome between the two groups (metformin 116 [32%] events, insulin 119 events [32.2%], RR 1.0 [0.9–1.1], p = 0.95).']	(21089, 21244)	[]
PMC2672462.nxml.gz	111	['Interestingly fetal death and malformations were not a component of the primary outcome; however, 19 events in the metformin group were classified as serious fetal or neonatal adverse events (including 11 congenital anomalies) compared to 23 events in the insulin arm (including 18 congenital anomalies and one fetal death).']	(21245, 21569)	['important_consideration', 'interestingly', 'however']
PMC2672462.nxml.gz	112	['None of these events were adjudged by the data and safety monitoring committee to be treatment related and there were no serious adverse events associated with the use of metformin.']	(21570, 21751)	['associated', 'important_consideration']
PMC2672462.nxml.gz	113	['Additionally, more women using metformin indicated that their treatment was acceptable compared to those on insulin.']	(21752, 21868)	['indicated']
PMC2672462.nxml.gz	114	['From these results, the authors have suggested that metformin is a safe and effective treatment for GDM.']	(21869, 21973)	['suggested']
PMC2672462.nxml.gz	115	['Several small studies comparing metformin to insulin for the treatment of GDM have also been performed (Table 5).']	(21974, 22087)	['incomplete_evidence', 'incomplete_evidence', 'have...been', 'have...been']
PMC2672462.nxml.gz	116	['Two have concluded that metformin is as effective as insulin for glycemic control in GDM, and that it is safe.']	(22088, 22198)	['concluded', 'important_consideration']
PMC2672462.nxml.gz	117	['However, one study, a randomised controlled trial, was underpowered to realistically address the effectiveness and safety of metformin in GDM.73In another study, a retrospective case control study, subjects treated with insulin had a greater degree of initial glucose intolerance, so the comparison was of limited validity.74A third study comprised a retrospective cohort which included a mixture of both GDM and women with Type 2 diabetes seen from 1966–1991.']	(22199, 22659)	['one_study', 'one_study', 'incomplete_evidence', 'incomplete_evidence', 'limited', 'important_consideration', 'important_consideration', 'however', 'problem_complication']
PMC2672462.nxml.gz	118	['It found an increase in stillbirth and perinatal mortality, as well as pre-eclampsia amongst those treated with metformin, compared to women treated with insulin or sulphonylureas.']	(22660, 22840)	['found']
PMC2672462.nxml.gz	119	['However, as there was no evaluation of glycemic control early in pregnancy, and more women on metformin had pre-existing type 2 diabetes, the groups do not appear to be well matched.']	(22841, 23023)	['full_unknown', 'full_unknown', 'full_unknown', 'as', 'appear_to_be', 'appear_to_be', 'appear_to_be', 'however']
PMC2672462.nxml.gz	120	['It is quite possible that the adverse findings in this study are due to more women in the metformin group having a greater severity of hyperglycemia early in the pregnancy.']	(23024, 23196)	['possible', 'due_to', 'due_to']
