	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
517	question_answered_by_this_work	PMC7547020	[(24617, 24628)]	demonstrate	['We further demonstrate that this is equivalent to the diagnostic accuracy of clinical experts ().']	(24606, 24703)
518	question_answered_by_this_work	PMC7547020	[(31807, 31809)]	to	['We chose to evaluate network performance using the clinically commonplace metrics of Receiver Operating Characteristic (ROC) curve and area under the ROC curve (AUC) as they more readily translate meaning to clinical practioners.']	(31798, 32027)
519	question_answered_by_this_work	PMC7547020	[(32175, 32181)]	herein	['Genetic algorithm\n\nThe genetic algorithm (Algorithm 1) was adapted from a set of publicly available repositories, and it is specifically utilized herein as a meta-parameter optimization solution.']	(32029, 32224)
520	question_answered_by_this_work	PMC7547020	[(35062, 35068)]	sought	['We sought to extract the generated images as JPEG files for visualization, as opposed to direct import into an end-classifier.']	(35059, 35185)
1007	question_answered_by_this_work	PMC7074265	[(6644, 6648)]	this	['Using this novel technique, they visualized cell clusters in tumor protrusions into surrounding tissue.']	(6638, 6741)
1008	question_answered_by_this_work	PMC7074265	[(6649, 6654)]	novel	['Using this novel technique, they visualized cell clusters in tumor protrusions into surrounding tissue.']	(6638, 6741)
1009	question_answered_by_this_work	PMC7074265	[(19768, 19773)]	aimed	['aimed to identify those factors that best predicted a robust and meaningful response to therapy.']	(19768, 19864)
1010	question_answered_by_this_work	PMC7074265	[(19774, 19785)]	to identify	['aimed to identify those factors that best predicted a robust and meaningful response to therapy.']	(19768, 19864)
1011	question_answered_by_this_work	PMC7074265	[(20178, 20183)]	aimed	['In their follow up study they aimed to further investigate various factors that might predict a response to anti-PD-1 therapy including PD-L1 expression by tumor cells, PD-L1 expression by infiltrating immune cells, PD-L2 expression by tumor cells and other tumor microenvironment factors.']	(20148, 20437)
1012	question_answered_by_this_work	PMC7074265	[(24833, 24838)]	aimed	['aimed to elucidate what specific factors might be predictive of response to treatment with CTLA-4 blockade.']	(24833, 24940)
1013	question_answered_by_this_work	PMC7074265	[(24839, 24841)]	to	['aimed to elucidate what specific factors might be predictive of response to treatment with CTLA-4 blockade.']	(24833, 24940)
1014	question_answered_by_this_work	PMC7074265	[(24987, 24989)]	to	['This group utilized gene expression profiling to demonstrate that in pre-treatment samples of patients with metastatic melanoma a higher baseline expression of immune related genes was predictive of an increased response to treatment with ipilimumab.']	(24941, 25191)
1015	question_answered_by_this_work	PMC7074265	[(24990, 25001)]	demonstrate	['This group utilized gene expression profiling to demonstrate that in pre-treatment samples of patients with metastatic melanoma a higher baseline expression of immune related genes was predictive of an increased response to treatment with ipilimumab.']	(24941, 25191)
1016	question_answered_by_this_work	PMC7074265	[(29922, 29932)]	This paper	['This paper aimed to demonstrate the critical role played by inflammation in the pathogenesis of ACP.']	(29922, 30022)
1017	question_answered_by_this_work	PMC7074265	[(29933, 29938)]	aimed	['This paper aimed to demonstrate the critical role played by inflammation in the pathogenesis of ACP.']	(29922, 30022)
1018	question_answered_by_this_work	PMC7074265	[(29939, 29953)]	to demonstrate	['This paper aimed to demonstrate the critical role played by inflammation in the pathogenesis of ACP.']	(29922, 30022)
1019	question_answered_by_this_work	PMC7074265	[(36368, 36379)]	demonstrate	['2018 \tdemonstrated the expression of PD-L1 in epithelial cells lining the cysts and intrinsic PD-1 expression in the beta-catenin over expressing whorl-like epithelial cell clusters in ACP\tThe first paper to demonstrate that immune checkpoint inhibitors may play a role in ACP treatments']	(36160, 36447)
1139	question_answered_by_this_work	PMC6712354	[(4544, 4555)]	This report	['This report discusses the management of two patients with cystic ACP who failed first line cystic-directed therapies and were eventually offered systemic administration of the IL-6R antibody, tocilizumab, on a compassionate use basis.']	(4544, 4778)
1140	question_answered_by_this_work	PMC6712354	[(14059, 14063)]	Here	['Discussion\n\nHere we report the first use of tocilizumab alone or in combination with bevacizumab for the treatment of cystic ACP in pediatric patients.']	(14047, 14198)
1141	question_answered_by_this_work	PMC6712354	[(15777, 15781)]	Here	['Here we propose new potential agents, tocilizumab alone or in combination with bevacizumab.']	(15777, 15868)
1495	question_answered_by_this_work	PMC5904225	[(623, 627)]	Here	['Here, we have carried out RNA sequencing on 18 ACP samples and integrated these data with an existing ACP transcriptomic dataset.']	(623, 752)
1496	question_answered_by_this_work	PMC5904225	[(875, 877)]	To	['To achieve this goal, we have combined laser capture microdissection with computational analyses to reveal groups of genes that are associated with either epithelial tumour cells (clusters and palisading epithelium), glial tissue or immune infiltrate.']	(875, 1126)
1497	question_answered_by_this_work	PMC5904225	[(891, 895)]	goal	['To achieve this goal, we have combined laser capture microdissection with computational analyses to reveal groups of genes that are associated with either epithelial tumour cells (clusters and palisading epithelium), glial tissue or immune infiltrate.']	(875, 1126)
1498	question_answered_by_this_work	PMC5904225	[(6955, 6970)]	this manuscript	['In this manuscript, we have performed a comprehensive gene expression study of 18 human ACPs combining whole-tumour RNA-Seq with transcriptomics of laser capture microdissected tumour cellular components to reveal the molecular signatures of specific tumour cell compartments.']	(6952, 7228)
1499	question_answered_by_this_work	PMC5904225	[(11191, 11195)]	this	['a Representative histology of ACP samples showing and areas of tumour (T), reactive glial tissue (G), wet keratin/ghost cells (WK), epithelial whorls (C) (epithelial whorls referred to in this paper as clusters), palisading epithelium (PE) and stellate reticulum (SR).']	(11003, 11271)
1500	question_answered_by_this_work	PMC5904225	[(15830, 15835)]	aimed	['Computational modular analysis and transcriptomics of laser capture microdissected tumour cells reveal the molecular signatures of specific cellular compartments\n\nNext, we aimed to further dissect the molecular signatures obtained from the RNA-Seq data and establish if these correlated with particular tumour characteristics including diagnosis, percentage of tumour content, CTNNB1 mutation allele frequency and the presence of specific histological features.']	(15658, 16119)
1501	question_answered_by_this_work	PMC5904225	[(28530, 28537)]	To test	['To test further these findings, we performed RNA-Seq on three Hesx1Cre/+/Ctnnb1lox(ex3)/+ neoplastic and three control pituitaries at postnatal day 1 (P1).']	(28530, 28685)
1502	question_answered_by_this_work	PMC5904225	[(36942, 36949)]	to test	['Preclinical studies provide support for an important role of the MAPK/ERK pathway in the pathogenesis of both human and mouse ACP\n\nTo further understand the role of the MAPK/ERK pathway in human ACP and to test its potential as a therapeutic target, we targeted this pathway using trametinib, a specific MEK inhibitor that has shown promising results in MAPK/ERK-driven solid tumours and currently being trialled in children and adolescents with a variety of solid tumours (NIH-NCI clinical trial: NCT02124772).']	(36739, 37250)
1503	question_answered_by_this_work	PMC5904225	[(38294, 38301)]	To test	['To test the effects of trametinib in the mouse model, we cultured neoplastic pituitaries at P1 in the presence or absence of 2 and 20Â\xa0nM trametinib for 18Â\xa0h (nâ\x80\x89=â\x80\x896 pituitaries).']	(38294, 38477)
1504	question_answered_by_this_work	PMC5904225	[(49080, 49086)]	sought	['Having shown an expression profile, at both the mRNA and protein levels, supportive of the activation of inflammasomes in human ACP, we sought to explore the similarities of this molecular signature with that caused by other inflammasome activators.']	(48944, 49193)
1505	question_answered_by_this_work	PMC5904225	[(50899, 50909)]	this study	['In the glial reactive tissue, cholesterol crystals activate the inflammasomes resulting in the secretion of IL1B, which in turn acts on the local immune effector cells to drive an inflammatory response\n\nIn this study, we have revealed the molecular signatures of different compartments in human ACP, including the Î²-catenin-accumulating cell clusters, palisading epithelium, glial tissue and the immune microenvironment.']	(50693, 51114)
1506	question_answered_by_this_work	PMC5904225	[(51568, 51577)]	rationale	['We provide a rationale that explains the long-standing observation of the histological similarities of ACP tumours with tooth development and odontogenic tumours.']	(51555, 51717)
1507	question_answered_by_this_work	PMC5904225	[(53347, 53351)]	this	['Illustrating this concept, we show that ex vivo MEK inhibition with trametinib results in decreased proliferation increased apoptosis in both mouse and human ACP.']	(53334, 53496)
1750	question_answered_by_this_work	PMC4438576	[(1359, 1363)]	here	['Conclusions\n\nWe report here the first published transcriptome for ACP and the identification of targets for rational therapy.']	(1336, 1461)
1751	question_answered_by_this_work	PMC4438576	[(1616, 1626)]	This study	['This study provides a rationale for further pre-clinical and clinical studies of novel pharmacological treatments for ACP.']	(1616, 1738)
1752	question_answered_by_this_work	PMC4438576	[(1638, 1647)]	rationale	['This study provides a rationale for further pre-clinical and clinical studies of novel pharmacological treatments for ACP.']	(1616, 1738)
1753	question_answered_by_this_work	PMC4438576	[(31608, 31612)]	here	['The data presented here are consistent with the theory that ACP is a congenital malformation that develops from the improper closure of the craniophyrangeal duct from the oral ectoderm-derived remnants of Rathkeâ\x80\x99s pouch (TableÂ\xa03).']	(31589, 31822)
1754	question_answered_by_this_work	PMC4438576	[(33064, 33074)]	This study	['This study forms the basis for further studies with rational therapies for ACP.']	(33064, 33143)
1995	question_answered_by_this_work	PMC7222517	[(3260, 3264)]	This	['This work sought to investigate, using bulk RNA sequencing of adult and pediatric ACP, whether there is evidence that patients with ACP from different age cohorts could be expected to respond to the same targeted therapeutic strategies.']	(3260, 3496)
1996	question_answered_by_this_work	PMC7222517	[(3270, 3276)]	sought	['This work sought to investigate, using bulk RNA sequencing of adult and pediatric ACP, whether there is evidence that patients with ACP from different age cohorts could be expected to respond to the same targeted therapeutic strategies.']	(3260, 3496)
1997	question_answered_by_this_work	PMC7222517	[(3277, 3291)]	to investigate	['This work sought to investigate, using bulk RNA sequencing of adult and pediatric ACP, whether there is evidence that patients with ACP from different age cohorts could be expected to respond to the same targeted therapeutic strategies.']	(3260, 3496)
1998	question_answered_by_this_work	PMC7222517	[(3497, 3517)]	In order to identify	['In order to identify even subtle differences in the transcriptome profile of the 2 tissue populations, we conducted a highly rigorous mathematical analysis that considered the potential for both linear and non-linear age group-related dependencies within the data.']	(3497, 3761)
1999	question_answered_by_this_work	PMC7222517	[(5912, 5916)]	This	['This was designed to assess for both linear and non-linear relationships, but also to insulate the statistical analysis from potentially false assumptions.']	(5912, 6067)
2000	question_answered_by_this_work	PMC7222517	[(5921, 5929)]	designed	['This was designed to assess for both linear and non-linear relationships, but also to insulate the statistical analysis from potentially false assumptions.']	(5912, 6067)
2001	question_answered_by_this_work	PMC7222517	[(5930, 5939)]	to assess	['This was designed to assess for both linear and non-linear relationships, but also to insulate the statistical analysis from potentially false assumptions.']	(5912, 6067)
2002	question_answered_by_this_work	PMC7222517	[(10429, 10440)]	In order to	['Information theory analysis\n\nIn order to extend the analysis beyond the linear methodology utilized in the canonical analysis, we calculated the Kullback-Leibler (KL) divergence (DKL) and Maximal Information Coefficient (MIC).']	(10400, 10626)
2003	question_answered_by_this_work	PMC7222517	[(16730, 16742)]	to determine	['The primary clinical question underlying this research is to determine whether initial treatment strategies against ACP should be differentiated based on age at diagnosis.']	(16672, 16843)
2004	question_answered_by_this_work	PMC7222517	[(19852, 19863)]	demonstrate	['These results demonstrate that qualitatively the global transcriptomes of both age groups are informationally similar.']	(19838, 19956)
2005	question_answered_by_this_work	PMC7222517	[(24680, 24686)]	sought	['Next, we sought to qualitatively examine non-linear transcriptional relationships to age group by utilizing KL-divergence.']	(24671, 24793)
2006	question_answered_by_this_work	PMC7222517	[(26559, 26563)]	this	['Through utilizing classical genomic analysis protocols, information theoretic models, and deep learning this work rigorously interrogated linear and non-linear relationships to demonstrate that, at the transcript level, there is no evidence to differentiate therapy between adult and pediatric ACP patients strictly based on age at diagnosis.']	(26455, 26797)
2007	question_answered_by_this_work	PMC7222517	[(26629, 26631)]	to	['Through utilizing classical genomic analysis protocols, information theoretic models, and deep learning this work rigorously interrogated linear and non-linear relationships to demonstrate that, at the transcript level, there is no evidence to differentiate therapy between adult and pediatric ACP patients strictly based on age at diagnosis.']	(26455, 26797)
2008	question_answered_by_this_work	PMC7222517	[(26632, 26643)]	demonstrate	['Through utilizing classical genomic analysis protocols, information theoretic models, and deep learning this work rigorously interrogated linear and non-linear relationships to demonstrate that, at the transcript level, there is no evidence to differentiate therapy between adult and pediatric ACP patients strictly based on age at diagnosis.']	(26455, 26797)
2009	question_answered_by_this_work	PMC7222517	[(26932, 26944)]	our findings	['Limitations\n\nDespite the rigorous characterization of the transcriptional relationship between pediatric and adult ACP tumor tissue, our findings are limited by the fact that only RNA expression profiles were considered.']	(26799, 27019)
