	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
1884	probable_understanding	PMC7222517	[(8048, 8052)]	true	['As values approach â\x88\x92â\x80\x891, the opposite is true which indicates the cluster member is an outlier within the cluster.']	(8004, 8121)
1885	probable_understanding	PMC7222517	[(8892, 8894)]	As	['As subtle differences in the gene expression patterns could be expected, complete-linkage was employed due to its superiority over a single-linkage approach in handling data groups that closely neighbor one another.']	(8892, 9107)
1886	probable_understanding	PMC7222517	[(9763, 9772)]	primarily	['Although cluster analysis is a primarily descriptive mathematical technique, we calculated the silhouette width as a means to make a quantitative comparison of the differential expression data.']	(9732, 9925)
1887	probable_understanding	PMC7222517	[(10774, 10780)]	likely	['This was necessary because non-linear transcriptional relationships (i.e., dynamic networks of transcripts) between age groups could exist and are likely abundant, as seen by the development of numerous pathway-based analytical tools (e.g., GSEA, GO-terms, Reactome, etc.).']	(10627, 10900)
1888	probable_understanding	PMC7222517	[(12462, 12464)]	as	['By plotting MIC against Pearsonâ\x80\x99s R the magnitude of the relationship between the variables can be visualized (MICâ\x80\x89=â\x80\x890 indicates no relationship; MICâ\x80\x89=â\x80\x891 indicates highly related), as can the nature of the relationship (linear vs. non-linear).']	(12271, 12524)
1889	probable_understanding	PMC7222517	[(13060, 13070)]	understood	['Shapley values can conceptually be understood as importance scores.']	(13025, 13092)
1890	probable_understanding	PMC7222517	[(23015, 23019)]	This	['This implies that potential therapies identified or initially tested in either the adult or pediatric population will have relevance in the other age group.']	(23015, 23171)
1891	probable_understanding	PMC7222517	[(23020, 23027)]	implies	['This implies that potential therapies identified or initially tested in either the adult or pediatric population will have relevance in the other age group.']	(23015, 23171)
1892	probable_understanding	PMC7222517	[(23172, 23188)]	To our knowledge	['To our knowledge this work consists of the largest analysed cohort of ACP transcriptome data to date.']	(23172, 23273)
1893	probable_understanding	PMC7222517	[(25290, 25299)]	Therefore	['Therefore, the lack of any clear relationship between transcript expression and age group in this context further supports the assertion that the adult and pediatric transcriptomes lack therapeutically relevant differeces.']	(25290, 25512)
1894	probable_understanding	PMC7222517	[(27380, 27386)]	likely	['Given heterogeneous nature of ACP tissue, bulk sequencing is likely to lose some information, which may be explored in more detail with techniques such as single cell RNAseq, RNA mutation analysis or protein-level quantification.']	(27319, 27548)
1895	probable_understanding	PMC7222517	[(27651, 27667)]	to our knowledge	['Lastly, there is also still potential that an even larger dataset contrasting these age groups (which to our knowledge does not exist) may still reveal more therapeutically important differences.']	(27549, 27744)
1896	probable_understanding	PMC7222517	[(28128, 28135)]	implies	['This implies that the identification of biologically-guided therapeutic targets, and the potential clinical translation of such targets in either group of patients may also be relevant in the other.']	(28123, 28321)
