	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
1492	problem_complication	PMC5904225	[(34900, 34910)]	inadequate	['Other members of the TGF superfamily of secreted factors, such as TGFB1-3, as well as their receptors were broadly expressed across all tumour compartments, although TGFB1 appeared non-significantly elevated in clusters relative to both PE (4.9-fold, unadjusted p valueâ\x80\x89=â\x80\x890.08; adjusted p value not assessed because of inadequate read numbers) and glial tissue (9.5-fold, adjusted p valueâ\x80\x89=â\x80\x890.37) [Suppl.']	(34577, 34989)
1493	problem_complication	PMC5904225	[(53090, 53102)]	consequences	['As the consequences of gene inactivation have been more extensively studied in the tooth development field, it is plausible to speculate that this knowledge may inform on the genes/pathways that may be more relevant in the pathogenesis of human ACP.']	(53083, 53332)
1494	problem_complication	PMC5904225	[(54567, 54579)]	consequences	['This finding could have important therapeutic consequences.']	(54521, 54580)
1746	problem_complication	PMC4438576	[(2110, 2113)]	Due	['Due to its sensitive sellar/suprasellar location and propensity to form large cysts, ACP often compresses and damages vital structures of the pituitary, hypothalamus and visual apparatus.']	(2110, 2297)
1747	problem_complication	PMC4438576	[(3182, 3194)]	unacceptably	['While conservative surgery and radiation confer low mortality, the morbidity for survivors is still unacceptably high.']	(3082, 3200)
1748	problem_complication	PMC4438576	[(4152, 4159)]	Lack of	['Lack of knowledge of the underlying biology, combined with the clinical complexity of ACP have led to an absence of standard systemic antitumor therapies.']	(4152, 4306)
1749	problem_complication	PMC4438576	[(30998, 31004)]	due to	['The origins of ACP have long been the subject of speculation due to the oddity of their morphology and location.']	(30937, 31049)
1992	problem_complication	PMC7222517	[(6049, 6054)]	false	['This was designed to assess for both linear and non-linear relationships, but also to insulate the statistical analysis from potentially false assumptions.']	(5912, 6067)
1993	problem_complication	PMC7222517	[(10646, 10653)]	because	['This was necessary because non-linear transcriptional relationships (i.e., dynamic networks of transcripts) between age groups could exist and are likely abundant, as seen by the development of numerous pathway-based analytical tools (e.g., GSEA, GO-terms, Reactome, etc.).']	(10627, 10900)
1994	problem_complication	PMC7222517	[(12677, 12683)]	Due to	['Due to the substantial imbalance of data classes, the HD Spot algorithm was optimized with respect to maximizing the area under the precision-recall (AUPR) curve.']	(12677, 12839)
