	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
32	incomplete_evidence	PMC4949713	[(355, 362)]	...studies	['Several human and mouse studies have provided unequivocal evidence that the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin signalling pathway underlies the molecular aetiology of these tumours.']	(331, 519)
33	incomplete_evidence	PMC4949713	[(377, 397)]	unequivocal evidence	['Several human and mouse studies have provided unequivocal evidence that the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin signalling pathway underlies the molecular aetiology of these tumours.']	(331, 519)
34	incomplete_evidence	PMC4949713	[(520, 528)]	Recently	['Recently, research using genetically modified mouse models of human ACP have revealed a critical and unexpected nonâ\x80\x90cell autonomous role for pituitary stem cells in ACP tumourigenesis, which has expanded the cancer stem cell paradigm.']	(520, 756)
35	incomplete_evidence	PMC4949713	[(572, 578)]	models	['Recently, research using genetically modified mouse models of human ACP have revealed a critical and unexpected nonâ\x80\x90cell autonomous role for pituitary stem cells in ACP tumourigenesis, which has expanded the cancer stem cell paradigm.']	(520, 756)
36	incomplete_evidence	PMC4949713	[(597, 605)]	revealed	['Recently, research using genetically modified mouse models of human ACP have revealed a critical and unexpected nonâ\x80\x90cell autonomous role for pituitary stem cells in ACP tumourigenesis, which has expanded the cancer stem cell paradigm.']	(520, 756)
37	incomplete_evidence	PMC4949713	[(717, 725)]	expanded	['Recently, research using genetically modified mouse models of human ACP have revealed a critical and unexpected nonâ\x80\x90cell autonomous role for pituitary stem cells in ACP tumourigenesis, which has expanded the cancer stem cell paradigm.']	(520, 756)
38	incomplete_evidence	PMC4949713	[(747, 755)]	paradigm	['Recently, research using genetically modified mouse models of human ACP have revealed a critical and unexpected nonâ\x80\x90cell autonomous role for pituitary stem cells in ACP tumourigenesis, which has expanded the cancer stem cell paradigm.']	(520, 756)
39	incomplete_evidence	PMC4949713	[(962, 965)]	may	['These benign tumours may additionally represent a unique model to provide insights into the initial steps of oncogenesis.']	(941, 1062)
40	incomplete_evidence	PMC4949713	[(998, 1003)]	model	['These benign tumours may additionally represent a unique model to provide insights into the initial steps of oncogenesis.']	(941, 1062)
41	incomplete_evidence	PMC4949713	[(1015, 1023)]	insights	['These benign tumours may additionally represent a unique model to provide insights into the initial steps of oncogenesis.']	(941, 1062)
42	incomplete_evidence	PMC4949713	[(1376, 1383)]	usually	['The clinical relevance of ACP is not their associated mortality, which is usually low when properly managed, but their high morbidity due to serious endocrinological disturbances and tendency to infiltrate locally and aggressively into the hypothalamus and visual tracts.']	(1302, 1573)
43	incomplete_evidence	PMC4949713	[(1880, 1884)]	many	['Consequences of the tumour and its treatment are long lasting and associated with poor quality of life for the survivors, making many clinicians consider human ACP as a chronic disease [1, 2].']	(1751, 1943)
44	incomplete_evidence	PMC4949713	[(2052, 2059)]	arguing	['This review aims to discuss the pathogenesis of human craniopharyngioma from an embryological perspective, arguing that the majority of human ACPs are developmental tumours.']	(1945, 2118)
45	incomplete_evidence	PMC4949713	[(2256, 2265)]	validated	['It will present results obtained from human and mouse studies, highlighting the implications of data derived from current research using validated mouse models for these human neoplasms.']	(2119, 2305)
46	incomplete_evidence	PMC4949713	[(2272, 2278)]	models	['It will present results obtained from human and mouse studies, highlighting the implications of data derived from current research using validated mouse models for these human neoplasms.']	(2119, 2305)
47	incomplete_evidence	PMC4949713	[(4875, 4885)]	consistent	"[""The pattern of expression of cytokeratins is consistent with oral epithelial origin, and it is generally believed that these neoplasms derive from remnants of Rathke's pouch, the embryological primordium of the anterior pituitary [26, 27].""]"	(4830, 5069)
48	incomplete_evidence	PMC4949713	[(4935, 4943)]	believed	"[""The pattern of expression of cytokeratins is consistent with oral epithelial origin, and it is generally believed that these neoplasms derive from remnants of Rathke's pouch, the embryological primordium of the anterior pituitary [26, 27].""]"	(4830, 5069)
49	incomplete_evidence	PMC4949713	[(9755, 9767)]	demonstrated	['Genetic studies in mice have demonstrated the requirement of this pathway for normal pituitary morphogenesis and differentiation.']	(9726, 9855)
50	incomplete_evidence	PMC4949713	[(10118, 10128)]	Supporting	"[""Supporting this notion, the upâ\x80\x90regulation of the WNT/Î²â\x80\x90catenin pathway in Rathke's pouch (RP) progenitors leads to dramatic pituitary hyperplasia, ectopic pituitary tissue in the oropharyngeal cavity and perinatal death in 80% of pups.""]"	(10118, 10358)
51	incomplete_evidence	PMC4949713	[(10134, 10140)]	notion	"[""Supporting this notion, the upâ\x80\x90regulation of the WNT/Î²â\x80\x90catenin pathway in Rathke's pouch (RP) progenitors leads to dramatic pituitary hyperplasia, ectopic pituitary tissue in the oropharyngeal cavity and perinatal death in 80% of pups.""]"	(10118, 10358)
52	incomplete_evidence	PMC4949713	[(10477, 10482)]	model	['This genetically modified mouse model harbours a mutated form of Î²â\x80\x90catenin that is transcriptionally active, but lacks the amino acids encoded by exon 3 of Ctnnb1 (the gene encoding Î²â\x80\x90catenin), preventing its phosphorylation and subsequent degradation, and leading to the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway [40].']	(10445, 10778)
53	incomplete_evidence	PMC4949713	[(10923, 10933)]	previously	['Overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway underlies the molecular aetiology of human and mouse ACP \n\nAn interesting observation of the previously described embryonic mouse line (hereby referred to as the â\x80\x98embryonic ACP modelâ\x80\x99) is that the remaining 20% of the pups survive weaning but show variable growth defects and fully penetrant pituitary tumours, with a median survival of around 11 weeks of age [21].']	(10780, 11199)
54	incomplete_evidence	PMC4949713	[(10934, 10943)]	described	['Overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway underlies the molecular aetiology of human and mouse ACP \n\nAn interesting observation of the previously described embryonic mouse line (hereby referred to as the â\x80\x98embryonic ACP modelâ\x80\x99) is that the remaining 20% of the pups survive weaning but show variable growth defects and fully penetrant pituitary tumours, with a median survival of around 11 weeks of age [21].']	(10780, 11199)
55	incomplete_evidence	PMC4949713	[(11232, 11240)]	revealed	['Histopathological analyses have revealed characteristic hallmarks of human ACP such as large cysts, cell clusters with nucleoâ\x80\x90cytoplasmic accumulation of Î²â\x80\x90catenin and expression of Axin2, Lef1 and Bmp4, indicating the activation of the Wnt/Î²â\x80\x90catenin pathway [21, 25, 41].']	(11200, 11480)
56	incomplete_evidence	PMC4949713	[(11409, 11419)]	indicating	['Histopathological analyses have revealed characteristic hallmarks of human ACP such as large cysts, cell clusters with nucleoâ\x80\x90cytoplasmic accumulation of Î²â\x80\x90catenin and expression of Axin2, Lef1 and Bmp4, indicating the activation of the Wnt/Î²â\x80\x90catenin pathway [21, 25, 41].']	(11200, 11480)
57	incomplete_evidence	PMC4949713	[(11790, 11798)]	possibly	['Therefore, cluster cells in mouse and human ACPs have exited the cell cycle, are undifferentiated and possibly not of either neural or endocrine origin.']	(11688, 11840)
58	incomplete_evidence	PMC4949713	[(11938, 11948)]	suggesting	['However, contrary to the human counterpart, mouse ACPs do not show wet keratin or calcification, suggesting speciesâ\x80\x90specific differences between mouse and human ACPs.']	(11841, 12009)
59	incomplete_evidence	PMC4949713	[(12686, 12695)]	have been	['Mutations in CTNNB1 have been identified in most of the human ACP samples analysed [17, 19, 20, 44, 45, 46].']	(12666, 12774)
60	incomplete_evidence	PMC4949713	[(13173, 13178)]	model	['Human mutations are functionally equivalent to the mutated Î²â\x80\x90catenin expressed in the embryonic ACP model.']	(13070, 13179)
61	incomplete_evidence	PMC4949713	[(13180, 13188)]	Together	['Together, the human and mouse studies have provided robust evidence for a role of CTNNB1 mutations and the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway in the molecular aetiology of ACP.']	(13180, 13371)
62	incomplete_evidence	PMC4949713	[(13232, 13247)]	robust evidence	['Together, the human and mouse studies have provided robust evidence for a role of CTNNB1 mutations and the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway in the molecular aetiology of ACP.']	(13180, 13371)
63	incomplete_evidence	PMC4949713	[(13509, 13514)]	model	['Childhoodâ\x80\x90onset ACP is likely to be a tumour of embryonic origin\n\nFurther molecular and genetic studies using the embryonic ACP mouse model have revealed two interesting findings on the pathogenesis of human ACPs, in particular, of childhoodâ\x80\x90onset ACP.']	(13373, 13629)
64	incomplete_evidence	PMC4949713	[(13520, 13528)]	revealed	['Childhoodâ\x80\x90onset ACP is likely to be a tumour of embryonic origin\n\nFurther molecular and genetic studies using the embryonic ACP mouse model have revealed two interesting findings on the pathogenesis of human ACPs, in particular, of childhoodâ\x80\x90onset ACP.']	(13373, 13629)
65	incomplete_evidence	PMC4949713	[(13669, 13681)]	demonstrated	"[""First, genetic approaches in mice have demonstrated that tumours form only when oncogenic Î²â\x80\x90catenin is expressed in Rathke's pouch undifferentiated precursors, but not when committed progenitors or fully differentiated hormoneâ\x80\x90producing cells are targeted.""]"	(13630, 13891)
66	incomplete_evidence	PMC4949713	[(13966, 13974)]	revealed	['Second, analyses of mouse embryos at different stages of development have revealed that Î²â\x80\x90cateninâ\x80\x90accumulating cell clusters with a similar gene expression profile to the human clusters are present in the pituitary gland of the embryonic ACP model by the end of gestation [21].']	(13892, 14174)
67	incomplete_evidence	PMC4949713	[(14368, 14378)]	suggesting	['The similarities between the mouse and human clusters are remarkable, not only morphologically but also at the molecular level, strongly suggesting that they represent equivalent structures in mouse and human ACPs.']	(14231, 14445)
68	incomplete_evidence	PMC4949713	[(14532, 14540)]	revealed	['In fact, whole transcriptome gene expression profiling of the mouse cluster cells has revealed numerous genes/pathways that are dysregulated in the mouse and also in the human tumours [42].']	(14446, 14635)
69	incomplete_evidence	PMC4949713	[(14640, 14651)]	possibility	['The possibility that ACP patients may have cell clusters in the pituitary gland is supported by clinical evidence.']	(14636, 14750)
70	incomplete_evidence	PMC4949713	[(14670, 14673)]	may	['The possibility that ACP patients may have cell clusters in the pituitary gland is supported by clinical evidence.']	(14636, 14750)
71	incomplete_evidence	PMC4949713	[(14719, 14728)]	supported	['The possibility that ACP patients may have cell clusters in the pituitary gland is supported by clinical evidence.']	(14636, 14750)
72	incomplete_evidence	PMC4949713	[(14741, 14749)]	evidence	['The possibility that ACP patients may have cell clusters in the pituitary gland is supported by clinical evidence.']	(14636, 14750)
73	incomplete_evidence	PMC4949713	[(14872, 14885)]	have reported	['In a retrospective analysis of 90 children diagnosed with ACP (median age at diagnosis 8.3 years), Muller and colleagues have reported a significant decrease in height score at 10â\x80\x9312 months of age that persisted until the diagnosis of ACP [48].']	(14751, 14997)
74	incomplete_evidence	PMC4949713	[(15063, 15068)]	model	['Of note, somatotrophs are clearly defective in the embryonic ACP model by the end of gestation and postnatally resulting in dwarfism [21].']	(14998, 15136)
75	incomplete_evidence	PMC4949713	[(15166, 15173)]	suggest	['Therefore, it is tempting to suggest that clusters may develop embryologically in human patients and may be present in the pituitary gland of the newborn prior to the appearance of any tumour mass.']	(15137, 15334)
76	incomplete_evidence	PMC4949713	[(15188, 15191)]	may	['Therefore, it is tempting to suggest that clusters may develop embryologically in human patients and may be present in the pituitary gland of the newborn prior to the appearance of any tumour mass.']	(15137, 15334)
77	incomplete_evidence	PMC4949713	[(15238, 15244)]	may be	['Therefore, it is tempting to suggest that clusters may develop embryologically in human patients and may be present in the pituitary gland of the newborn prior to the appearance of any tumour mass.']	(15137, 15334)
78	incomplete_evidence	PMC4949713	[(15359, 15367)]	recently	['In fact, foetal ACP was recently diagnosed in a 18 week human foetus [49].']	(15335, 15409)
79	incomplete_evidence	PMC4949713	[(15527, 15535)]	has been	['Pituitary stem cells play a critical role in the pathogenesis of ACP \n\nThe presence of tissueâ\x80\x90specific stem cells has been demonstrated in several organs including the brain, gastrointestinal tract, skin, bone marrow and skeletal muscle among others.']	(15411, 15663)
80	incomplete_evidence	PMC4949713	[(15536, 15548)]	demonstrated	['Pituitary stem cells play a critical role in the pathogenesis of ACP \n\nThe presence of tissueâ\x80\x90specific stem cells has been demonstrated in several organs including the brain, gastrointestinal tract, skin, bone marrow and skeletal muscle among others.']	(15411, 15663)
81	incomplete_evidence	PMC4949713	[(15936, 15944)]	has been	['The existence of similar cells in the adult murine pituitary gland has been long suspected [51], but not fully demonstrated until recently, by using genetic tracing in the mouse [52, 53].']	(15869, 16056)
82	incomplete_evidence	PMC4949713	[(15950, 15959)]	suspected	['The existence of similar cells in the adult murine pituitary gland has been long suspected [51], but not fully demonstrated until recently, by using genetic tracing in the mouse [52, 53].']	(15869, 16056)
83	incomplete_evidence	PMC4949713	[(15970, 15992)]	not fully demonstrated	['The existence of similar cells in the adult murine pituitary gland has been long suspected [51], but not fully demonstrated until recently, by using genetic tracing in the mouse [52, 53].']	(15869, 16056)
84	incomplete_evidence	PMC4949713	[(15993, 15998)]	until	['The existence of similar cells in the adult murine pituitary gland has been long suspected [51], but not fully demonstrated until recently, by using genetic tracing in the mouse [52, 53].']	(15869, 16056)
85	incomplete_evidence	PMC4949713	[(15999, 16007)]	recently	['The existence of similar cells in the adult murine pituitary gland has been long suspected [51], but not fully demonstrated until recently, by using genetic tracing in the mouse [52, 53].']	(15869, 16056)
86	incomplete_evidence	PMC4949713	[(16300, 16304), (16310, 16314)]	have ... been	['In the adult human pituitary, SOX2+ve cells have also been identified, suggesting that stem cells may also exist in the human organ [54].']	(16256, 16393)
87	incomplete_evidence	PMC4949713	[(16315, 16325)]	identified	['In the adult human pituitary, SOX2+ve cells have also been identified, suggesting that stem cells may also exist in the human organ [54].']	(16256, 16393)
88	incomplete_evidence	PMC4949713	[(16327, 16337)]	suggesting	['In the adult human pituitary, SOX2+ve cells have also been identified, suggesting that stem cells may also exist in the human organ [54].']	(16256, 16393)
89	incomplete_evidence	PMC4949713	[(16354, 16357)]	may	['In the adult human pituitary, SOX2+ve cells have also been identified, suggesting that stem cells may also exist in the human organ [54].']	(16256, 16393)
90	incomplete_evidence	PMC4949713	[(16424, 16427)]	can	['Tissueâ\x80\x90specific stem cells can be the origin of cancer, a concept that has fuelled the cancer stem cell (CSC) paradigm.']	(16395, 16516)
91	incomplete_evidence	PMC4949713	[(16455, 16462)]	concept	['Tissueâ\x80\x90specific stem cells can be the origin of cancer, a concept that has fuelled the cancer stem cell (CSC) paradigm.']	(16395, 16516)
92	incomplete_evidence	PMC4949713	[(16507, 16515)]	paradigm	['Tissueâ\x80\x90specific stem cells can be the origin of cancer, a concept that has fuelled the cancer stem cell (CSC) paradigm.']	(16395, 16516)
93	incomplete_evidence	PMC4949713	[(16522, 16530)]	proposes	['This proposes that within tumours and cancers, there is a minority of transformed cells capable of selfâ\x80\x90renewing and generate the progeny that populate the tumour bulk.']	(16517, 16687)
94	incomplete_evidence	PMC4949713	[(16696, 16702)]	may be	['As CSCs may be particularly resistant to chemotherapy and radiation, it is thought that they can be responsible for cancer evolution, recurrence and metastasis, raising a significant interest in the oncology field as potential targets for novel specific therapies [55, 56, 57, 58, 59, 60].']	(16688, 16977)
95	incomplete_evidence	PMC4949713	[(16757, 16770)]	it is thought	['As CSCs may be particularly resistant to chemotherapy and radiation, it is thought that they can be responsible for cancer evolution, recurrence and metastasis, raising a significant interest in the oncology field as potential targets for novel specific therapies [55, 56, 57, 58, 59, 60].']	(16688, 16977)
96	incomplete_evidence	PMC4949713	[(16781, 16787)]	can be	['As CSCs may be particularly resistant to chemotherapy and radiation, it is thought that they can be responsible for cancer evolution, recurrence and metastasis, raising a significant interest in the oncology field as potential targets for novel specific therapies [55, 56, 57, 58, 59, 60].']	(16688, 16977)
97	incomplete_evidence	PMC4949713	[(16905, 16914)]	potential	['As CSCs may be particularly resistant to chemotherapy and radiation, it is thought that they can be responsible for cancer evolution, recurrence and metastasis, raising a significant interest in the oncology field as potential targets for novel specific therapies [55, 56, 57, 58, 59, 60].']	(16688, 16977)
98	incomplete_evidence	PMC4949713	[(17053, 17070)]	has recently been	['The presence of CSCs in pituitary tumours, and specifically in human ACP, has recently been investigated using genetic approaches.']	(16979, 17109)
99	incomplete_evidence	PMC4949713	[(17118, 17123)]	model	['A mouse model was generated by activating the WNT/Î²â\x80\x90catenin pathway exclusively in SOX2+ve adult pituitary stem cells [52].']	(17110, 17236)
100	incomplete_evidence	PMC4949713	[(17281, 17287)]	modelâ	['These mice, referred to as the â\x80\x98adult ACP modelâ\x80\x99, also develop pituitary tumours that are composed of synaptophysinâ\x80\x90negative and undifferentiated (i.e.']	(17237, 17394)
101	incomplete_evidence	PMC4949713	[(17517, 17527)]	indicating	['Importantly, these tumours contain Î²â\x80\x90cateninâ\x80\x90accumulating cell clusters, indicating a significant resemblance to both human ACP and the embryonic model previously described.']	(17439, 17617)
102	incomplete_evidence	PMC4949713	[(17590, 17595)]	model	['Importantly, these tumours contain Î²â\x80\x90cateninâ\x80\x90accumulating cell clusters, indicating a significant resemblance to both human ACP and the embryonic model previously described.']	(17439, 17617)
103	incomplete_evidence	PMC4949713	[(17596, 17606)]	previously	['Importantly, these tumours contain Î²â\x80\x90cateninâ\x80\x90accumulating cell clusters, indicating a significant resemblance to both human ACP and the embryonic model previously described.']	(17439, 17617)
104	incomplete_evidence	PMC4949713	[(17607, 17616)]	described	['Importantly, these tumours contain Î²â\x80\x90cateninâ\x80\x90accumulating cell clusters, indicating a significant resemblance to both human ACP and the embryonic model previously described.']	(17439, 17617)
105	incomplete_evidence	PMC4949713	[(17630, 17643)]	...consideration	['Taking into consideration this mouse research, it could be speculated that mutations in CTNNB1 in SOX2+ve stem cells of the mature adult pituitary are the cause of adulthoodâ\x80\x90onset ACP in humans, while the same mutations in undifferentiated RP progenitors may lead to childhoodâ\x80\x90onset ACP.']	(17618, 17909)
106	incomplete_evidence	PMC4949713	[(17668, 17676)]	could be	['Taking into consideration this mouse research, it could be speculated that mutations in CTNNB1 in SOX2+ve stem cells of the mature adult pituitary are the cause of adulthoodâ\x80\x90onset ACP in humans, while the same mutations in undifferentiated RP progenitors may lead to childhoodâ\x80\x90onset ACP.']	(17618, 17909)
107	incomplete_evidence	PMC4949713	[(17677, 17687)]	speculated	['Taking into consideration this mouse research, it could be speculated that mutations in CTNNB1 in SOX2+ve stem cells of the mature adult pituitary are the cause of adulthoodâ\x80\x90onset ACP in humans, while the same mutations in undifferentiated RP progenitors may lead to childhoodâ\x80\x90onset ACP.']	(17618, 17909)
108	incomplete_evidence	PMC4949713	[(17875, 17878)]	may	['Taking into consideration this mouse research, it could be speculated that mutations in CTNNB1 in SOX2+ve stem cells of the mature adult pituitary are the cause of adulthoodâ\x80\x90onset ACP in humans, while the same mutations in undifferentiated RP progenitors may lead to childhoodâ\x80\x90onset ACP.']	(17618, 17909)
109	incomplete_evidence	PMC4949713	[(17972, 17975)]	may	['Further molecular characterization of adult and childhood ACP may help resolve this hypothesis.']	(17910, 18005)
110	incomplete_evidence	PMC4949713	[(17994, 18004)]	hypothesis	['Further molecular characterization of adult and childhood ACP may help resolve this hypothesis.']	(17910, 18005)
111	incomplete_evidence	PMC4949713	[(18086, 18091)]	model	['It was important to address whether the mutated SOX2+ve cells in the adult ACP model were CSCs.']	(18007, 18102)
112	incomplete_evidence	PMC4949713	[(18158, 18162)]	have	['To address this important question, SOX2+ve stem cells have been targeted to simultaneously express oncogenic mutant Î²â\x80\x90catenin and yellow fluorescent protein (YFP).']	(18103, 18270)
113	incomplete_evidence	PMC4949713	[(18473, 18483)]	indicating	['Surprisingly, tumours do not express YFP, indicating that the cell of origin of mouse ACP is not a targeted SOX2+ve cell (Figureâ\x80\x895) [52].']	(18431, 18570)
114	incomplete_evidence	PMC4949713	[(18843, 18851)]	observed	['The targeted SOX2+ve cells proliferate transiently due to the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway; but soon after this burst of cell division, they exit the cell cycle and form cell clusters with nucleoâ\x80\x90cytoplasmic accumulation of Î²â\x80\x90catenin, like those observed in human ACP.']	(18571, 18865)
115	incomplete_evidence	PMC4949713	[(19157, 19166)]	classical	['Two conclusions can be drawn from these studies: (i) SOX2+ve stem cells are not the cell of origin of ACP; however, they are the origin of the typical cell clusters that characterize these neoplasms; (ii) mutated SOX2+ve cells expressing oncogenic Î²â\x80\x90catenin are not CSCs according to the classical definition of the CSC paradigm, since their descendants do not colonize the tumours, rather they induced tumours in a nonâ\x80\x90cell autonomous manner.']	(18866, 19314)
116	incomplete_evidence	PMC4949713	[(19849, 19854)]	model	['A paracrine model for the involvement of pituitary stem cells in tumourigenesis\n\nIf murine ACP tumours are not derived from the mutated SOX2+ve stem cells in a cellâ\x80\x90autonomous manner, what is the mechanism underlying tumour formation?']	(19837, 20073)
117	incomplete_evidence	PMC4949713	[(20107, 20111)]	some	['Molecular analyses have provided some interesting and provocative insights into this question.']	(20074, 20168)
118	incomplete_evidence	PMC4949713	[(20140, 20148)]	insights	['Molecular analyses have provided some interesting and provocative insights into this question.']	(20074, 20168)
119	incomplete_evidence	PMC4949713	[(20398, 20405)]	studies	['The studies have revealed that cluster cells function like signalling centres by expressing a great variety of secreted proteins including members of the fibroblast growth factor (FGF), transforming growth factor beta (TGFÎ²), epithelial growth factor (EGF) and sonic hedgehog (SHH) pathways.']	(20394, 20686)
120	incomplete_evidence	PMC4949713	[(20411, 20419)]	revealed	['The studies have revealed that cluster cells function like signalling centres by expressing a great variety of secreted proteins including members of the fibroblast growth factor (FGF), transforming growth factor beta (TGFÎ²), epithelial growth factor (EGF) and sonic hedgehog (SHH) pathways.']	(20394, 20686)
121	incomplete_evidence	PMC4949713	[(20911, 20920)]	have been	['Of interest, proteins with proâ\x80\x90inflammatory properties have been identified in the cystic fluid of human ACP, suggesting that ACP may be an inflammationâ\x80\x90driven tumour [13, 14, 15, 16].']	(20854, 21042)
