PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
PMC7222517	PMC7222517_0	0	4924	M	NNP	586	587	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	587	588	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	1011NaftelRobert	CD	588	604	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	P	NNP	605	606	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	606	607	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	12LimbrickDavid	CD	607	622	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	D	NNP	623	624	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	624	625	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	1314GrantGerald15NiaziToba	CD	625	651	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	N	NNP	652	653	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	653	654	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	16DudleyRoy17KilburnLindsay1819JacksonEric	CD	654	696	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	M	NNP	697	698	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	698	699	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	20JalloGeorge	CD	699	712	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	I	PRP	713	714	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	714	715	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	21GinnKevin22SmithAmy23ChernJoshua	CD	715	749	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	J	NNP	750	751	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	751	752	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	2425LeeAmy2627DrapeauAnnie28KriegerMark	CD	752	791	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	D	NNP	792	793	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	793	794	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	29HandlerMichael	CD	794	810	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	H	NNP	811	812	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	812	813	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	1HankinsonTodd	CD	813	827	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	C	NNP	828	829	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	829	830	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	12on	CD	830	834	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	behalf	NN	835	841	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	842	844	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	the	DT	845	848	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Advancing	NNP	849	858	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Treatment	NNP	859	868	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	for	IN	869	872	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Pediatric	NNP	873	882	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Craniopharyngioma	NNP	883	900	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Consortium1grid	NNP	901	916	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	916	917	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	413957	CD	917	923	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	923	924	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	d0000	NN	924	929	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0001	CD	930	934	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0690	CD	935	939	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	7621Division	CD	940	952	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	953	955	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Pediatric	NNP	956	965	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	966	978	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	978	979	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Children	NNP	980	988	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	<	NNP	988	989	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	U	NNP	989	990	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	+	NNP	990	991	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	2019	CD	991	995	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	>	NNP	995	996	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	s	VBD	996	997	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Hospital	NNP	998	1006	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Colorado	NNP	1007	1015	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1015	1016	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Aurora	NNP	1017	1023	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1023	1024	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	USA	NNP	1025	1028	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	2Morgan	CD	1029	1036	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Adams	NNP	1037	1042	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Foundation	NNP	1043	1053	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Pediatric	NNP	1054	1063	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Brain	NNP	1064	1069	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Tumor	NNP	1070	1075	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Research	NNP	1076	1084	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Program	NNP	1085	1092	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1092	1093	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Aurora	NNP	1094	1100	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1100	1101	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	USA	NNP	1102	1105	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	3grid	CD	1106	1111	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1111	1112	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	430503	CD	1112	1118	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1118	1119	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	10000	CD	1119	1124	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0001	CD	1125	1129	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0703	CD	1130	1134	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	675XDepartment	CD	1135	1149	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1150	1152	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	1153	1165	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1165	1166	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	University	NNP	1167	1177	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1178	1180	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Colorado	NNP	1181	1189	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	School	NNP	1190	1196	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1197	1199	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Medicine	NNP	1200	1208	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1208	1209	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Aurora	NNP	1210	1216	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1216	1217	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	USA	NNP	1218	1221	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	4grid	CD	1222	1227	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1227	1228	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	413957	CD	1228	1234	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1234	1235	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	d0000	NN	1235	1240	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0001	CD	1241	1245	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0690	CD	1246	1250	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	7621Division	CD	1251	1263	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1264	1266	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Pediatric	NNP	1267	1276	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurooncology	NNP	1277	1290	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1290	1291	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Children	NNP	1292	1300	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	<	NNP	1300	1301	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	U	NNP	1301	1302	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	+	NNP	1302	1303	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	2019	CD	1303	1307	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	>	NNP	1307	1308	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	s	VBD	1308	1309	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Hospital	NNP	1310	1318	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Colorado	NNP	1319	1327	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1327	1328	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Aurora	NNP	1329	1335	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1335	1336	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	USA	NNP	1337	1340	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	5grid	CD	1341	1346	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1346	1347	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	4367	CD	1347	1351	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1351	1352	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	60000	CD	1352	1357	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0001	CD	1358	1362	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	2355	CD	1363	1367	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	7002Washington	CD	1368	1382	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	University	NNP	1383	1393	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	in	IN	1394	1396	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	St	NNP	1397	1399	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1399	1400	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Louis	NNP	1401	1406	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1406	1407	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	St	NNP	1408	1410	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1410	1411	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Louis	NNP	1412	1417	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1417	1418	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	USA	NNP	1419	1422	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	6grid	CD	1423	1428	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1428	1429	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	265892	CD	1429	1435	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1435	1436	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	20000000106344187Division	CD	1436	1461	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1462	1464	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Pediatric	NNP	1465	1474	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	1475	1487	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1487	1488	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Department	NNP	1489	1499	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1500	1502	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	1503	1515	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1515	1516	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	University	NNP	1517	1527	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1528	1530	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Alabama	NNP	1531	1538	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	at	IN	1539	1541	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Birmhingham	NNP	1542	1553	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1553	1554	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Birmingham	NNP	1555	1565	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1565	1566	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	USA	NNP	1567	1570	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	7grid	CD	1571	1576	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1576	1577	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	414603	CD	1577	1583	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1583	1584	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	4Neurochirurgia	CD	1584	1599	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Pediatrica	NNP	1600	1610	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1610	1611	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Fondazione	NNP	1612	1622	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Policlinico	NNP	1623	1634	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Universitario	NNP	1635	1648	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	A	NNP	1649	1650	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1650	1651	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Gemelli	NNP	1652	1659	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	IRCCS	NNP	1660	1665	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1665	1666	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Roma	NNP	1667	1671	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1671	1672	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Italy	NNP	1673	1678	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	8grid	CD	1679	1684	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1684	1685	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	8142	CD	1685	1689	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1689	1690	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	f0000	NN	1690	1695	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0001	CD	1696	1700	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0941	CD	1701	1705	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	3192Istituto	CD	1706	1718	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	di	NN	1719	1721	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurochirurgia	NNP	1722	1736	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1736	1737	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Universit	NNP	1738	1747	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	<	NNP	1747	1748	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	U	NNP	1748	1749	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	+	VBD	1749	1750	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	00E0	CD	1750	1754	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	>	NNP	1754	1755	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Cattolica	NNP	1756	1765	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	del	FW	1766	1769	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Sacro	NNP	1770	1775	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Cuore	NNP	1776	1781	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1781	1782	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Roma	NNP	1783	1787	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1787	1788	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Italy	NNP	1789	1794	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	9grid	CD	1795	1800	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1800	1801	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	21729	CD	1801	1806	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1806	1807	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	3f0000000419368729Department	CD	1807	1835	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1836	1838	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	1839	1851	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1851	1852	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Columbia	NNP	1853	1861	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	University	NNP	1862	1872	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1872	1873	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Morgan	NNP	1874	1880	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Stanley	NNP	1881	1888	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Children	NNP	1889	1897	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	<	NNP	1897	1898	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	U	NNP	1898	1899	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	+	NNP	1899	1900	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	2019	CD	1900	1904	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	>	NNP	1904	1905	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	s	VBD	1905	1906	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Hospital	NNP	1907	1915	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	1916	1918	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	NewYork	NNP	1919	1926	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	-	:	1926	1927	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Presbyterian	NN	1927	1939	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1939	1940	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	New	NNP	1941	1944	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	York	NNP	1945	1949	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	1949	1950	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	USA	NNP	1951	1954	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	10grid	CD	1955	1961	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1961	1962	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	51462	CD	1962	1967	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	1967	1968	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	340000	CD	1968	1974	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	0001	CD	1975	1979	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	2171	CD	1980	1984	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	9952Department	CD	1985	1999	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	2000	2002	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurosurgery	NNP	2003	2015	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	2015	2016	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Memorial	NNP	2017	2025	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Sloan	NNP	2026	2031	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Kettering	NNP	2032	2041	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Cancer	NNP	2042	2048	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Center	NNP	2049	2055	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	2055	2056	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	New	NNP	2057	2060	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	York	NNP	2061	2065	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	,	,	2065	2066	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	USA	NNP	2067	2070	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	11grid	CD	2071	2077	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	2077	2078	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	5386	CD	2078	2082	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	.	.	2082	2083	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	8000000041936877XDepartment	CD	2083	2110	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	of	IN	2111	2113	O	None	None	None
PMC7222517	PMC7222517_0	0	4924	Neurological	JJ	2114	2126	O	None	None	None
