CL_2021_10_26_Instance_4	PMC1626394.nxml.gz_2	290 297;298 304;305 310	mucosal lining cells	CL_biobert_model_local_PMC1626394.nxml.gz
CL_2021_10_26_Instance_84	PMC3271033.nxml.gz_91	13695 13698	BMC	CL_biobert_model_local_PMC3271033.nxml.gz
CL_2021_10_26_Instance_86	PMC3272870.nxml.gz_26	5396 5404;5405 5409	neuronal cell	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_87	PMC3272870.nxml.gz_61	11737 11747	follicular	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_88	PMC3272870.nxml.gz_61	11748 11755;11756 11761	thyroid cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_89	PMC3272870.nxml.gz_64	12895 12900	cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_90	PMC3272870.nxml.gz_64	12941 12948;12949 12954	thyroid cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_91	PMC3272870.nxml.gz_64	12964 12968;12969 12974	stem cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_92	PMC3272870.nxml.gz_64	13001 13011;13012 13017	follicular cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_93	PMC3272870.nxml.gz_76	15028 15035;15036 15041	thyroid cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_94	PMC3272870.nxml.gz_82	16069 16076;16077 16082	thyroid cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_95	PMC3272870.nxml.gz_89	17134 17135;17136 17141	C cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_96	PMC3272870.nxml.gz_90	17272 17273;17274 17278	C cell	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_97	PMC3272870.nxml.gz_91	17331 17345;17346 17351	neuroendocrine cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_98	PMC3272870.nxml.gz_91	17435 17443	endoderm	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_99	PMC3272870.nxml.gz_91	17452 17462	follicular	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_100	PMC3272870.nxml.gz_91	17463 17470;17471 17476	thyroid cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_101	PMC3272870.nxml.gz_97	18733 18734;18734 18735;18735 18739	C - cell	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_102	PMC3272870.nxml.gz_131	23549 23550;23550 23551;23551 23555	T - cell	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_103	PMC3272870.nxml.gz_156	27578 27582;27583 27588	germ cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_104	PMC3272870.nxml.gz_178	31239 31240;31241 31246	C cells	CL_biobert_model_local_PMC3272870.nxml.gz
CL_2021_10_26_Instance_108	PMC3342123.nxml.gz_26	5229 5239	adipocytes	CL_biobert_model_local_PMC3342123.nxml.gz
CL_2021_10_26_Instance_109	PMC3342123.nxml.gz_26	5244 5250;5251 5257	muscle fibres	CL_biobert_model_local_PMC3342123.nxml.gz
CL_2021_10_26_Instance_110	PMC3342123.nxml.gz_27	5393 5402	adipocyte	CL_biobert_model_local_PMC3342123.nxml.gz
CL_2021_10_26_Instance_111	PMC3342123.nxml.gz_27	5425 5431;5432 5437	muscle fibre	CL_biobert_model_local_PMC3342123.nxml.gz
CL_2021_10_26_Instance_112	PMC3342123.nxml.gz_126	26841 26851;26852 26857	Eukaryotic cells	CL_biobert_model_local_PMC3342123.nxml.gz
CL_2021_10_26_Instance_114	PMC3348565.nxml.gz_18	3071 3080	monocytes	CL_biobert_model_local_PMC3348565.nxml.gz
CL_2021_10_26_Instance_115	PMC3348565.nxml.gz_18	3085 3096	macrophages	CL_biobert_model_local_PMC3348565.nxml.gz
CL_2021_10_26_Instance_116	PMC3348565.nxml.gz_133	27313 27324	macrophages	CL_biobert_model_local_PMC3348565.nxml.gz
CL_2021_10_26_Instance_117	PMC3348565.nxml.gz_133	27329 27338	monocytes	CL_biobert_model_local_PMC3348565.nxml.gz
CL_2021_10_26_Instance_120	PMC3400371.nxml.gz_13	1704 1707;1708 1712	red cell	CL_biobert_model_local_PMC3400371.nxml.gz
CL_2021_10_26_Instance_121	PMC3400371.nxml.gz_44	6801 6804;6805 6809	red cell	CL_biobert_model_local_PMC3400371.nxml.gz
CL_2021_10_26_Instance_122	PMC3400371.nxml.gz_133	22400 22405;22406 22410	blood cell	CL_biobert_model_local_PMC3400371.nxml.gz
CL_2021_10_26_Instance_124	PMC3424155.nxml.gz_60	9215 9224	podocytes	CL_biobert_model_local_PMC3424155.nxml.gz
CL_2021_10_26_Instance_125	PMC3424155.nxml.gz_186	29629 29637	podocyte	CL_biobert_model_local_PMC3424155.nxml.gz
CL_2021_10_26_Instance_126	PMC3424155.nxml.gz_199	31458 31466	podocyte	CL_biobert_model_local_PMC3424155.nxml.gz
CL_2021_10_26_Instance_127	PMC3424155.nxml.gz_200	31733 31741	podocyte	CL_biobert_model_local_PMC3424155.nxml.gz
CL_2021_10_26_Instance_130	PMC3470091.nxml.gz_19	3232 3242;3243 3252	pancreatic betacells	CL_biobert_model_local_PMC3470091.nxml.gz
CL_2021_10_26_Instance_131	PMC3470091.nxml.gz_19	3396 3405	betacells	CL_biobert_model_local_PMC3470091.nxml.gz
CL_2021_10_26_Instance_132	PMC3470091.nxml.gz_19	3517 3519	II	CL_biobert_model_local_PMC3470091.nxml.gz
CL_2021_10_26_Instance_133	PMC3470091.nxml.gz_76	14847 14858;14859 14864	parathyroid cells	CL_biobert_model_local_PMC3470091.nxml.gz
CL_2021_10_26_Instance_134	PMC3470091.nxml.gz_77	14980 14991;14992 14997	parathyroid cells	CL_biobert_model_local_PMC3470091.nxml.gz
CL_2021_10_26_Instance_137	PMC3659910.nxml.gz_54	7106 7116	osteoclast	CL_biobert_model_local_PMC3659910.nxml.gz
CL_2021_10_26_Instance_138	PMC3659910.nxml.gz_111	16291 16301;16302 16303;16303 16304;16304 16309	pancreatic β - cells	CL_biobert_model_local_PMC3659910.nxml.gz
CL_2021_10_26_Instance_142	PMC3789799.nxml.gz_95	14027 14037	osteoblast	CL_biobert_model_local_PMC3789799.nxml.gz
CL_2021_10_26_Instance_146	PMC3914197.nxml.gz_19	2362 2365;2366 2371;2372 2377	red blood cells	CL_biobert_model_local_PMC3914197.nxml.gz
CL_2021_10_26_Instance_147	PMC3914197.nxml.gz_20	2497 2502;2503 2508;2509 2513	white blood cell	CL_biobert_model_local_PMC3914197.nxml.gz
CL_2021_10_26_Instance_148	PMC3914197.nxml.gz_20	2536 2544	platelet	CL_biobert_model_local_PMC3914197.nxml.gz
CL_2021_10_26_Instance_149	PMC3914197.nxml.gz_46	5743 5751	platelet	CL_biobert_model_local_PMC3914197.nxml.gz
CL_2021_10_26_Instance_151	PMC3915248.nxml.gz_40	10284 10293;10294 10295;10296 10301	activated T cells	CL_biobert_model_local_PMC3915248.nxml.gz
CL_2021_10_26_Instance_152	PMC3915248.nxml.gz_40	10413 10422;10423 10424;10425 10430	activated T cells	CL_biobert_model_local_PMC3915248.nxml.gz
CL_2021_10_26_Instance_153	PMC3915248.nxml.gz_47	11619 11624	sperm	CL_biobert_model_local_PMC3915248.nxml.gz
CL_2021_10_26_Instance_156	PMC4037583.nxml.gz_4	847 862;863 867	cytotrophoblast cell	CL_biobert_model_local_PMC4037583.nxml.gz
CL_2021_10_26_Instance_157	PMC4037583.nxml.gz_116	15527 15546;15547 15552	syncytiotrophoblast cells	CL_biobert_model_local_PMC4037583.nxml.gz
CL_2021_10_26_Instance_158	PMC4037583.nxml.gz_116	15634 15649;15650 15655	cytotrophoblast cells	CL_biobert_model_local_PMC4037583.nxml.gz
CL_2021_10_26_Instance_159	PMC4037583.nxml.gz_179	24702 24719	cytotrophoblastic	CL_biobert_model_local_PMC4037583.nxml.gz
CL_2021_10_26_Instance_162	PMC4231606.nxml.gz_30	3807 3818	ameloblasts	CL_biobert_model_local_PMC4231606.nxml.gz
CL_2021_10_26_Instance_163	PMC4231606.nxml.gz_30	3823 3835	odontoblasts	CL_biobert_model_local_PMC4231606.nxml.gz
CL_2021_10_26_Instance_164	PMC4231606.nxml.gz_79	12025 12029	eggs	CL_biobert_model_local_PMC4231606.nxml.gz
CL_2021_10_26_Instance_166	PMC4275682.nxml.gz_137	25887 25898	spermatozoa	CL_biobert_model_local_PMC4275682.nxml.gz
CL_2021_10_26_Instance_169	PMC4311629.nxml.gz_1	302 312	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_170	PMC4311629.nxml.gz_3	488 498	fibroblast	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_171	PMC4311629.nxml.gz_29	4527 4532	brown	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_172	PMC4311629.nxml.gz_29	4533 4543	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_173	PMC4311629.nxml.gz_29	4602 4607;4608 4618	white adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_174	PMC4311629.nxml.gz_32	5101 5106;5107 5117	White adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_175	PMC4311629.nxml.gz_34	5384 5394	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_176	PMC4311629.nxml.gz_35	5608 5618	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_177	PMC4311629.nxml.gz_36	5636 5641;5642 5652	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_178	PMC4311629.nxml.gz_57	9304 9309;9310 9320	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_179	PMC4311629.nxml.gz_62	10226 10236	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_180	PMC4311629.nxml.gz_63	10448 10458	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_181	PMC4311629.nxml.gz_64	10698 10703;10704 10714	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_182	PMC4311629.nxml.gz_65	10913 10918;10919 10929	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_183	PMC4311629.nxml.gz_66	11199 11209	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_184	PMC4311629.nxml.gz_67	11490 11495;11496 11506	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_185	PMC4311629.nxml.gz_67	11609 11617;11618 11626	skeletal myocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_186	PMC4311629.nxml.gz_68	11671 11681	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_187	PMC4311629.nxml.gz_68	11773 11783	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_188	PMC4311629.nxml.gz_69	11842 11852	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_189	PMC4311629.nxml.gz_69	11941 11951	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_190	PMC4311629.nxml.gz_70	12088 12093;12094 12104	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_191	PMC4311629.nxml.gz_71	12350 12360	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_192	PMC4311629.nxml.gz_75	13177 13187	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_193	PMC4311629.nxml.gz_75	13213 13223	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_194	PMC4311629.nxml.gz_76	13318 13328	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_195	PMC4311629.nxml.gz_76	13510 13515;13516 13526	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_196	PMC4311629.nxml.gz_79	14080 14085;14086 14096	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_197	PMC4311629.nxml.gz_80	14180 14190	fibroblast	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_198	PMC4311629.nxml.gz_82	14440 14450	Fibroblast	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_199	PMC4311629.nxml.gz_82	14487 14497	fibroblast	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_200	PMC4311629.nxml.gz_96	17191 17192;17193 17198	T cells	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_201	PMC4311629.nxml.gz_99	17645 17655	adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_202	PMC4311629.nxml.gz_113	20132 20137;20138 20148	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_203	PMC4311629.nxml.gz_115	20467 20472;20473 20483	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_204	PMC4311629.nxml.gz_115	20494 20502;20503 20511	skeletal myocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_205	PMC4311629.nxml.gz_128	22743 22748;22749 22759	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_206	PMC4311629.nxml.gz_129	22863 22868;22869 22879	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_207	PMC4311629.nxml.gz_135	23900 23911;23912 23916;23917 23922	mesenchymal stem cells	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_208	PMC4311629.nxml.gz_135	23928 23933;23934 23944	white adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_209	PMC4311629.nxml.gz_136	24074 24081	primary ...	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_210	PMC4311629.nxml.gz_136	24088 24095;24096 24100;24101 24106	adipose stem cells	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_211	PMC4311629.nxml.gz_136	24152 24161	adipocyte	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_212	PMC4311629.nxml.gz_154	27588 27590	TL	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_213	PMC4311629.nxml.gz_154	27592 27593;27594 27605	T lymphocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_214	PMC4311629.nxml.gz_186	33599 33604;33605 33615	brown adipocytes	CL_biobert_model_local_PMC4311629.nxml.gz
CL_2021_10_26_Instance_217	PMC4352710.nxml.gz_9	1164 1177	spermatocytes	CL_biobert_model_local_PMC4352710.nxml.gz
CL_2021_10_26_Instance_218	PMC4352710.nxml.gz_10	1215 1220	sperm	CL_biobert_model_local_PMC4352710.nxml.gz
CL_2021_10_26_Instance_219	PMC4352710.nxml.gz_21	2995 3007	spermatocyte	CL_biobert_model_local_PMC4352710.nxml.gz
CL_2021_10_26_Instance_220	PMC4352710.nxml.gz_22	3140 3145	sperm	CL_biobert_model_local_PMC4352710.nxml.gz
CL_2021_10_26_Instance_225	PMC4488777.nxml.gz_11	1688 1693	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_226	PMC4488777.nxml.gz_11	1861 1872	spermatozoa	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_227	PMC4488777.nxml.gz_22	3351 3362;3363 3368	endometrial cells	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_228	PMC4488777.nxml.gz_23	3532 3543	spermatozoa	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_229	PMC4488777.nxml.gz_39	6110 6117;6118 6127;6128 6133	ovarian granulosa cells	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_230	PMC4488777.nxml.gz_40	6542 6553	spermatozoa	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_231	PMC4488777.nxml.gz_42	6806 6811	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_232	PMC4488777.nxml.gz_55	8396 8403;8404 8413;8414 8419	ovarian granulose cells	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_233	PMC4488777.nxml.gz_82	12341 12352;12353 12358	endometrium cells	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_234	PMC4488777.nxml.gz_96	13846 13851;13852 13861;13862 13867	ovary granulosa cells	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_235	PMC4488777.nxml.gz_109	15423 15428	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_236	PMC4488777.nxml.gz_113	16162 16167	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_237	PMC4488777.nxml.gz_113	16221 16232	spermatozoa	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_238	PMC4488777.nxml.gz_114	16282 16287	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_239	PMC4488777.nxml.gz_115	16497 16502	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_240	PMC4488777.nxml.gz_121	17312 17317	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_241	PMC4488777.nxml.gz_124	17685 17690	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_242	PMC4488777.nxml.gz_127	18138 18143	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_243	PMC4488777.nxml.gz_142	20110 20115	sperm	CL_biobert_model_local_PMC4488777.nxml.gz
CL_2021_10_26_Instance_244	PMC4488777.nxml.gz_143	20298 20301	egg	CL_biobert_model_local_PMC4488777.nxml.gz
